RAISONNABLE.	RAISONNABLE.
COMEDIE.	COMÉDIE.
Dediée à Monſieur le Marquis	Dédiée à Monsieur le Marquis
D’ANGELY.	D'ANGELY.
Et repreſentée ſur le Theatre Royal de l’Hoſtel de Bourgogne.	Et représentée sur le Théâtre Royal de l'Hôtel de Bourgogne.
M.	M.
DC.	DC.
LXIV.	LXIV.
Auec Priuilege du Roy.	Avec Privilège du Roi.
A MONSEIGNEVR MONSEIGNEVR LE MARQVIS ANGELY CHEVALIEREE	À MONSEIGNEUR MONSEIGNEUR LE MARQUIS ANGELY CHEVALIEREE
ONSEIGNEVR.	ONSEIGNEUR.
Le Fou Raiſonnable vient ſe preſenter deuant Vous, comme à celuy de toute la France à qui il doit plus legitimement ſes hommages.	Le Fou Raisonnable vient se présenter devant Vous, comme à celui de toute la France à qui il doit plus légitimement ses hommages.
Et ce Fou, MONSEIGNEVR, l’eſt aſſez pour Vous plaire, il n'aurt pas peu d’aduantage de diuertin celuy qui fait aujourd’huy le diuertiſſement du plus grand Monarque de la Terre.	Et ce Fou, MONSEIGNEUR, l'est assez pour Vous plaire, il n'aurt pas peu d'avantage de divertin celui qui fait aujourd'hui le divertissement du plus grand Monarque de la Terre.
Ie ſçay bier que ſuiuant l’vſage de ceux qui dedient des Liures, ce ſeroit icy le lies de faire voſtre Panegyriques mau ie ſerois ſans jugement, MONSEIGNEVR, ſi j’entreprenois de faire vne choſe où de plus habiles gen que moy ne voudroient pas auoir ſongé.	Je sais bier que suivant l'usage de ceux qui dédient des Livres, ce serait ici le lies de faire votre Panégyriques mau ie vais sans jugement, MONSEIGNEUR, si j'entreprenais de faire une chose où de plus habiles gen que moi ne voudraient pas avoir songé.
Ie diray ſeulement en paſ ſant, que Vous auez la gloire de deſcendre de pere en fils du premier homme du monde;	Je dirai seulement en pas sant, que Vous avez la gloire de descendre de père en fils du premier homme du monde;
& que les ſiecles paſſez, ny le preſent, n'ont rien d grand & de ſage que l’on Vous Il eſtoit iuſte qu’vn merite ſi extraordinaire fût recompensé par quelque marque d’honneur qui ne le füt pas moins;	et que les siècles passez, Seigneur le présent, n'ont rien d' honneur et de sage que l'on Vous Il était juste qu'être mérite si extraordinaire fût récompensé par quelque marque d'honneur qui ne le feut pas moins;
& c’eſt ſans doute pour cette conſideration que ſa Majeſté a trige tout expres pour Vous, vn Ordre dont Vous eſtes l’vnique Cheualier.	et c'est sans doute pour cette considération que sa Majesté a trige tout exprès pour Vous, un Ordre dont Vous êtes l'opique Chalier.
Auſſi chacun reconnoiſt ſi bien que le rang que Vous tenez à la Cour Vous eſt mieux deú qu’à perſonne, qu’encore qu’il y ait peuteſtre aſſez de gens qui Vous portent enuie, il n’y en a toutefois aucun qui oſaſt aſpirer à voſtre place ſans e faire tort:	Aussi chacun reconnaît si bien que le rang que Vous tenez à la Cour Vous est mieux deú qu'à personne, qu'encore qu'il y ait peut assez de gens qui Vous portent envie, il n'y en a toutefois aucun qui osât aspirer à votre place sans faire tort:
voſtre Bonte naturelle force chacun à Vous aimer;	votre Bonte naturelle force chacun à Vous aimer;
& Vous faites voſtre Cour auecque tant d’adreſſe & tant d’agrément, que les plus vieux Courtiſans ſont contraints de Uous admirer.	et Vous faites votre Cour avec tant d'adresse et tant d'agrément, que les plus vieux Courtisans sont contraints de Uous admirer.
Comme Vous eſtes, MONSEIGNEVR, regardé de tout le monde comme vn homme qui n’auez rien de commun, c’eſt auec raiſon que ie vous ay choiſi entre tout le monde pour Vous faire vn preſent ſi extraordinaire:	Comme Vous êtes, MONSEIGNEUR, regardé de tout le monde comme un homme qui n'avez rien de commun, c'est auec rien que je vous ai choisi entre tout le monde pour Vous faire un présent si extraordinaire:
le Vous prie de l’accepter comme vn foible marque de l’eſtime & du reſ pect que j’ay pour Vous, & de cror re que ie ſuis autant que voſtre me rite & mon deuoir m'y obligent	le Vous prie de l'accepter comme un faible marque de l'estime et du rés pect que j'ai pour Vous, et de cror re que je suis autant que votre me rite et mon devoir m'y obligent
MONSEIGNEVR,	MONSEIGNEUR,
Voſtre tres-humble & tres-obeiſt ſeruiteur, R POISSON	Votre très-humble et très-obéît serviteur, R OISON
Extrait du Priuilege du Roy.	Extrait du Privilège du Roi.
