LES PERSONNAGES	LES PERSONNAGES
LA GRA o E t, » Amans rebutez.	LA GRA ô E t, " Amants rebutez.
ORGIBUS, bon Bourgeois.	ORGIBUS, bon Bourgeois.
MAGDELON, Fille de Gorgibus.	MAGDELON, Fille de Gorgibus.
?	?
Precieuſes CATHOS, Niéce de Gor- (Ridicules.	Précieuses CATHÔ, Nièce de Gor- (Ridicules.
gibus.	gibus.
MAROTTE, Servante des Precieuſes Ridicules.	MAROTTE, Servante des Précieuses Ridicules.
LAHMAMMIR, Laquais des Precieuſes Ridicules.	LAHMAMIR, Laquais des Précieuses Ridicules.
MMEIS DEMASCARILLE, Valet de la Grange.	MMEIS DEMASCARILLE, Valet de la Grange.
LE VICOMTE DE JODELET, Valet de du Croiſi.	LE VICOMTE DE JODELT, Valet de du Croisi.
DEUX PORTEURS de chaiſe.	DEUX PORTEURS de chaise.
INES.	INÊS.
VIOLONS.	VIOLONS.
2 So qal EST une choſe étrangé, qu'on imprime les Cens malgré eux.	2 So cal EST une chose étrangé, qu'on imprime les Cens malgré eux.
Je ne vois rien de ſi injuſte, & je pardonnerois toute autre violence, pluſtoſt que celle-là.	Je ne vois rien de si injuste, et je pardonnerais toute autre violence, plutôt que celle-là.
Ce n'eſt pas que je veuille faire icy l’autheur modeſte, & mépriſer par honneur ma Comedie.	Ce n'est pas que je veuille faire ici l'auteur modeste, et mépriser par honneur ma Comédie.
J’offenſerois mal à propos tout Paris, ſi je l’accuſois d’avoir pü applaudir à une ſottiſe;	J'offenserais mal à propos tout Paris, si je l'accusais d'avoir pu applaudir à une sottise;
comme le public eſt le Juge abſolu de ces ſortes d’ouvrages, il y auroit de l’impertinence à moy de le démentir, & quand j’aurois eu la plus mauvaiſe opinion du monde de mes Precieuſes Ridicules, avant leur repreſentation, je dois croire maintenant, qu'elles vaA 2 lent --- lent quelque choſe, puiſque tant de gens enſemble en ont dit du bien:	comme le public est le Juge absolu de ces sortes d'ouvrages, il y aurait de l'impertinence à moi de le démentir, et quand j'aurais eu la plus mauvaise opinion du monde de mes Précieuses Ridicule, avant leur représentation, je dois croire maintenant, qu'elles vaA 2 lent - - lent quelque chose, puisque tant de gens ensemble en ont dit du bien:
Mais comme une grande partie des graces, qu’on y a trouvées, dependent de l’action, & du ton de voix, il m'importoit, qu'on ne les dépouillaſt pas de ces ornemens, & je trouvois que le ſuccés, qu’elles avoient eu dans la repreſentation, eſtoit aſſez beau, pour en demeurer là.	Mais comme une grande partie des grâces, qu'on y a trouvées, dépendent de l'action, et du ton de voix, il m'importait, qu'on ne les dépouillât pas de ces ornements, et je trouvais que le succès, qu'elles avaient eu dans la représentation, était assez beau, pour en demeurer là.
J avois reſolu, dis-je, de ne les faire voir qu’à la chandelle, pour ne point donner lieu à quelqu'un de dire le Proverbe;	J avois le, Pr-je, de ne les faire voir qu'à la chandelle, pour ne point donner lieu à quelqu'un de dire le Proverbe;
& je ne voulois pas qu'elles ſautaſſent du Theatre de Bourbon, dans la Galerie du Palais.	et je ne voulais pas qu'elles sautassent du Théâtre de Bourbon, dans la Galerie du Palais.
Cependant je n'ay pû l’eviter, & je ſuis tombé dans la diſgrace de voir une copie dérobée de ma piece, entre les mains des Libraires, accompagnée d’un Privilege obtenu par ſurpriſe.	Cependant je n'ai pu l'éviter, et je suis tombé dans la disgrâce de voir une copie dérobée de ma pièce, entre les mains des Libraires, accompagnée d'un Privilège obtenu par surprise.
J’ay eu beau crier, ô temps!	J'ai eu beau crier, ô temps!
ô mœurs!	ô mœurs!
on m’a fait voir une neceſſité pour moy d’eſtre imprimé, ou d’avoir un procés;	on m'a fait voir une nécessité pour moi d'être imprimé, ou d'avoir un procès;
& le dernier mal eſt encore pire que le premier.	et le dernier mal est encore pire que le premier.
Il faut donc ſe laiſſer aller à la deſtinée, & conſentir à une choe, qu’on ne laiſſeroit pas de faire ſans moy.	Il faut donc se laisser aller à la destinée, et consentir à une choe, qu'on ne laisserait pas de faire sans moi.
Mon Dieu, l'eſtrange embarras, qu’un Livre à mettre au jour!	Mon Dieu, l'étrange embarras, qu'un Livre à mettre au jour!
& qu’un Autheur eſt neuf, la premiere fois qu’on l’imprime;	et qu'un Auteur est neuf, la première fois qu'on l'imprime;
encore ſi l’on m'avoit donné du temps, j’aurois pû mieux ſonger à moy, & j’aurois pris toutes les precautions, que Meſſieurs les Autheurs, à preſent mes confreres, ont couſtume de prendre en ſemblables occaſions.	encore si l'on m'avait donné du temps, j'aurais pu mieux songer à moi, et j'aurais pris toutes les précautions, que Messieurs les Auteurs, à présent mes confrères, ont coutume de prendre en semblables occasions.
Outre quelque grand Seigneur, que j’aurois eſté prendre malgré luy, pour Protecteur de mon Ouvrage, & dont j’aurois tenté la liberalité, par une Epiſtre dedicatoire bien fleurie;	Outre quelque grand Seigneur, que j'aurais été prendre malgré lui, pour Protecteur de mon Ouvrage, et dont j'aurais tenté la libéralité, par une Épître dédicatoire bien fleurie;
j’aurois tâché de faire une belle & docte Preface, & je ne manque point de Livres, qui m’auroient fourni tout ce qu’on peut dire de ſçavant ſur la Tragedie, & la Comedie;	j'aurais tâché de faire une belle et docte Préface, et je ne manque point de Livres, qui m'auraient fourni tout ce qu'on peut dire de savant sur la Tragédie, et la Comédie;
l’Etymologie de toutes deux, leur origine, leur definition, & le reſte.	l'Étymologie de toutes deux, leur origine, leur définition, et le reste.
J’aurois parlé auſſi à mes amis, qui pour la recommendation de ma Piece, ne m’auroient pas refuſé, ou des Vers François, ou des Vers Latins.	J'aurais parlé aussi à mes amis, qui pour la recommendation de ma Pièce, ne m'auraient pas refusé, ou des Vers Français, ou des Vers Latins.
J'en ay même qui m’auroient loüé en Grec, & l’on n’ignore pas qu’une loüange en Grec, eſt d’une merveilleuſe efficace à la teſte d’un Livre:	J'en ai même qui m'auraient loué en Grec, et l'on n'ignore pas qu'une louange en Grec, est d'une merveilleuse efficace à la tête d'un Livre:
Mais on me met au jour, ſans me donner le loiſir de me reconnoiſtre;	Mais on me met au jour, sans me donner le loisir de me reconnaître;
Et je ne puis même obtenir la liberté de dire deux mots, pour juſtifier mes intentions, ſur le ſujet de cette Comedie.	Et je ne puis même obtenir la liberté de dire deux mots, pour justifier mes intentions, sur le sujet de cette Comédie.
J’aurois voulu faire voir qu’elle ſe tient par tout dans les bornes de la ſatyre honneſte, & permie;	J'aurais voulu faire voir qu'elle se tient par tout dans les bornes de la satire honnête, et permie;
Que les plus excellentes choſes ſont ſujettes à eſtre copiées par de mauvais Singes, qui meritent d’eſtre bernez;	Que les plus excellentes choses sont sujettes à être copiées par de mauvais Singes, qui méritent d'être bernés;
que ces vicieuſes imitations de ce qu’il y a de plus parfait, ont eſté de tout temps la matiere de la Comedie, & que par la même raiſon, les veritables Sçavans, & les vrays Braves, ne ſe ſont point encore aviſez de s’offenſer du Docteur de la Comedie, & du Capitan, non plus que les Juges, les Princes, & les Rois, de voir Trivelin, ou quelque autre ſur le Theatre, faire ridiculement le Juge, le Prince, ou le Roy:	que ces vicieuses imitations de ce qu'il y a de plus parfait, ont été de tout temps la matière de la Comédie, et que par la même raison, les véritables Savants, et les vrais Braves, ne se sont point encore avisez de s'offenser du Docteur de la Comédie, et du Capitan, non plus que les Juges, les Princes, et les Rois, de voir Trivelin, ou quelque autre sur le Théâtre, faire ridiculement le Juge, le Prince, ou le Roi:
Auſſi les veritables Precieuſes, auroient tort de ſe piquer, lors qu’on jouë les Ridicules, qui les imitent mal:	Aussi les véritables Précieuses, auraient tort de se piquer, lors qu'on joue les Ridicules, qui les imitent mal:
Mais enfin, comme 'ay dit, on ne me laiſſe pas le temps de reſpirer, & Monſieur de Luynes veut m’aller relier de ce pas:	Mais enfin, comme ' ai dit, on ne me laisse pas le temps de respirer, et Monsieur de Luynes veut m'aller relier de ce pas:
Ala vonne heure, puïſque Dieu l’à voulu.	Ala vonne heure, puisse Dieu l'à voulu.
4	4
LES PRECIEUSES RIDICULES.	LES PRÉCIEUSES RIDICULES.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
LA GRANGET DO CROISI.	LA GRANGET DO CROISY.
LA GRANGE.	LA GRANGE.
Quoy?	Quoi?
2	2
DU'CROISE.	D'CROISE.
Regardez moy un peu ſans rire.	Regardez moi un peu sans rire.
17 DU CROISI.	17 DU CROISY.
Que dites-vous de noſtre viſite?	Que dites-vous de notre visite?
en eſtes vous fon ſatisfait?	en êtes -vous son satisfait?
LA GRANGE.	LA GRANGE.
A voſtre avis, avons-nous ſujet de l’eſtre tous deux?	À votre avis, avons-nous sujet de l'être tous deux?
9 CROISI.	9 CROISY.
Tas tout afait, a dite vray.	Tas tout afait, a dite vrai.
LA GRANGE.	LA GRANGE.
Pour moy je vous avouë que j’en ſuis tout ſcandaliſé.	Pour moi je vous avoue que j'en suis tout scandalisé.
A-t-on jamais veu, dites moy, deux Pecques Provinciales faire plus les rencheries que celles-Ià, & deux hommes traitez avec plus de mépris que nous?	A-t-on jamais vu, dites -moi, deux Pecques Provinciales faire plus les renchéries que celles-Ià, et deux hommes traités avec plus de mépris que nous?
A peine ont-elles pû ſe reſoudre à nous faire donner des ſieges.	À peine ont-elles pu se résoudre à nous faire donner des sièges.
Je n’ay jamais veu tant pailer à I’oreille qu’elles ont fait entr’elles, tant baailler, tant ſe frotter les yeux, & demander tant de fois quelle heure eſt-il?	Je n'ai jamais vu tant pailer à J'oreille qu'elles ont fait entr'elles, tant bâiller, tant se frotter les yeux, et demander tant de fois quelle heure est-il?
Ont-elles répondu que, ouy, & non, à tout ce que nous avons pû leur dire?	Ont-elles répondu que, oui, et non, à tout ce que nous avons pu leur dire?
Et ne an avoueientous pau emas que quand nous aurions eſté les dernieres perſonnes du monde, on ne pouvoit nous faire pis qu’elles ont fait?	Et ne an avoueientous pau emas que quand nous aurions été les dernières personnes du monde, on ne pouvait nous faire pis qu'elles ont fait?
BV GROISI.	BU GROISY.
Il me ſemble que vous prenez la choſe foit à cœur.	Il me semble que vous prenez la chose soit à cœur.
LA GRANGE.	LA GRANGE.
Sans doute je l’y prens, & de telle façon que je veux me vanger de cette impertinence.	Sans doute je l'y prends, et de telle façon que je veux me venger de cette impertinence.
Je connoy ce qui nous a fait mépriſer.	Je connais ce qui nous a fait mépriser.
L’air precieux n’a pas ſeulement infecté Paris, il s’eſt auſſi répandu dans les Provinces, & nos Donzeles ridicules en ont humé leur bonne part.	L'air précieux n'a pas seulement infecté Paris, il s'est aussi répandu dans les Provinces, et nos Donzéles ridicules en ont humé leur bonne part.
En un mot, c’eſt un ambigu de Precieuſe & de Coqueite que leur perſonne;	En un mot, c'est un ambigu de Précieuse et de Coque que leur personne;
Je voy ce qu'il faut ente, pour en eſtre bien receu, & ſi vous m’en croyez, nous leur joüerons tous deux une piece, qui leur fera voit leur ſottiſe, & pourra Ieur apprendre à connoiſtre un peu mieux leur monde.	Je vois ce qu'il faut ente, pour en être bien reçu, et si vous m'en croyez, nous leur jouerons tous deux une pièce, qui leur fera voit leur sottise, et pourra Jeur apprendre à connaître un peu mieux leur monde.
DU CROISI.	DU CROISY.
Et comment encore?	Et comment encore?
LA GRANGE.	LA GRANGE.
J’ay un certain valet nommé Maſcarille, qui paſſe, ſe, au ſentiment de beaucoup de gens, pour une maniere de bel eſprit;	J'ai un certain valet nommé Mascarille, qui passe, se, au sentiment de beaucoup de gens, pour une manière de bel esprit;
car il n’y a rien à meilleur marché que le bel eſprit maintenant.	car il n'y a rien à meilleur marché que le bel esprit maintenant.
C’eſt un extravagant, qui s’eſt mis dans la teſte de vouloir faire l’homme de condition.	C'est un extravagant, qui s'est mis dans la tête de vouloir faire l'homme de condition.
Il ſe pique ordinairement deguramtelley veuorely ce deuuiguorecautres xalets juſqu’à les appeller brutaux.	Il se pique ordinairement déguramtelley vuoreli ce devuiguorecautres xalets jusqu'à les appeler brutaux.
DGCRONST.	DGCRONST.
Et bien qu’en pretendez-vous faire?	Et bien qu'en prétendez-vous faire?
LA GRANGE.	LA GRANGE.
Ce que j’en pretens faire;	Ce que j'en prétends faire;
il faut.	il faut.
mais ſortons d’icy anparavant.	mais sortons d'ici anparavant.
CENE II.	CÈNE II.
C GURGIBUS, DO CROISI, LA GRANGE.	Ç CURGIBUS, DO CROISY, LA GRANGE.
161 GORGIRUS.	161 GORGIRUS.
T bien, vous avez veu ma niéce & ma fille, les affaires iront-elles bien?	TIENS bien, vous avez vu ma nièce et ma fille, les affaires iront-elles bien?
quel eſt le reſultat de cette viſite?	quel est le résultat de cette visite?
LA GRANGE.	LA GRANGE.
C’eſt une choſe que vous pourrez mieux apprendre d’elles, que de nous.	C'est une chose que vous pourrez mieux apprendre d'elles, que de nous.
Tout ce que nous pouvons vous dire, c’eſt que nous vous rendons graces de la faveur que vous nous avez faite, & demeurons vos tres-humbles ſerviteurs.	Tout ce que nous pouvons vous dire, c'est que nous vous rendons grâces de la faveur que vous nous avez faite, et demeurons vos très-humbles serviteurs.
SORGIBUS.	SORGIBUS.
Oüais, il ſemble qu’iis lortent mal ſatisfaits d’icy :	Ouais, il semble qu'iis lortent mal satisfaits d'ici :
d’où pourroit venir leur mécontentement?	d'où pourrait venir leur mécontentement?
il faur:	il saur:
ſçavoir un peu ce que c’eſt.	sçavoir un peu ce que c'est.
Hola.	Holà.
6 SCENE III.	6 SCÈNE III.
M 2 MAROTTE, GORGIBUES.	M 2 MAROTTE, GORGIBUES.
MAROTTE.	MAROTTE.
QUe deſirez vous, Monſieur?	QUe désirez -vous, Monsieur?
OoRe lEUS.	ORoRe lEUS.
