I LE HEA TRE PRCANSOIS	I LE HÉ THRE PRCANSOIS
CONTENANT.	CONTENANT.
Le Trebuchement de Phaëton.	Le Trébuchement de Phaéton.
La Mort de Roger.	La Mort de Roger.
La Mort de Bradamante.	La Mort de Bradamante.
Androméde Deſſurée.	Andromède Dessurée.
E I u La Folie de Silene.	E I Eu La Folie de Silène.
D/Y.	DEY.
9080,	9080,
D PIITS.	D PIITS.
Chez PAVL MANSAN, demeurant ruë de la Buchetie, pres le petit Chaſtelet.	Chez PAUL MANSAN, demeurant rue de la Buchetie, pres le petit Chastelet.
Et chez Claude Colet, au Palais, en la gallerie des Priſonniers.	Et chez Claude Colet, au Palais, en la gallérie des Prisonniers.
M.	M.
DC.	DC.
XXIIII.	XXIIII.
cAuec Priuilege du Roy.	cAvec Privilège du Roi.
AE 2 VN AMY ONSIEVR, Mon inclinacion, qui me por te a m’aquiter de ce que ie dois à vos merites, & à vos vertus, ne me permet pas d’atendrevne ocaſion plus nauorubroquue de quiic preſenté, de vous ofrir ce Theatre François, qui ſe peut dire le Theatre du monde, duquel cette vie repreſente vn abregé:	AE 2 N AMY ONSIEUR, Mon inclinacion, qui me por te a m'aquiter de ce que ie dois à vos mérites, et à vos vertus, ne me permet pas d'atendrevne ocasion plus navorubroquue de quiic presenté, de vous offrir ce Théâtre Français, qui se peut dire le Théâtre du monde, duquel cette vie représente un abrégé:
Il contient quelques Tragiques ſujets, où la Vertu ayant le vice pour concurrẽt, triomphe de cét auerſaire, qui acroiſt tous les iours ſes palmes, à ſa honte, & à ſa confuſion.	Il contient quelques Tragiques sujets, où la Vertu ayant le vice pour concurrence, triomphe de cet aversaire, qui acroît tous les jours ses palmes, à sa honte, et à sa confusion.
Ie ne vous parleray point icy de l’origine de la Tragedie, non plus que de ſa dignité, puis que l’antiquité l’autoriſe de tems immemorial, & que jointe à la Comedie, elle s’y obtint le I premier lieu des plus vertueux paſſetems.	Je ne vous parlerai point ici de l'origine de la Tragédie, non plus que de sa dignité, puis que l'antiquité l'autorise de temps immémorial, et que jointe à la Comédie, elle s'y obtint le I premier lieu des plus vertueux passets.
Le hiſtoires ne ſont remplie d’autres exemples:	Le histoires ne sont remplie d'autres exemples:
Ces venerables veſtiges de Theatres, & Amphitheatres, où la grandeur Romaine a plus ſuruécu qu’ẽ ſes armes, s’admirent encore en beaucoup de lieux, tant de l’Italie que de notre France, témoins de ſa magnificence, & pompeuſe Majeſté.	Ces vénérables vestiges de Théatres, et Amphithéatres, où la grandeur Romaine a plus survécu qu'en ses armes, s'admirent encore en beaucoup de lieux, tant de l'Italie que de notre France, témoins de sa magnificence, et pompeuse Majesté.
Puis donc que des Grecs aux Latins, elle eſt paruenuë iuſques à nous, & a eſté autorisée des plus doctes, & ſolides eſprits de ce ſiecle, qui y ont exercé leurs genies :	Puis donc que des Grecs aux Latins, elle est parvenue jusques à nous, et a été autorisée des plus doctes, et solides esprits de ce siècle, qui y ont exercé leurs génies :
Permettez, Monſieur, qu’elle voye le iour deſſous voſtre autorité, & que ce Theatre s’ouure aux Frãçois, ſous vos fauorables auſpices;	Permettez, Monsieur, qu'elle voie le jour dessous votre autorité, et que ce Théâtre s'ouvre aux Frãçois, sous vos favorables auspices;
Si ie puis obte nir cela de vous, & que la preuue de ma bonne volonté, bien que foible, vous ſoit agreable, mes contentemens ſeront ariuez à leur periode, & me doneray la van té de croi	Si personne puis obte nir cela de vous, et que la preuve de ma bonne volonté, bien que faible, vous soit agréable, mes contentements seront arivez à leur période, et me donerai la van té de crois
211.	211.
2  VM 5	2 VM 5
EXTRAIT DV PRIVILEGE du Roy.	EXTRAIT DU PRIVILÈGE du Roi.
G Ar grace, & Priuilege du Roy, il eſt permis à PAVLMANSAN, Maiſtre.	G Ar grâce, et Privilège du Roi, il est permis à PAULMANSAN, Maître.
Imprimeur à Paris, d’imprimer, où faire imprimer, vendre, & diſtribuer, en vn, où pluſieurs vblumes, enſemble, où a part, vn hureihtitulé:	Imprimeur à Paris, d'imprimer, où faire imprimer, vendre, et distribuer, en un, où plusieurs vblumes, ensemble, où a part, une hureihtitulé:
LE THEATRE FRANCOIS, contenant pluſieurs Tragedies, Trage-comedies, Paſtorales, Intermedes, Prologues, & Comedies Françoiſes, de diuers Auteurs, A ſçauoir, Le Tiebuchement de Phaëton.	LE -THÉÂTRE FRANÇOIS, contenant plusieurs Tragédies, Trage-comédies, Pastorales, Intermédes, Prologues, et Comédies Françaises, de divers Auteurs, A sçauoir, Le Tièbuchement de Phaéton.
La Mort de Roger.	La Mort de Roger.
La Mort de Bradamante.	La Mort de Bradamante.
La Folie de Silene, & autres ſemblables œuures.	La Folie de Silène, et autres semblables œuvres.
