Sur le Quay des Auouſtins, à la deſcente du Pont- Neuf, à l'Image S.	Sur le Quay des Auoûtins, à la descente du Pont- Neuf, à l'Image S.
Louys.	Louis.
ACTEVRS.	ACTEURS.
PONTIGNAN.	PONTIGNAN.
ALCIDOR, frere d’Angelique.	ÀLCIDOR, frère d'Angélique.
ANGELIQUE.	ANGELIQUE.
LEONOR.	LEONOR.
LISETTE, ſuivante d’Angelique.	LISETTE, suivante d'Angélique.
SCAPIN, Valet de Pontignan.	SACPIN, Valet de Pontignan.
11e11 9auc caiſamand.	11e11 9auc caisamand.
LA RAME’E, Valet d’Alcidor.	LA RAME'E, Valet d'Alcidor.
CASCAREY, Laquais d’Alcidor.	CASCAREY, Laquais d'Alcidor.
La Scene eſt à Paris.	La Scène est à Paris.
{EE	CE
VANTITE’ de perſonnes ont eſtimé cette Comedie, & quelques autres l’ont cenſurée.	VANTITÉ' de personnes ont estimé cette Comédie, et quelques autres l'ont censée.
Les Cenſeurs ont crû luy avoir donné de furieuſes atteintes, en diſant que cette Piece avoit eſté faite il y a quarante-cinq ans par Monſieur Douville, ſous le nom de l’Eſprit follet, que d’ailleurs elle n’eſtoit pas aſſez remplie de ces traits de Satire, qui font, diſent-ils, la beauté & l’excellence des Pieces de Theatte.	Les Censeurs ont cru lui avoir donné de furieuses atteintes, en disant que cette Pièce avait été faite il y a quarante-cinq ans par Monsieur Douville, sous le nom de l'Esprit follet, que d'ailleurs elle n'était pas assez remplie de ces traits de Satire, qui font, disent-ils, la beauté et l'excellence des Pièces de Théatte.
Ce ſont les raiſons que ces Meßieurs ont alleguées, pour tâcher à détruire cette Comedie;	Ce sont les raisons que ces Messieurs ont alléguées, pour tâcher à détruire cette Comédie;
mais il me ſemble qu’il eſt fort aisé d’yrépondre, & de leur faire connoiſtre que leur cenſure eſt peu redoutable.	mais il me semble qu'il est fort aisé d'yrépondre, et de leur faire connaître que leur censure est peu redoutable.
Ce n’eſt pas vne choſe extraordinaire de voir un même ſujet traite par diff rens Auteurs:	Ce n'est pas une chose extraordinaire de voir un même sujet traite par dis rends Auteurs:
on en trouve des exemples chez les Anciens;	on en trouve des exemples chez les Anciens;
mais, ſans en allerchercher ſi loin, nous en voyons tous les jours ſut nos Theatres.	mais, sans en allerchercher si loin, nous en voyons tous les jours sut nos Théatres.
Les Soſies, ou les Amphitrions;	Les Sosies, ou les Amphitrions;
les Mithridates, les Comtes d’Eſſex, & pluſieurs autres, ſont des preuves évidentes de ce que j’oſe avancer.	les Mithridates, les Comtes d'Essex, et plusieurs autres, sont des preuves évidentes de ce que j'ose avancer.
Pour moy je croy qu’on doit ſçavoir bon gré à un Auteur qui reſait un ſujet traité parun autre, dans un temps où la plus grande partie de ceux qui compoſoient les Tragedies & les Comedies, ne ſe mettoient guere en peine de ſuivre ny d’étudier les Regles de l’Art.	Pour moi je crois qu'on doit savoir bon gré à un Auteur qui réait un sujet traité parun autre, dans un temps où la plus grande partie de ceux qui composaient les Tragédies et les Comédies, ne se mettaient guère en peine de suivre mieux d'étudier les Règles de l'Art.
Nous avons un grand nombre de Pieces faites depuis ſoixante ans, qui ne ſont plus repreſentées par la raiſon qu’elles n’ont preſqu’en rien ny juſteſſe, ny bon gouſt;	Nous avons un grand nombre de Pièces faites depuis soixante ans, qui ne sont plus représentées par la raison qu'elles n'ont presqu'en rien ni justesse, ni bon goût;
& pourquoi trouver mauvais qu’on retouche quelques-uns de ces ſujets mal diterés, pour n’en pas laiſſer perir les beautés.	et pourquoi trouver mauvais qu'on retouche quelques-uns de ces sujets mal diterés, pour n'en pas laisser périr les beautés.
En ces occaſions il faut ſeulement conſiderer celuy qui a le mieux reüßi, & ne pas regarder ſi la Piece a eſté faite ou non.	En ces occasions il faut seulement considérer celui qui a le mieux réussi, et ne pas regarder si la Pièce a été faite ou non.
Ie puis dire ſans trop de prévention que lors qu’on prendra la peine de lire l’Eſprit follet & la Dame inviſible, on verra que la derniere eſt ſans doute bien au de ßſus de la premiere, & pour peu qu’on ait de pe ietration, on y connoîtra une conduite plus judicieuſe, des Vers mieux tourneZ, des ſentimens plus raiſonnables, des incidens mieux preparez, & enfin une delicateſſe & un Art de Theatre qui ne ſe trouvent point daus l’autre.	Je puis dire sans trop de prévention que lors qu'on prendra la peine de lire l'Esprit follet et la Dame invisible, on verra que la dernière est sans doute bien au de us de la première, et pour peu qu'on ait de pé tration, on y connaîtra une conduite plus judicieuse, des Vers mieux tournés, des sentiments plus raisonnables, des incidents mieux préparés, et enfin une délicatesse et un Art de Théâtre qui ne se trouvent point daus 'autre.
A l’égard de la ſeconde raiſon que ces Me ßieurs ont avancée touchant la Satire, qui ſelon eux ne regne pas aſſeZ dans cette piece, ils devroieut ſçavoir que ces diſcours ſatiriques & piquans qui ſe rencontrent dans quelques Comedies, ſont ſonvent hors d’œuvre, & que l’Auteur manquant de matiere, ou ne penetrant pas aſſez les beauteZ de ſon ſujet, tombe ordinairement dans ces ſortes de fautes.	À l'égard de la seconde raison que ces Me ssieurs ont avancée touchant la Satire, qui selon eux ne règne pas assez dans cette pièce, ils devraient sçavoir que ces discours satiriques et piquants qui se rencontrent dans quelques Comédies, sont sonvent hors d'œuvre, et que l'Auteur manquant de matière, ou ne pénétrant pas assez les beautés de son sujet, tombe ordinairement dans ces sortes de fautes.
Les Genies peu fertiles en inventions ne manquent jamais de battre du Païs, & d’avoir recours aux lieux commans pour fournir les cina Actes des Pieces qu’ils ſe propoſent de faire.	Les Génies peu fertiles en inventions ne manquent jamais de battre du Pays, et d'avoir recours aux lieux commants pour fournir les cina Actes des Pièces qu'ils se proposent de faire.
La Satire, les ſentences & les maximes generales leur ſont d’un merveilleux ſecours;	La Satire, les sentences et les maximes générales leur sont d'un merveilleux secours;
Mais ils découvrent par ce moyen la ſterilité de leur imagination, leur inſuffiſance à mêler ou démêler une intrigue, & leur peu d’adreſſe à preparer des incidens pour mener un ſujet à ſa fin:	Mais ils découvrent par ce moyen la stérilité de leur imagination, leur insuffisance à mêler ou démêler une intrigue, et leur peu d'adresse à préparer des incidents pour mener un sujet à sa fin:
Ie ne pretens pas, en blâmant les manieres d’agir de ces Genies, de bannit de la Comedie les Maximes les Sentences, ny la Satire;	Je ne prétends pas, en blâmant les manières d'agir de ces Génies, de bannit de la Comédie les Maximes les Sentences, ni la Satire;
au contraire je ſoûtiens qu’elles y ſont neceſſaires;	au contraire je soutiens qu'elles y sont nécessaires;
