ET A PRESENT Aux Beurieres de Paris.	ET A PRÉSENT Aux Beurieres de Paris.
SECONDE EDITION.	SECONDE ÉDITION.
AVX IEVNES VEVFVES ET aux vieilles Fiſſes.	AUX JEUNES VEUFUES ET aux vieilles Fisses.
ELLES Dames, à qui la Nature & l’honneur ne peuuent permettre de donner l’aliment neceſP ſaire à vos contentemens, les vnes par la perte de vos maris, & les autres pour n’oſer gouſter l’excellence du fruict de vie qui donne naiſſance aux creatures raiſonnables, voicy Alizon Fleurie veufue, & ſa ſœur Vieux Thaudis, fille aagée de ſoixante ans, qui viennent par l’exemple de leur vie & de leur patience, vous monſtrer le miroir jiir lequel il faut, MESDAMES, que vos eſprits ſe conforment, que vos vertus ſe reglent, que voſtre prudence ſe mire, & que vos actions ſa aßent, afin de trouuer des partis dignes de voſtre longue attente.	ELLES Dames, à qui la Nature et l'honneur ne peuvent permettre de donner l'aliment néces zaïre à vos contentements, les unes par la perte de vos maris, et les autres pour n'oser goûter l'excellence du fruit de vie qui donne naissance aux créatures raisonnables, voici Alison Fleurie vue, et sa sœur Vieux Thaudis, fille aagée à soixante ans, qui viennent par l'exemple de leur vie et de leur patience, vous montrer le miroir jiir lequel il faut, MESDAMES, que vos esprits se conforment, que vos vertus se règlent, que et prudence se mire, et que vos es sa assent, afin de trouuer des partis se ré vôtre longue attente,
C’eſt le parfait modelle d’vne vieille & vertueuſe amitié, recherchée de la Nobleſſe, de la Iuſtice, & du tiers Eſtat:	C'est le parfait modèle d'une vieille et vertueuse amitié, recherchée de la Noblesse, de la Justice, et du tiers État:
Dans laquelle vous trouuerez la verité du prouerbe, qui dit, Que dans vn vieux pot on fait ſouuent de bonne ſouppe;	Dans laquelle vous trouverez la vérité du prouerbe, qui dit, Que dans un vieux pot on fait souvent de bonne soupe;
veu qu’apres vne infinité de trauerſes qui ont accompagné la ſuite de leurs années, elles ont heureuſement rencontré le palais de la felicité, dans lequel elles font entrées par la poſſeſſion de deux parfaits Amans, qui les faiſans iouïr du bien ſi longtemps attendu, ont encore fait naiſtre l’occaſion des aduantageux mariages des trois filles d’Alizon Fleurie.	vu qu'après une infinité de traverses qui ont accompagné la suite de leurs années, elles ont heureusement rencontré le possession de la félicité, dans lequel elles font entrées par la possession de deux parfaits Amants, qui les faisant jouir du bien si longtemps attendu, ont encore fait naître l'occasion des avantageux mariages des trois filles d'Alison Fleurie.
Il fant, MESDAMES, que vous n’eſperiez pas vne moindre recompenſe de voſtre ennuyeuſe attente, & que vous croyez que ce temps qui court n’eſt que pour atteindre le bon-heur qui vous eſt reſerué, & dont quelque iour le Ciel vous donnera vne entiere iouyſſance.	Il fant, MESDAMES, que vous n'espériez pas une moindre récompense de votre ennuyeuse attente, et que vous croyez que ce temps qui court n'est que pour atteindre le bonheur qui vous est réservé, et dont quelque jour le Ciel vous donnera une entière jouissance.
C’eſt ce que ſouhaite auec paſ	C'est ce que souhaite avec pas
MESDAMES,	MESDAMES,
Voſtre tres-humble & aſſectionné ſeruiteur,	Votre très-humble et assectionné serviteur,
L.	L.
C.	Ç.
DISCRET.	DISCRET.
A MESDAMES MESDAMES Les Beurieres de Paris.	À MESDAMES MESDAMES Les Beurieres de Paris.
Faiſant aſſez ſouuent des reflexions ſerieuſes ſur les Liures qu’on imprime de iour en iour, ie ſuis autant de fois tombé dans vn proſond eſtonnement de ce que tant d’Autheurs qui trauaillent, ne ſe ſont encore auiſez de voms dedier quelqu’vn de leurs ouurages;	Faisant assez souvent des réflexions sérieuses sur les Livres qu'on imprime de jour en jour, je suis autant de fois tombé dans un pros étonnement de ce que tant d'Auteurs qui travaillent, ne se sont encore avisés de voms dédier quelque autre de leurs ouvrages;
veu que ſans vous flatter, MES BONNES, c'eſt vous qui en faites le plus grand debit.	vu que sans vous flatter, MES BONNES, c'est vous qui en faites le plus grand débit.
Vous ne vendez pas vn quartrou de beurre ny d’eſpinards en Careſme, que l’enueloppe ne ſoit des Oeuures de Meßieurs les Poëtes du temps, de Meſsieurs de l’Acadenuie des entretiens pieux des Peres Contemplatife, ou de nos faiſeurs de Romans, & ſans faire tort à leurs forts raiſonnements & profonde ſcience, c’eſt mal reconnoiſtre les obligations qu’ils vous ont;	Vous ne vendez pas un quartrou de beurre ni d'épinards en Carésame, que l'enveloppe ne soit des Oeuures de Messieurs les Poètes du temps, de Messieurs de l'Acadenvie des entretiens pieux des Pères Contemplatife, ou de nos faiseurs de Romans, et sans faire tort à leurs forts raisonnements et profonde science, c'est mal reconnaître les obligations qu'ils vous ont;
Car, comme vous faites toutes choſes auec poids & meſure, la balance que vous tenez ſi ſouuent à la main, (veritable marque de Dame Iuſtice,) fait que vous les peſez auec tant d’équité, que tel qui n’a pas vn eſcu pour acheter vn Liure entier, en void du moins quelque petite partie à bon marché, puiſque vous en donnez toûjours quelque lambeau par deſſus les denrées que vous debitez;	Car, comme vous faites toutes choses avec poids et mesure, la balance que vous tenez si souvent à la main, (véritable marque de Dame Justice,) fait que vous les pesez avec tant d'équité, que tel qui n'a pas un écu pour acheter un Livre entier, en voit du moins quelque petite partie à bon marché, puisque vous en donnez toujours quelque lambeau par -dessus les denrées que vous débitez;
& par ce moyen il peut, pour peu d’argent qu’il ait, gouſter les charmans entretiens de ces grands Genies, s’il ne ſe ſert de leurs Oeuures à autre vſage dans le Cabinet.	et par ce moyen il peut, pour peu d'argent qu'il ait, goûter les charmand entretiens de ces grands Génies, s'il ne se sert de leurs Oeuures à autre usage dans le Cabinet.
Ie ne ſuis pas, MES CHEPES, de ces ingrats, i’auouë ingenuëment que la plus grande partie des ouurages de mon eſprit ont paßé par vos mains, vous auez eſté la Iuſtice diſtribu.	Je ne suis pas, MES CHÉPES, de ces ingrats, j'avoue ingénument que la plus grande partie des ouvrages de mon esprit ont passé par vos mains, vous avez été la Justice distribu.
tiue de mes Vers & de ma Proſe, & comme il a pris fantaiſie à Meßieurs les Libraires de faire reuiure Dame Alizon qui eſtoit enſeuelie dans le Tombeau depuis plus de vingt ans, d’ay creu eſtre obligé de vous en faire preſent, ne pouuant la mettre en des mains plus douces & plus coulantes que les voſtres, afin que ſi les Vers ne ſont aſſez coulans à la fantaiſie de ces Meßieurs qui les vouurunt tire, vous tes frottiez de beurre frais pour les rendre plus gliſſans & plus faciles à paſſer dãs leurs delicates oreilles, n’eſtant pas de l’humeur de ceux qui dediant vn mauuais Ouurage à de grands Seigneurs, s’imaginent qu’ils en paſſeront pour meilleurs;	tive de mes Vers et de ma Prose, et comme il a pris fantaisie à Messieurs les Libraires de faire reuiure Dame Alison qui était ensevelie dans le Tombeau depuis plus de vingt ans, d'ai cru être obligé de vous en faire présent, ne pouvant la mettre en des mains plus douces et plus coulantes que les vôtres, afin que si les Vers ne sont assez coulants à la fantaisie de ces Messieurs qui les vourunt tire, vous tes frottiez de beurre frais pour les rendre plus glissants et plus faciles à passer dans leurs délicates oreilles, estant pas de humeur de ceux qui dédiant mauuais Ore de grands Seigneurs, n'étant pas de ceux qui de;
ſi Alizon ſe trouue rude, vostre marchandiſe la peut adoucir;	si Alison se trouve rude, votre marchandise la peut adoucir;
ſi ſes paroles & ſes complimens ſont bas, ils ont du rapport auec les voſtres;	si ses paroles et ses compliments sont bas, ils ont du rapports avec les vôtres;
