M.	M.
DC.	DC.
XXXIV.	XXXIV.
Auec Permißion.	Avec Permion.
A MONSIE VI.	À MONSIE VI.
DE VILLEMONTE’E CHEVALIER, SEIGNEVR de Montaiquillon, & Villenauxe, Conſeiller d’Eſtat, Maiſtre des Requeſtes, Intendant de la Iuſtice en Poictou, &c.	DE VILEMONTE CHEVALIER, SEIGNEUR de Montaiquillon, et Villenauxe, Conseiller d'État, Maître des Requêtes, Intendant de la Justice en Poitou, etc.
ou mauuais le Genie qui m’y pouſſe:	ou mauvais le Génie qui m'y pousse:
ou pluſtoſt m’y contrainct auec des raiſons ſi fortes qu’il m’eſt impoßible de m'en deſtourner.	ou plutôt m'y contraint avec des raisons si fortes qu'il m'est imposible de m'en détourner.
Et cela meſme faict qui je doubte de l’yſſuë de mon entrepriſe:	Et cela même fait qui je doute de l'issue de mon entreprise:
& mon eſprit ſuſpendu entre la crainte de ne vous plaire pas, & le deſir de vous ſeruir & de vous pouuoir plaire;	et mon esprit suspendu entre la crainte de ne vous plaire pas, et le désir de vous servir et de vous pouvoir plaire;
ne ſçait ſi vous aurez cét ouurage agreable, puis qu'indigne de vous.	ne sait si vous aurez cet ouvrage agréable, puis qu'indigne de vous.
Mais ſi vous ne meſuriez les choſes qu’à vosmerites;	Mais si vous ne mesuriez les choses qu'à vosmerites;
& ſi vous ne les eſtimiez grandes qu’en tant qu’elles ſont dignes de vous;	et si vous ne les estimiez grandes qu'en tant qu'elles sont dignes de vous;
je n’euſſe jamais pris ceſte hardieſſe, qui ſero* pluſtoſt vn indice de folie, ou de vanité extreme;	je n'eusse jamais pris cette hardiesse, qui sero* plutôt un indice de folie, ou de vanité extrême;
que de quelque inclination qu’on auroit pour voſtre ſeruice.	que de quelque inclination qu'on aurait pour votre service.
Car pour releuée que puiſſe eſtre aucune choſe de ceſte ſorte qui meſme procederoit des meilleurs eſprits de ce temps, leſquels ne produiſent à preſent que des miracles;	Car pour relevée que puisse être aucune chose de cette sorte qui même procéderait des meilleurs esprits de ce temps, lesquels ne produisent à présent que des miracles;
elle ſeroit indigne & infiniment au deſſous de vos vertus, qui n’ont rien d’égal que vos actions ſignalées, qui en ſont außi les teſmoignages, qui ſeules peuuent parler, comme il fault de vos louanges;	elle serait indigne et infiniment au dessous de vos vertus, qui n'ont rien d'égal que vos actions signalées, qui en sont aussi les témoignages, qui seules peuvent parler, comme il sault de vos louanges;
& qui treuuent autant d’admiration cõme d’amour & de reſpect en les cœurs de ceux que voſtre renommée en rend informez.	et qui trouvent autant d'admiration cõme d'amour et de respect en les cœurs de ceux que votre renommée en rend informés.
Ce ſont ces mejmes vertus, Monſieur;	Ce sont ces méjmes vertus, Monsieur;
leſquelles eſtans ordinairement les compaignes d’vn bon natueel;	lesquelles étant ordinairement les compagnes d'un bon natueel;
