A MONSEIGNEVR LEMINENTISSIME ARDINAL D DE RICHELIEV NSEIGNEVR.	À MONSEIGNEUR LEMINENTISIME ARDINAL D DE RICHELIEU NEIGNEUR.
Ce Meſt puts pour me fortihier de votre iunement qui yeſt declare en faueur de ceite Piece à ſa premiere veuë, ni pour prenenir celuy de toute la France qui doit ſuiure lagitime	Ce Mest puts pour me fortihier de votre junement qui yest déclare en faveur de ceite Pièce à sa première vue, ni pour prenenir celui de toute la France qui doit suivre lagitime
ment le vôtre, que ie publie qu'elle n'a point déplû aVOTRE EMINENGE.	ment le vôtre, que ici publie qu'elle n'a point déplu aUOTRE EMINENGE.
Tajoûte que ceſt bien encore moins pour m'en gloriſier;	Tajoute que cet bien encore moins pour m'en glorisier;
puis que les faueurs que vous faites ſont des graces purement diuines, que voſtre bonte donne ſans qu'on les merite, & qu'on ne peut meriter qu'en s'en confeſſant indigne.	puis que les faveurs que vous faites sont des grâces purement divines, que votre bonté donne sans qu'on les mérite, et qu'on ne peut mériter qu'en s'en confessant indigne.
Ceſt donc vn acle de reconnaiſſance, & non pas vn effect de vanite;	Cest donc un acle de reconnaissance, et non pas un effet de vanité;
& ſi LE RAILLEVR soffre pour la ſeconde fois d V.	et si LE RAILLEUR souffre pour la seconde fois d V.
E.	E.
ceſt pour vous rendre graces ſeulement de l’honneur qu'ila receu le voſtre approbation, & non pas pours en preualoir.	cest pour vous rendre grâces seulement de l'honneur qu'ila reçu le vôtre approbation, et non pas pours en prévaloir.
En cecy, MONSEIGNEVR, mes ſentiments ſont iuſles & peut-eſtre genereux, quand ie dy que la gloire la plus grande qu'vn Eſprit ſe puiſſe propoſer pour le fruict de ſes veilles eſt l'honneur de vous plairé;	En ceci, MONSEIGNEUR, mes sentiments sont jusles et peut-être généreux, quand ici dis que la gloire la plus grande qu'un Esprit se puisse proposer pour le fruit de ses veilles est l'honneur de vous plairé;
que ce prix doit contenter la plus haute ambition, & quon receoit infini.	que ce prix doit contenter la plus haute ambition, et quon receait infini.
ment de vous, lors que lon vous a donné quelque choſe qui vous peut eſtre agrea.	ment de vous, lors que lon vous a donné quelque chose qui vous peut être agréa.
ble.	blé.
