A PARIS, Chez FRANÇOIS TARGA, AVGVSTI & OVRBE au Palais.	À PARIS, Chez FRANOIS TARGA, AUGUSTI et OURBE au Palais.
A MADAME HESSE D’AIGVILLON.	À MADAME HESSE D'AIGUILON.
ſa mort, & ſon nom au bout de ſix-cens ans vient encor de triompher en France.	sa mort, et son nom au bout de six-cents ans vient encor de triompher en France.
Il y a trouué vne reception trop fauorable pour ſe repentir d’eſtre ſorty de ſon pays, & d’auoir appris à parler vne autre langue que la ſienne.	Il y a trouvé une réception trop favorable pour se repentir d'être sorti de son pays, et d'avoir appris à parler une autre langue que la sienne.
Ce ſuccez à paſſé mes plus ambitieuſes eſperances, & m'a ſurpris d’a-iue bord, mais il a ceſſé de m’eſtonner depuis que i'ay veu la ſatisfaction que vous auez témoignée, quand il a pa-nes ru deuant vous;	Ce succès à passé mes plus ambitieuses espérances, et m'a surpris d'a-jue bord, mais il a cessé de m'étonner depuis que j'ai vu la satisfaction que vous avez témoignée, quand il a pa-nés ru devant vous;
alors i'ay oſé ma ul promettre de luy tout ce qui en eſt vu arriué, & i’ay creu qu’apres les Eloges dont vous l’auez honoré, cét ap- ur plaudiſſement vniuerſel ne luy pouuoit manquer.	alors j'ai osé ma ul promettre de même tout ce qui en est vu arrivé, et j'ai cru qu'après les Éloges dont vous l'avez honoré, cet ap- ur cet vniuersel ne lui pouvait manquer.
Et veritablement, MADAME, on ne peut douter auec raiſon de ce que vaut vne choſe qui a le bon-heur de vous plaire:	Et véritablement, MADAME, on ne peut douter avec raison de ce que vaut une chose qui a le bonheur de vous plaire:
le iugement que vous en faites est la marque aſſeurée de ſon prix;	le jugement que vous en faites est la marque assurée de son prix;
& omme vous donnez touſiours liberaement aux veritables beautez l’eſtime qu'elles meritent, les fauſſes omn’ont iamais le pouuoir de vous eſbloüir.	et omme vous donnez toujours libérament aux véritables beautés l'estime qu'elles méritent, les fausses omn'ont jamais le pouvoir de vous éblouir.
Mais voſtre generoſité ne s’arreſte pas à des loüanges ſteriles pour les ouurages qui vous agréent, elle prend plaiſir à s’eſtendre vtilement ſur ceux qui les produiſent, & ne dédaigne point d’employer en leur faueur ce grand credit que vostre mqualité & vos vertus vous ont acesquis.	Mais votre générosité ne s'arrête pas à des louanges stériles pour les ouvrages qui vous agréent, elle prend plaisir à s'étendre utilement sur ceux qui les produisent, et ne dédaigne point d'employer en leur faveur ce grand crédit que votre méqualité et vos vertus vous ont acesquis.
I’en ay reſſenty des effets qui me ſont trop-aduantageux pour m'eu taire, & ie ne vous dois pas moins de remercimens pour moy, que pour le CID.	J'en ai ressenti des effets qui me sont trop-avantageux pour m'eu taire, et été ne vous dois pas moins de remerciments pour moi, que pour le CID.
