A TANTO, Chez TOVSSAINT QVINET, au Palais, la petite Salle, ſous la montée de la Cour des Aydes.	À TANTO, Chez TOUSSAINT QUINET, au Palais, la petite Salle, sous la montée de la Cour des Aides.
M.	M.
DC.	DC.
XLIII.	XLIII.
AVEC PRIVILEGE DV ROY,	AVEC PRIVILÈGE DU ROY,
A MADAME MAD 22.	À MADAME MAD 22.
LYRYE LA DVCHESSE 2 AVEELOTT.	LYRYE LA DVCHESSE 2 AVEELOTT.
ADMME3	ADME3
Quoy que ie doutaſſe du ſuccez de cette piece, ſi toſt que i’appris que vous l’auiez choiſie pour vne aſſemblée ſolennelle, ie commençay d’en eſperer beaucoup;	Quoi que ici doutasse du succès de cette pièce, si tôt que j'appris que vous l'aviez choisie pour une assemblée solennelle, je commençai d'en espérer beaucoup;
ie creus qu’elle emprunteroit vn grand eſclat de voſtre preſence, & que ſa deſtinee ſeroit heureuſe, puis que vous preniez le ſoin de la faire.	Je crus qu'elle emprunterait un grand éclat de votre présence, et que sa destine serait heureuse, puis que vous preniez le soin de la faire.
Ie no fus point trompé dans mon attente, & l’eſtime que vous enfiſtes fut ſuiuie de celle de toutes les perſonnes iudicieuſes;	Je nô fus point trompé dans mon attente, et l'estime que vous enfistes fut suivie de celle de toutes les personnes judicieuses;
elles deferent tant à voſtre iugement, qu'elles croyent que6 a A :	elles déférent tant à votre jugement, qu'elles croient que6 a A :
1e.	1e.
h.	h.
leur opinion n’eſt iamais ſi ſaine que lors qu’elle eſt conforme à la voſtre.	leur opinion n'est jamais si saine que lors qu'elle est conforme à la vôtre.
Ainſi, MADAME, en penſant me donner vne:	Ainsi, MADAME, en pensant me donner une:
approbation particuliere,vous m’en auez donné vne generale, Mais ie ſuis contraint d’auoüer que mon ouurage doit tout ſon luſtre à vos loüanges, & non pas à ſon merite, & que la reputation qu’il a euë eſt pluſtoſt vne marque de voſtre faueur qu’vne preuue de mon eſprit.	approbation particulière,vous m'en avez donné une générale, Mais ie suis contraint d'auoüer que mon ouvrage doit tout son lustre à vos louanges, et non pas à son mérite, et que la réputation qu'il a eue est plutôt une marque de votre faveur qu'une preuve de mon esprit.
Il eſt vray, MADAME, que ceſte piece n’eſt pas entierement defectueuſe, qu’elle a quelque choſe non ſeulement de beau, mais auſſi d’eſclattant, & que ſi la richeſſe de la forme euſt reſpondu à celle de la matiere, elle auroit peu paſſer pour vn chef-d’œuure.	Il est vrai, MADAME, que cette pièce n'est pas entièrement défectueuse, qu'elle a quelque chose non seulement de beau, mais aussi d'éclatant, et que si la richesse de la forme eût répondu à celle de la matière, elle aurait pu passer pour un chef-d'œuvre.
