LES PLAISIRS DE LISLE ENCHANTEE.	LES PLAISIRS DE LISLE ENCHANTE.
OVRSE DE BAGVE, Collation ornée de Machines, Comedie meſlée de Danſe & de Muſique, Ballet du Palais d’Alcine, Feu d’Artifice:	OURSE DE BAGUE, Collation ornée de Machines, Comédie mêlée de Danse et de Musique, Ballet du Palais d'Alcine, Feu d'Artifice:
Et autres Feſtes galantes & lllagiiiques;	Et autres Fêtes galantes et lllagiques;
laites par le ſeoy a verſailles, le 7.	laites par le seoi a versailles, le 7.
May 1664.	May 1664.
Et continuées pluſieurs autres lours.	Et continuées plusieurs autres lours.
2 E ROY voulant donner aux Reynes, & à toute ſa Cour le plaiſir de quelques Feſtes peu communes, dans vn lieu orné de tous les agrements qui peuuent faire admirer vne Maiſon de Campagne, choiſit Verſailles à quatre lieuës de Paris.	2 E ROY voulant donner aux Reines, et à toute sa Cour le plaisir de quelques Fêtes peu communes, dans un lieu orné de tous les agréments qui peuvent faire admirer notre Maison de Campagne, choisit Versailles à quatre lieues de Paris.
C’eſt vn Chaſteau qu’on peut nommer n Palais Enchanté, tant les adjuſtemens de l’art ont bien ſecondé les ſoins que la Nature a pris pour le rendre parfait:	C'est un Château qu'on peut nommer n Palais Enchanté, tant les ajustements de l'art ont bien secondé les soins que la Nature a pris pour le rendre parfait:
Il charme en toutes manieres, tout y rit dehors & dedans, l’or & le marbre y diſputent de beauté & d’eſclat:	Il charme en toutes manières, tout y rit dehors et dedans, l'or et le marbre y disputent de beauté et d'éclat:
Et quoy qu’il n’ayt pas cette grande eſtenduë qui ſe remarque en quelques autres Palais de ſa Majeſté:	Et quoi qu’il n'ait pas cette grande étendue qui se remarque en quelques autres Palais de sa Majesté:
Toutes choſes y ſont ſi polies, ſi bien entenduës & ſi acheuées, que rien ne le peut eſgaler.	Toutes choses y sont si polies, si bien entendues et si achevées, que rien ne le peut égaler.
Sa Symetrie, la richeſſe de ſes meubles, la beauté de ſes promenades, & le nombre infiny de ſes fleurs, comme de ſes orangers, rendent les enuirons de ce lieu dignes de ſa rareté ſinguliere:	Sa Symettrie, la richesse de ses meubles, la beauté de ses promenades, et le nombre infini de ses fleurs, comme de ses orangers, rendent les environs de ce lieu dignes de sa rareté singulière:
La diuerſité des beſtes contenuës dans les deux Parcs, & dans la Menagerie, ou pluſieurs courts en Eſtoilles ſont accompagnées de Viuiers pour les animaux aquatiques, auec de grands baſtiments, joignent le plaiſir auec la magnificence, & en font vne maiſon accomplie.	La diversité des bêtes contenues dans les deux Parcs, et dans la Ménagerie, ou plusieurs courts en Étoilles sont accompagnées de Viers pour les animaux aquatiques, avec de grands bâtiments, joignent le plaisir avec la magnificence, et en font une maison accomplie.
NE fut en ce beau lieu ou toute la Cour ſe rendit le Ccinquieſme de May, que le Roy traitta plus de ſix cent perſonnes juſques au quatorzieſme;	NE fut en ce beau lieu ou toute la Cour se rendit le Ccinquième de May, que le Roi traita plus de six cent personnes jusques au quatorzième;
outre vne infinité de gens neceſſaires à la danſe & à la Comedie, & d’Artiſans de toutes ſortes venus de Paris;	outre une infinité de gens nécessaires à la danse et à la Comédie, et d'Artisans de toutes sortes venus de Paris;
ſi bien que cela paroiſſoit vne petite armée.	si bien que cela paraissait une petite armée.
Le Ciel meſme ſembla fauoriſer les deſſeins de ſa Majeſté, puis qu’en vne ſaiſon preſque toûjours pluuieuſe on en fut quitte pour vn peu de vent, qui ſembla n’auoir augmenté, qu’afin de faire voir que la preuoyance & la puiſſance du Roy, eſtoient à l’eſpreuue des plus grandes incommoditez;	Le Ciel même sembla favoriser les desseins de sa Majesté, puis qu'en une saison presque toujours pluvieuse on en fut quitte pour un peu de vent, qui sembla n'avoir augmenté, qu'afin de faire voir que la prévoyance et la puissance du Roi, étaient à l'épreuve des plus grandes incommodités;
de hiautes toilles, des baſtimens de bois faits preſque en vn inſtant, & vn nombre prodigieux de flambeaux de cire blanche, pour ſuppléer à plus de quatre mille bougies chaque journée, reſiſterent à ce vent;	de hiautes toilles, des bâtiments de bois faits presque en un instant, et un nombre prodigieux de flambeaux de cire blanche, pour suppléer à plus de quatre mille bougies chaque journée, résistèrent à ce vent;
qui par tout ailleurs euſt rendu ces diuertiſſements comme impoſſibles à acheuer.	qui par tout ailleurs eût rendu ces divertissements comme impossibles a chever.
Monſieur de Vigarini, Gentilhomme Modenois, fort ſçauant en toutes ces choſes, inuenta & propoſa celles-cy;	Monsieur de Vigarini, Gentilhomme Modenais, fort sçauant en toutes ces choses, inventa et proposa celles-cy;
& le Roy commanda au Duc de S.	et le Roi commanda au Duc de S.
Aignan, qui ſe trouua lors en fonction de premier Gentilhomme de ſa Chambre, & qui auoit déja donné pluſieurs ſujets de Ballet fort agreables;	Aignan, qui se trouva lors en fonction de premier Gentilhomme de sa Chambre, et qui avait déjà donné plusieurs sujets de Ballet fort agréables;
de faire vn deſſein ou elles fuſſent toutes compriſes auec liaiſon & auec ordre;	de faire un dessein ou elles fussent toutes comprises avec liaison et avec ordre;
de ſorte qu’elles ne pouuoient manquer de bien reuſſir.	de sorte qu'elles ne pouvaient manquer de bien réussir.
Il prit pour ſujet le Palais d’Alcine, qui donna lieu au Tiltre des Plaiſirs de l’Iſle Enchantée;	Il prit pour sujet le Palais d'Alcine, qui donna lieu au Titre des Plaisirs de l'Île Enchantée;
puis que ſelon l’Arioſte le braue Roger & pluſieurs autres bons Cheualliers y furent retenus par les doubles charmes de la beauté, quoy qu’empruntée, & du ſçauoir de cette Magicienne;	puis que selon l'Arioste le brave Roger et plusieurs autres bons Chevaliers y furent retenus par les doubles charmes de la beauté, quoi qu'empruntée, et du savoir de cette Magicienne;
& en furent déliurez apres beaucoup de temps conſommé dans les delices, par la bague qui deſtruiſoit les enchantemens:	et en furent délivrez après beaucoup de temps consommé dans les délices, par la bague qui détruisait les enchantements:
Ceſtoit cene d'Angenque, que Memme ious la forme du vieux Atlas, mit enfin au doigt de Roger.	Cestoit cène d'Angénque, que Memme jous la forme du vieux Atlas, mit enfin au doigt de Roger.
On fit donc en peu de jours orner vn Rond, ou quatre grandes allées aboutiſſent entre de hautes paliſſades;	On fit donc en peu de jours orner un Rond, ou quatre grandes allées aboutissent entre de hautes palissades;
de quatre Portiques de trente-cinq pieds d’éleuation, & de vingt-deux en quarré d’ouuerture;	de quatre Portiques de trente-cinq pieds d'éleuation, et de vingt-deux en quarré d'ouverture;
de pluſieurs feſtons enrichis d’or, & de diuerſes peintures auec les armes de ſa Majeſté.	de plusieurs festons enrichis d'or, et de diverses peintures avec les armes de sa Majesté.
Toute la Cour s’y eſtant placée le ſeptieſme, il entra dans ſa place ſur les ſix heures du ſoir vn Heraut d’Armes, repreſenté par M.	Toute la Cour s'y étant placée le septième, il entra dans sa place sur les six heures du soir un Héraut d'Armes, représenté par M.
des Bardins, veſtu d’vn habit à l’antique, couleur de feu en broderie d’argent, & fort bien monté.	des Bardins, vêtu d'une habit à l'antique, couleur de feu en broderie d'argent, et fort bien monté.
Il eſtoit ſuiuy de trois Pages:	Il était suivi de trois Pages:
celuy du Roy, M.	celui du Roi, M.
d’Artagnan, marchoit à la teſte des deux autres, fort fienement habillé de couleur de feu, liurée de ſa Majeſté, portant ſa lance & ion Elcu, dans lequel brilloit vn Solen de pierreries auec ces mots.	d'Artagnan, marchait à la tête des deux autres, fort fienement habillé de couleur de feu, livrée de sa Majesté, portant sa lance et ion Élcu, dans lequel brillait un Solen de pierreries avec ces mots.
Nec Ceſſo, nec Erro.	Nec Cesso, ne Ero.
