A MONSIEVR, MONSIEVR LE COMTE BELIN 13 BARON DE MILLY, Seigneur du Bourg Dauerton, De Lorgerie.	À MONSIEUR, MONSIEUR LE COMTE BELIN 13 BARON DE MILLY, Seigneur du Bourg Daverton, De Lorgerie.
Dautré, &c.	Dautré, etc.
NSIEVR	NSIEUR
I’ay beau rechercher les moyens de vous payer en quelque ſorte ce que ie vous doy:	J'ai beau rechercher les moyens de vous payer en quelque sorte ce que je vous dois:
le trouue apres tout, que les obliga tions que ie vous ay, ſont des debtes dont il faut que ie demeure inſoluable;	le trouve après tout, que les obliga tions que je vous ai, sont des débtes dont il faut que ie demeure insolvable;
Les courtoiſies que ie reçoy chez vous ſe donnent trop prodiguement pour laiſſer aucune eſperance de les meriter:	Les courtoisies que personne reçois chez vous se donnent trop prodiguement pour laisser aucune espérance de les mériter:
Mais puis qu’il faut que ie ſois vaincu, au moins i’ay la gloire de l’eſtre par de belles armes.	Mais puis qu'il faut que ici sois vaincu, au moins j'ai la gloire de l'être par de belles armes.
On ſe peut laiſſer vaincre aux bien faits ſans ingratitude;	On se peut laisser vaincre aux bien faits sans ingratitude;
Ftil y ade la difference, entre ne pas rendre, & eſtre mécognoiſſant;	Ftil y ade la différence, entre ne pas rendre, et être méconnaissant;
Ie ne faits pas l’vn, & ne ſuys pas l’autre:	Je ne faits pas l'vn, et ne suis pas l'autre:
Ie recognoy les bontez que vous auez pour moy, de toutes les forces de mon ame, & pour les effets, ie m’aſſeure que le peu de proportion qu’il y a de ma fortune à la voſtre, vous obligera touſiours à m’en tenir quitte:	Je reconnais les bontés que vous avez pour moi, de toutes les forces de mon âme, et pour les effets, toute m'assure que le peu de proportion qu'il y a de ma fortune à la vôtre, vous obligera toujours à m'en tenir quitte:
Comme cette meſme diſproportion m’empeſchera touſiours de rougir en la cõtinuation de vos faueurs;	Comme cette même disproportion m'empêchera toujours de rougir en la continuation de vos faveurs;
l’entre encor auiourd’huy chez vous, MONSIEVR, pour vous en demãder vne.	l'entre encor aujourd'hui chez vous, MONSIEUR, pour vous en demander une.
C’eſt de ſouffrir, que ces – 1 deux lumeaux que i’ay habillez à la Françoiſe, ſeront monſtrez ſous voſtre protection:	C'est de souffrir, que ces § 1 deux lumeaux que j'ai habillez à la Française, seront montrez sous votre protection:
Ie les ay flattez de cette eſperance, par la cognoiſſance que i’ay de l’honneur que vous leur faites de les aymer, & par la qualité que ie porteray toute ma vie, de	Je les ai flattez de cette espérance, par la connaissance que j'ai de l'honneur que vous leur faites de les aimer, et par la qualité que je porterai toute ma vie, de
MONSIEVR, Voſtre tres-humble, tres- obeyſſant, & trea-obligé ſeruiteur ROrROY.	MONSIEUR, Votre très-humble, très- obéissant, et tre-obligé serviteur ROrOrOY.
DArgrace & Priuilege du Roy, donné Y à Paris le trentielme iour d’Auril.	DArgrace et Privilège du Roi, donné Y à Paris le trentiel jour d'Oril.
mil ſix cẽt trente-ſix, Signé, Par le Roy en ſon Conſeil, CHAPPIILAIN, il eſt permis à ANTOINE DE SOMMAVILLE, Marchand Libeaire à Pars d’imprimer ou faire imprimer, vendre & diſtribuer vne piece de Theatre inticulée, Les Menechmes.	mil six cẽt trente-six, Signé, Par le Roi en son Conseil, CHAPILAIN, il est permis à ANTOINE DE SOMAUILLE, Marchand Libeaire à Pars d'imprimer ou faire imprimer, vendre et distribuer une pièce de Théâtre inticulée, Les Ménèchmes.
Comedie.	Comédie.
de Monſieur de Rotrou:	de Monsieur de Rotrou:
& ce durant le temps de ſeptans, à compter du iour que ladite Piece ſera acheuée d’imprimer, & defenſes ſont faites à tous Imprimeurs & ciorines, ce autres de quelque condition qu’ils ſoient, d’en imprimer, vendre ou diſtribuer d’autre impreſſion que de celle qu’aurafait ou fait faire ledit De SOMMAVILLE ouſes ayans cauſe, ſur peine aux contreuenans de trois mil liures d’amẽde, e de tous ſes depens, dommage & intereſts;	et ce durant le temps de septants, à compter du jour que ladite Pièce sera achevée d'imprimer, et défenses sont faites à tous Imprimeurs et ciorines, ce autres de quelque condition qu'ils soient, d'en imprimer, vendre ou distribuer d'autre impression que de celle qu'aurafait ou fait faire ledit De SOMAUILLE ouses ayant cause, sur peine aux contrevenants de trois mil livres d'amends, eu de tous ses dépens, dommage et intérêts;
