A PARIS, Chez PIERRE ROCOLET, au Palais, en la Gallerie des Priſonniers, aux firinies de la ville.	À PARIS, Chez PIERRE ROCOLET, au Palais, en la Gallerie des Prisonniers, aux firinies de la ville.
M.	M.
D C.	D Ç.
XXXI.	XXXI.
AVEC PRIVILEGE DV ROY.	AVEC PRIVILÈGE DU ROY.
LELL	LELL
E D NSIEVR, Cette GENEREVSE ALLEMANDE que ierends Françoiſe, et qui l’a touſiours eſte en ſes vertus & en ſon courage, vient aſſeurer deſſous voſtre protection l’honneur qu’elle a receu ſur le Theatre, & l’accueil que le Peuple luy a fait à	E D ESIEUR, Cette GÉNÉREUSE ALLEMANDE que jérends Française, et qui l'a toujours este en ses vertus et en son courage, vient assurer dessous votre protection l'honneur qu'elle a reçu sur le Théâtre, et l'accueil que le Peuple luist fait à
A MONSIEVR MONSIEVR DE PVYLAVRENT GOVVERNEVR ET LIEVTENANT General pour le Roy, ez Ville & Château d’Amboiſe, Conſeiller Me- de la Garderobbe de Monſeigneur le Duc d’Orleans Frere vnique de ſa Majeſté, & premier Eſcuyer de feu Madame.	À MONSIEUR MONSIEUR DE PUYLAURENT GOUVERNEUR ET LIEUTENANT Général pour le Roi, ez Ville et Château d'Amboise, Conseiller Me- de la Garderobe de Monseigneur le Duc d'Orleans Frère unique de sa Majesté, et premier Escuyer de feu Madame.
ſa premiere veuë.	sa première vue.
C’eſt vne nouuelle AmaZone, qui quitte außi librement ſon pays que la gloire de ſes exploits, pour voir ſon Alexandre, & mettant a vos pieds tout ſon orgueil, vous adorer comme le Tableau viuant de la Generoſité.	C'est quelque nouvelle Amazone, qui quitte aussi librement son pays que la gloire de ses exploits, pour voir son Alexandre, et mettant à vos pieds tout son orgueil, vous adorer comme le Tableau vivant de la Générosité.
Par cette vertu ſeule elle connoiſt toutes les autres qui font vn ſi beau meſlange en voſtre eſprit & dedans voſtre cœur, & iure à ce ſiecle ſi corrompu, où meſme la vertu ne ſe peut faire aymer comme vous ſans miracle, que pour eſtre courtois, ſage, moderé, liberal, affable, vaillant, conſideré & conſiderable tout enſemble, il ne faut qu’eſtre genereux comme vous l’eſtes.	Par cette vertu seule elle connaît toutes les autres qui font un si beau mélange en peine et et dedans votre cœur, et jure à ce siècle si corrompu, où même la vertu ne se peut faire aimer comme vous sans miracle, que pour être courtois, sage, modéré, libéral, affable, vaillant, considéré et considérable tout ensemble, il ne faut qu'être généreux comme vous l'êtes.
Ie penſe l’entendre, MONSIEVR, qui ſe plaint doucement a voſtre modeſtie de ce que vous rougiſſez en cet endroit, & que voſtre courage ayant pu meriter tant de loüanges, vous n'en ayez pas aſſez pour les écouter.	Je pense l'entendre, MONSIEUR, qui se plaint doucement à votre modestie de ce que vous rougissez en cet endroit, et que votre courage ayant pu mériter tant de langes, vous n'en ayez pas assez pour les écouter.
