VR LES BOCAGES DE MONSIEVR DE LA CHARNAYS.	VR LES BOCAGES DE MONSIEUR DE LA CHARNAYS.
EPIGRAMME.	ÉPIGRAMME.
COLLETET.	COLLETET.
SVR SES BOCAGES.	SUR SES BOCAGES.
I iamais i’ay gouſſé les delices des Seurs SQuifõt voir en nos vers leurs diuines douceurs, C’eſt pour toy, cher amy, que ie veux que ma plume Faſſe briller icy le beau feu qui m’allume.	I Jamais j'ai goussé les délices des Seurs SUifont voir en nos vers leurs divines douceurs, C'est pour toi, cher ami, que tu veux que ma plume Fasse briller ici le beau feu qui m'allume.
C’eſt pour toy que ie veux faire couler des vers Qui rauiront bien-toſt les yeux de l’uniuers, Et feront aduoüer aux enfans de l’enuie Que leur triſte venin ne peut rien ſur ta vie.	C'est pour toi que ainsi veux faire couler des vers Qui raviront bientôt les yeux de l'univers, Et feront avouer aux enfants de l'envie Que leur triste venin ne peut rien sur ta vie.
Mais pourquoy publier ce deſſein que ie prends, Si ton liure fait voir tout ce que i'entreprends?	Mais pourquoi publier ce dessein que je prends, Si ton livre fait voir tout ce que j'entreprends?
Et ſi de ton eſprit la ferce couſtumiere Eſclatte d’elle meſme, ainſi que la lumiere?	Et si de ton esprit la ferce coutumière Esclatte d'elle même, ainsi que la lumière?
Non non, ie veux me taire, & n’auoir que ce bien De ſçauoir que mon nom doit viure auec le tien:	Non non, Seigneur veux me taire, et n'avoir que ce bien Dé ravoir que mon nom doit vivre avec le tien:
I'entreprenois ics de te faire paroiſtre, Et ce ſont tes beaux vers qui me feront cognoiſtre.	J'entreprenais ics de te faire paraître, Et ce sont tes beaux vers qui me feront connaître.
L'on dit qu’au tẽps paſſé la terre auoit des lieux Où les arbres parloient de meſme que des Dieux:	L'on dit qu'au temps passé la terre avait des lieux Où les arbres parlaient de même que des Dieux:
Mais ſi ces fictions n’ont rien de veritable, Chez toy la verité s’accorde auec la fable.	Mais si ces fictions n'ont rien de véritable, Chez toi la vérité s'accorde auec la fable.
Tes Botages voüez à la poſterité Parlent en ta faueur de l'immortalité, Et ſur leur moindre feuille on lit des teſmoignages Que ton nom glorieux paſſera tous les âges.	Tes Botages val à la postérité Parlent en ta faveur de l'immortalité, Et sur leur moindre feuille on lit des témoignages Que ton nom glorieux passera tous les âges.
A MONSIEVR DE LA CHARNAYS VR SES BOCAGES.	À MONSIEUR DE LA CHARNAYS VR ES BOCAGES.
Il n'eſt point de fiyle ſi doux, Que teluy de ta Comedie, Pere de ſi beaux vers, (il faut que ie le die) I'ay veu tes enfans à genoux.	Il n'est point de fidèle si doux, Que telui de ta Comédie, Père de si beaux vers, (il faut que sans le die) J'ai vu tes enfants à genoux.
Rien n'eſt forcé dans tes eſcris, Leur éloquence eſt naturelle, Et la naiuete rend ta Muſe ſi belle, Quelle charme tous les eſprits.	Rien n'est forcé dans tes écris, Leur éloquence est naturelle, Et la naïveté rend ta Muse si belle, Quelle charme tous les esprits.
On ne treuue rien que roſiers Aux bocages que tu nous donnes, Et ſi nous te voulons faire aſſez de couronnes.	On ne trouve rien que rosiers Aux bocages que tu nous donnes, Et si nous te voulons faire assez de couronnes.
Il en faut vn tout de Lauriers.	Il en faut un tout de Lauriers.
ROTROV.	ROTROU.
DE RYEE.	DE RYE.
ii	ji
AIROV IILAT 4 Irine fille du Seigneur des Isles tenebreuſes, ayant eſté rauie par vn ruſtique fameux appellé Ponirot, eſt contraincte de demeurer quelque temps auecque luy iuſques à ce qu’vn ſoir en leur promenade, Bellibron qui s’eſtoit mis à la chercher auecque d’autres arriue, donne le combat à Ponirot, & le loiſir à Cirine de s’abſenter, mais la nuict qui la ſurprit ne luy permit pas de prendre vn autre couuert que les branches d’vn arbre au pied duquel apres mille plaintes elle s’endormit, & ne ſe reſueilla qu’à celles de ce Cheualier qui par hazard ſe trouua bien prés d’elle couché deſſous vn autre arbre:	AIROU IILAT 4 Jrine fille du Seigneur des Isles ténébreuses, ayant été ravie par un rustique fameux appelé Ponirot, est contrainte de demeurer quelque temps avec lui jusques à ce qu'un soir en leur promenade, Belibront qui s'était mis à la chercher avec d'autres arrive, donne le combat à Ponirot, et le loisir à Cirine de s'absenter, mais la nuit qui la surprit ne lui permit pas de prendre un autre couvert que les branches d'un arbre au pied duquel après mille plaintes elle s'endormit, et ne se a qu'à mille de ce Plue quipar hazard se trouua bien prés 'elle ute dessous , et arbre:
auſſi Ponirot & luy s’eſtant aduiſez de l’euaſion de leur maiſtreſſe, quitterent leur duel pour aller apres-elle, & Ponirot ayant paſſé preſque toure la nuict ſans la treuuer, ſe reſoult d’aller prendre du repos & puis apres s’exercer à quelque nouuelle conqueſte.	aussi Ponirot et même s'étant avisés de l'évasion de leur maîtresse, quittèrent leur duel pour aller après-elle, et Ponirot ayant passé presque toure la nuit sans la trouver, se résoult d'aller prendre du repos et puis après s'exercer à quelque nouvelle conquête.
Bellibron donc fait quelque plainte & teſmoigne la bonne opinion qu’il a de la chaſteté de Cirine, nonobſtant ſon rauiſſement, elle l’oyt, & faiſant ſon profit de ce qu’il dit, ſe propoſé de receuoir ſa compagnie pour le conduire au pays de ſon pere, elle l’eueille à deſſein de ſe faire voir & de faire vn diſcours qu’elle feignit pour entretenir la creance qu’il auoit d’elle;	Bellibron donc fait quelque plainte et témoigne la bonne opinion qu'il a de la chasteté de Cirine, nonobstant son ravissement, elle l'ait, et faisant son profit de ce qu'il dit, se proposé de recevoir sa compagnie pour le conduire au pays de son père, elle l'eille à dessein de se faire voir et de faire un discours qu'elle feignit pour entretenir la créance qu'il avait d'elle;
il la reçoit auec beaucoup de contentement, elle accepte ſa conduitte, & s’en vont enſemble.	il la reçoit auec beaucoup de contentement, elle accepte sa conduite, et s'en vont ensemble.
Eliandre & Meliarque importunent Amire de leur accorder ſes bonnes graces, mais les dedains de ceſte bergere ſont ſi cruels, qu’ils ſont capables de faire ſortir Meliarque de ſon bon ſens & de faire entrer Eliandre dans vne ſi grande ialouſie qu’il luy eſt auis que chacun eſt bien aupres d’Amire hormis luy ſeul.	Éliandre et Méliarque importunent Amire de leur accorder ses bonnes grâces, mais les dédains de cette bergère sont si cruels, qu'ils sont capables de faire sortir Méliarque de son bon sens et de faire entrer Iandre dans une si grande jalousie qu'il lui est avis que chacun est bien auprès d'Amire hormis Seigneur seul.
ARGVMENT.	ARGUMENT.
bergere Amire qui s’eſtoit égaree arriue aupres de luy & luy donne vn nouueau ſoupçon d’eſtre encore importuné d’amour, mais il ſe trompe, car la bergere auſſi chaſte que gratieuſe touchee de la meſme apprehenſion qu’il auoit ne l’euſt iamais abordé ſi le beſoin qu’elle auoit de l’adreſſe du chemin ne l’euſt forcee à la luy demander, enfin ils reconnoiſſent l’humeur l’vn de l’autre, & Neriſtil la va remettre en ſon chemin, tãdis Filenie a recours à laſcience du Magicien, Tholitris luy promet quelque argent apres auoir appris ſon humeur auare, & luy, fait ſemblant de luy accorder tout ce qu’elle demande, fait vn cerne, met ſes demons en beſongne & fait par ſes charmes qu’en cueillant vne roſe les yeux bandez, cette fleur deuoit captiuer la bienueillance de ceux qui la receuroients Obſeruations qu’il rẽd neceſſaires à Filenie aſin qu’elle meſme receuant la roſe de ſa main deuienne amoureuſe de luy dont le cœur ſut touché de l’amour de céte bergere au meſmne temps qu’il la veit:	bergère Amire qui s'était égarée arrive auprès de même et même semblant quelque nouveau soupçon d'être encore importuné d'amour, mais il se trompe, car la bergère aussi chaste que gratieuse touchée de la même appréhension qu'il avait ne l'eût jamais abordé si le besoin qu'elle avait de l'adresse du chemin ne l'eût été à la même demander, enfin ils reconnaissent l'humeur l'H de l'autre, et Néritil la va remettre en son chemin, tãdis Filenie a recours lascience du Magicien, Tholitris lui promet quelque a ré auoir appris son humeur auare, et lui, fait semblant de luiaccorder tout ce elle demande, fait ce, met ses démons en besongne et fait par ses charmes en ce rose les du bandez, cettefleur deuoit captiuer la bienveillance de ceux qui la receuroients Obseruations ilpr nécessaires Filenie asin quelle même an la rose de sa main deuienne amoureuse de lui dont le cœur sut touché de amour de céte bergère au mesmne temps il la veit:
comme il cueilloit donc cette roſe, Meliarque ſurnint qui durant la conſultation qu’il faiſoit auec ſes eſprits auoit tant teſmoigné d’extrauagance à Filenie qu’elle voulut ſe retirer vn peu afin que ſa preſence n’obligeât point ce Meliarque à faire là ſejour de peur qu’il detournaſt pat la nemne le lueces de l’enchantement qui s’en alloit ſur le point d’eſtre acheué.	comme il cueillait donc cette rose, Méliarque surnint qui durant la consultation qu'il faisait avec ses esprits avait tant témoigné d'extravagance à Filénie qu'elle voulut se retirer un peu afin que sa présence n'obligeât point ce Méliarque à faire là séjour de peur qu'il détournât pat la nemène le lueces de l'enchantement qui s'en allait sur le point d'être achevé.
Dãs cet élognement, Tholitris met laroſe entre les mains de Meliarque qui luy donne pour payement vn coup de ſa flûte ſur les doigs & ſe retire, mais Filenie en voulant retourner le rencontre, & moyennant vn baiſer receoit la roſe de ſa main.	Dans cet élognement, Tholitris met larose entre les mains de Meliarque qui lui donne pour paiement un coup de sa flute sur les doigs et se retire, mais Filénie en voulant retourner le rencontre, et moyennant un baiser receait la rose de sa main.
Tholitris s’eſtant deſcouuert penſant que ce fuſt Filenie qui l’eut frappé l’iniurie & prend reſolution de la mal traitter, mais elle cede a la fin à celle que l’amour luy fait prendre, toutefois la voyant reuenir la roſe en la main penſant l’auoir ſi bien charmee qu’elle le deuoit rechercher inceſſamment, il ſe delibere à la petite punition de l’aller attendre chez luy où il s’en va auecque la bource qu’elle luy auoit donnee, elle au contraire contrainte par ce meſme charme d’aymer Meliarque dont elle auoit receu la roſe, en fait le deſſein, oublie Neriſtil & Tholitris duquel elle penſe auoir tiré tout ce qu’elle en pouuoit deſirer.	Tholitris s'étant découvert pensant que ce fût Filie qui l'eût frappé l'injurie et prend résolution de la mal traiter, mais elle cède a la fin à celle que l'amour avait fait prendre, toutefois la voyant revenir la rose en la main pensant l'avoir si bien charmée qu'elle le devait rechercher incessamment, il se délibère à la petite punition de l'aller attendre chez lui où il s'en va apprendre la bource qu'elle lui avait donne, elle a contraire contraire par ce même charme d'aimer Meliarque dont elle avait reçu la rose, en fait le dessein, oublie Neristil et Tholitris duquel elle pense y tiré tout ce l'il en pouuoit désirer.
