Imprimé à Roüen, & ſe vend	Imprimé à Ren, et se vend
AV LECTEVR.	AU LECTEUR.
N’Eſt contre mon inclination que mes Libraires vous font ce preſent, & j’auArois eſté plus aiſe de la ſuppreſſion entiere de la plus grande partie de ces Poëmes, que d’en voir renouueler la memoire par ce recueil.	N'Est contre mon inclination que mes Libraires vous font ce présent, et j'auArais été plus aise de la suppression entière de la plus grande partie de ces Poèmes, que d'en voir renouveler la mémoire par ce recueil.
Ce n’eſt pas qu’ils n’ayent tous eu des ſuccez aſſez heureux pour ne me repentir pas de les auoir faits:	Ce n'est pas qu'ils n'aient tous eu des succès assez heureux pour ne me repentir pas de les avoir faits:
mais il y a vne ſi notable difference d’eux à ceux qui les ont ſuiuis, que ie ne puis voir cette inégalité ſans quelque ſorte de confuſion.	mais il y a une si notable différence d'eux à ceux qui les ont suivis, que personne ne puis voir cette inégalité sans quelque sorte de confusion.
Et certes, j’aurois laiſſé perir entierement ceux-cy, ſi ie n’euſſe reconnu que le bruit qu’ont fait les derniers obligeoit deſia quelques curieux à la recherche des autres, & pourroit eſtre cauſe qu’vn Imprimeur, faiſant ſans mon adueu ce que ie ne voulois pas conſentir, adjouſteroit mille fautes aux miennes.	Et certes, j'aurais laissé périr entièrement ceux-cy, si tu n'eusse reconnu que le bruit qu'ont fait les derniers obligeait déjà quelques curieux à la recherche des autres, et pourrait être cause qu'un Imprimeur, faisant sans mon aveu ce que ieans voulais pas consentir, ajouterait mille fautes aux miennes.
I’ay donc creu qu’il valoit mieux, & pour voſtre contentement & pour ma reputation, y jetter vn coup d’œil, non pas pour les corriger exactement ( il euſt eſté beſoin de les refaire preſque entiers) mais du moins pour en oſter ce qu’il y a de plus inſupportable.	J'ai donc cru qu'il valait mieux, et pour votre contentement et pour ma réputation, y jeter un coup d'œil, non pas pour les corriger exactement ( il eût été besoin de les refaire presque entiers) mais du moins pour en ôter ce qu'il y a de plus insupportable.
Ie vous les donne dans l’ordre que ie les ay compoſez, & vous aduouëray franchement que pour les Vers, outre la foibleſſe d’vn homme qui commençoit à en faire, il eſt mal-aiſé qu’ils ne ſentent la Prouince où ie ſuis né.	Je vous les donne dans l'ordre que ie les ai composez, et vous avouerai franchement que pour les Vers, outre la faiblesse d'un homme qui commençait à en faire, il est mal-aisé qu'ils ne sentent la Province où je suis né.
Comme Dieu m’a fait naiſtre mauuais Courtiſan.	Comme Dieu m'a fait naître mauvais Courtisan.
i’ay trouué dans la Cour plus de loüanges que de bien-faits, & plus d’eſtime que d’eſtabliſſement.	j'ai trouvé dans la Cour plus de louanges que de bienfaits, et plus d'estime que d'établissement.
Ainſi eſtant demeuré Prouincial, ce n’eſt pas merueille ſi mon élocution en conſerue quelquefois le caractere.	Ainsi étant demeuré Provincial, ce n'est pas merveille si mon élocution en conserve quelquefois le caractère.
Pour la conduite, ie me dédirois de peu de choſe ſi i’auois à les refaire.	Pour la conduite, je me dédirais de peu de chose si j'avais à les refaire.
Ie ne m’eſtendray point à vous ſpecifier quelles regles j’y ay obſeruées, ceux qui s’y connoiſſent s’en apperceuront aiſément, & de parelis dilcoueune font qu’importuner les ſçauants, embaraſſer les foibles, & eſtourdir les ignorants.	Je ne m'étendrai point à vous spécifier quelles règles j'y ai observées, ceux qui s'y connaissent s'en apperceuront aisément, et de parelis dilcoune font qu'importuner les savants, embarrasser les faibles, et étourdir les ignorants.
MELITE acquiter en quelque ſorte, mais ſeulement pour les publier à toute la France.	MELITE acquitter en quelque sorte, mais seulement pour les publier à toute la France.
Quand ie conſidere le peu de bruit qu'elle fit à ſon arriuée à Paris, venant d’vn homme qui ne pouuoit ſentir que la rudeſſe de ſon pays, & tellement inconnu qu’il eſtoit aduantageux d’en taire le nom;	Quand esprit considère le peu de bruit qu'elle fit à son arrivée à Paris, venant d'un homme qui ne pouvait sentir que la rudesse de son pays, et tellement inconnu qu'il était avantageux d'en taire le nom;
quand ie me ſouuiens, dis-ie, que ſes trois premieres repreſentations enſemble n’eurent point tant d’affluence que la moindre de celles qui les ſuiuirent dans le meſme hyuer:	quand personne me souviens, dis-je, que ses trois premières représentations ensemble n'eurent point tant d'affluence que la moindre de celles qui les suivirent dans le même hiver:
ie ne puis rapporter de ſi foibles commencements qu’au loiſir qu’il falloit au monde pour apprendre que vous en faiſiez eſtat, ny des progrez ſi peu attendus qu’à voſtre approbation, que chacun ſe croyoit obligé de ſuiure apres l’auoir ſçeuë.	Ne ne puis rapporter de si faibles commencements qu'au loisir qu'il fallait au monde pour apprendre que vous en faisiez état, ni des progrès si peu attendus qu'à votre approbation, que chacun se croyait obligé de suivre après l'avoir sue.
Ceſt de là, MONSIEVR, qu’eſt venu tout le bon-heur de Melite, & quelques hauts effets qu’elle ayt produit depuis, celuy dont ie me tiens le plus glorieux, c’eſt l’honneur d’eſtre connu de vous, & de vous pouuoir ſouuent aſſeurer de bouche que ie ſeray touté ma vie,	Cest de là, MONSIEUR, qu'est venu tout le bonheur de Mélite, et quelques hauts effets qu'elle ait produit depuis, celui dont ie me tiens le plus glorieux, c'est l'honneur d'être connu de vous, et de vous pouvoir souvent assurer de bouche que je serai touté le vie,
MONSIEVR,	MONSIEUR,
Voſtre tres-humble & tres- obeyſſant ſeruiteur, CORNEILLE.	Votre très-humble et très- obéissant serviteur, CORNEILLE.
ACTEVRS.	ACTEURS.
ERASTE amoureux de Melite.	ERASTE amoureux de Melite.
TIRSIS amy d’Eraſte, & ſon rival.	TIRSIS ami d'Éraste, et son rival.
PITTETIDIVDamant de Cloris.	PITTETIDIVDamant de Cloris.
MELTTEmantrené d’Eraſte & de Tirſis.	MELTEmantrené d'Éraste et de Tirsis.
CLORIS ſœur de Tirſis.	CLORIS sœur de Tirsis.
LISIS amy de Tirſis.	LISIS ami de Tirsis.
LA NOVRRICE de Melite.	LA NOURRICE de Melite.
CLITORe vomuo mulite.	CLITORe vomuo mulite.
La Scene eſt à Paris.	La Scène est à Paris.
M COMEDIE.	M COMÉDIE.
A Lo	À Lo
SCENE PREMIERE.	SCÈNE PREMIÈRE.
ERASTE, TIRSIS.	ERASTE, TIRSIS.
ERASTE.	ERASTE.
ARMY tant de rigueurs n’eſt-ce pas choſe eſtrange Que rien n’eſt aſſez fort pour me reſoudre au change?	ARMY tant de rigueurs n'est-ce pas chose étrange Que rien n'est assez fort pour me résoudre au change?
Iamais vn pauure amant ne fut ſi mal traicté, Et iamais vn amant n’eut tant de fermnete, Melite a ſur mes ſens vne entiere puiſſance.	Jamais un pauvre amant ne fut si mal traité, Et jamais un amant n'eut tant de fermnette, Melite a sur mes sens une entière puissance.
Si ſa rigueur m’aigrit, ce n’eſt qu’en ſon abſence, Et i’ay beau meſnager dans vn eſloignement Vn peu de liberté pour mon reſſentiment, Vn ſeul de ſes regards l’eſtouffe & le diſſipe, Vn ſeul de ſes regards me ſeduit & me pipe, Et par vn ſi doux charme aueugle ma raiſon, Que ie cherche mon mal, & fuy ma gueriſon Son œil agit ſur moy d’vne vertu ſi forte Qu’il r’anime ſoudain mon eſperance morte, Combat les deſplaiſirs de mon cœur irrité, Et ſouſtient mon amour contre ſa cruauté:	Si sa rigueur m'aigrit, ce n'est qu'en son absence, Et j'ai beau ménager dans un éloignement Un peu de liberté pour mon ressentiment, Un seul de ses regards l'étouffe et le dissipe, Un seul de ses regards me séduit et me pipe, Et par un si doux charme aveugle ma raison, Que ie cherche mon mal, et fui ma guérison Son œil agit sur moi d'une vertu si forte Qu'il ranime anime soudain mon espérance morte, Combat les déplaisirs de mon cœur irrité, Et soutient mon amour contre sa cruauté:
Mais ce flateur eſpoir qu’il reiette en mon ame, N’eſt rien qu’vn impoſteur qui r’allume ma flame, Et reculant touſiours ce qu’il ſemble m’offrir Me fait plaire en ma peine, & m’obſtine à ſouffrir.	Mais ce flatteur espoir qu'il rejet en mon âme, N'est rien qu'un imposteur qui rume ma flamme, Et reculant toujours ce qu'il semble m'offrir Me fait plaire en ma peine, et m'obstine à souffrir.
TIRSIS.	TIRSIS.
Que ie te trouue, amy, d’vne humeur admirable!	Que ie te trouve, ami, d'une humeur admirable!
Pour paroiſtre eloquent tu te feins miſerable, Eſt-ce à deſſein de voir auec quelles couleurs Ie ſçaurois adoucir les traits de tes malheurs?	Pour paraître éloquent tu te feins misérable, Est-ce à dessein de voir auec quelles couleurs Je saurais adoucir les traits de tes malheurs?
Ne c’imagine pas que deſſus ta parole D’vne fauſſe douleur vn amy te conſole, Ce que chacun en dit ne m’a que trop appris Que Melite pour toy n’eut iamais de meſpris.	Ne c'imagine pas que dessus ta parole D'une fausse douleur un ami te console, Ce que chacun en dit ne m'a que trop appris Que Melite pour toi n'eût jamais de mépris.
ERASTE.	ERASTE.
Son gracieux accueil & ma perieuerance Font naiſtre ce faux bruit d’vne vaine apparence, Ses deſdains ſont cachez, bien que continuels, Et moins ils ſont connus, & plus ils ſont cruels.	Son gracieux accueil et ma périeuerance Font naître ce faux bruit d'une vaine apparence, Ses dédains sont cachés, bien que continuels, Et moins ils sont connus, et plus ils sont cruels.
TIRSIS.	TIRSIS.
En eſtant bien receu, du reſte que t'importe?	En étant bien reçu, du reste que t'importe?
C’eſt tout ce que tu veux des filles de ſa ſorte.	C'est tout ce que tu veux des filles de sa sorte.
ERASTE.	ERASTE.
Cét accez fauorable, ouuert & libre à tous, Ne me fait pas trouuer mon martyre plus doux, Sa hantiſe me perd, mon mal en deuient pire, Peu que lonr ti obtemi le boirheur où i’aſpire, Parler de mariage à ce cœur de rocher C’eſt l’vnique moyen de n’en plus approcher.	Cet accez favorable, ouuert et libre à tous, Ne me fait pas trouver mon martyre plus doux, Sa hantise me perd, mon mal en devient pire, Peu que lonr ty obtemi le boirheur où j'aspire, Parler de mariage à ce cœur de rocher C'est l'unique moyen de n'en plus approcher.
TIRSIS.	TIRSIS.
Ne diſſimulons point, tu regles mieux ta flame, Et tu n’es pas ſi foû que d'en lale ta femme.	Ne dissimulons point, tu règles mieux ta flamme, Et tu n'es pas si fou que d'en la ta femme.
