A MADEMOISELLE,  MADEMOISELLE DE RAMBOVILLET.	À MADEMOISELLE, MADEMOISELLE DE RAMBOUILLET.
1  ADEMOISELLE, 8 Depuis qu’vn homme qui meritoit beaucoup, puis qu’il meritoit voſtre eſtime;	1 1DEMOISELLE, 8 Depuis qu'un homme qui méritait beaucoup, puis qu'il méritait votre estime;
Ie veux dire mon cher & parfait Amy, feu Monſieur de Chandeuille (de qui ie regrette ſenſiblement la perte, & cheris la memoire vniquement) m’euſt donné l’honneur d’eſtre connu de voſtre Maiſon, ie fis vœu de ne mettre iamais rien auiour, qui n’en fuſt premier iugé digne dans l’Hoſtel de Ramboüillet:	Je veux dire mon cher et parfait Ami, feu Monsieur de Chandeuille (de qui était regrette sensiblement la perte, et chéris la mémoire uniquement) m'eût donné l'honneur d'être connu de votre Maison, tu fis vœu de ne mettre jamais rien aujour, qui n'en fut premier jugé digne dans l'Hôtel de Ramboüillet:
de tenir pour maximes indubitables toutes vos opinions, & pour arreſts ſouuerains tous les ſentimens de ces excellentes perſonnes, qui firent vn miracle en vous donnant l’eſtre.	de tenir pour maximes indubitables toutes vos opinions, et pour arrêts souverains tous les sentiments de ces excellentes personnes, qui firent un miracle en vous donnant l'être.
Ie penſe m’eſtre acquité iuſqu’icy fort religieuſemẽt de mon vœu:	Je pense m'être acquité jusqu'ici fort religieusemẽt de mon vœu:
Et ie m’aſſeure, MADEMOISELLE, que cette diuine Angelique, qui qui vous aime & que vous aimez auec tant de raiſon, ne me refuſera pas la faueur de vous teſmoigner qu’elle m’a veu dans le deſſein d’en vſer touſiours ainſi.	Et petit m'assure, MADEMOISELLE, que cette divine Angélique, qui qui vous aime et que vous aimez avec tant de raison, ne me refusera pas la faveur de vous témoigner qu'elle m'a vu dans le dessein d'en user toujours ainsi.
Et certes à vray dire, il eſt bien doux d’ãuoir des iuges auſſi pleins de bonté que de connoiſſance, & de qui la cenſure & l’approbation ſe trouuent également vtiles & glorieuſes:	Et certes à vrai dire, il est bien doux d'ãuoir des juges aussi pleins de bonté que de connaissance, et de qui la censure et l'approbation se trouvent également utiles et glorieuses:
Mon VASSAL GENEREVX à qui vous auez fait l’honneur d’accorder la derniere, apres auoir eu l’applaudiſſement du Theatre, va taſcher d’obtenir C--- 6  - ſous voſtre Nom celle des ruelles & des cabinets:	Mon VASSAL GÉNÉREUX à qui vous avez fait l'honneur d'accorder la dernière, après avoir eu l'applaudissement du Théâtre, va tâcher d'obtenir Ç- 6 - sous vôtre Nom celle des ruelles et des à:
ce ſeroit là qu’il entreprendroit vos loüanges, & qu’il diroit qu’on voit en vous;	ce serait là qu'il entreprendrait vos louanges, et qu'il dirait qu'on voit en vous;
27- 0 101 O merueille des yeux, aimable autant qu'aimée, H La Uertu ſous le voile, & Pallas deſarmée.	27- 0 101 Ô merveille des yeux, aimable autant qu'aimée, H La Uertu sous le voile, et Pallas désarmée.
Mais il ſçait bien que la beauté de voſtre portraict vous feroit rougir:	Mais il sait bien que la beauté de votre portrait vous ferait rougir:
