M.	M.
DC.	DC.
LXIX.	LXIX.
AVEC PRIVILEGE DV ROY	AVEC PRIVILÈGE DU ROY
A MESSIRE NICOLAS POTIER CHEVALIER, SEIGNEVR DE NOVION, &c.	À MESSIRE NICOLAS POTIER CHEVALIER, SEIGNEUR DE NOUION, etc.
Commandeur des Ordres du Roy, Conſeiller de Sa Majeſté en tous ſes Conſeils, & Preſident à Mortier auParlement de Paris.	Commandeur des Ordres du Roi, Conseiller de Sa Majesté en tous ses Conseils, et Président à Mortier auParlement de Paris.
trop d'obligations pour ſe diſpenſer de l’hommage qu'elle vous vient rendre:	trop d'obligations pour se dispenser de l'hommage qu'elle vous vient rendre:
Elle n'attribue qu'à vous ſeul l’auantage qu'elle à eu de plaire & de diuertir;	Elle n'attribue qu'à vous seul l'avantage qu'elle a eu de plaire et de divertir;
& l’approbation qu’elle a euë, eſt vn effet de l'eſtime que toute la France fait des choſes que vous honorez de la voſtre.	et l'approbation qu'elle a eue, est un effet de l'estime que toute la France fait des choses que vous honorez de la vôtre.
Ouy, MONSEIGNEVR, la lecture que a eus l’honneur de vous en faire auant qu’elle fut repreſentée, & la bonte que cum emſets de me témoigner qu’elle ne vous auoit pas déplû, me firent ſortir des bornes que la modeſtie me deuoit preſcrire;	Oui, MONSEIGNEUR, la lecture que a eus l'honneur de vous en faire avant qu'elle fut représentée, et la bonté que cum emsets de me témoigner qu'elle ne vous avait pas déplu, me firent sortir des bornes que la modestie me devait prescrire;
ie ne pùs empeſcher la joye que t'en 4uois d'éclater, ie le publiay par tout, & la ſuite ma fait connoiſtre que l’on a trop de veneration pour vous, pour oſer appeller de vos jugemens, & que l’on a trop déferé au diſcernement judicieux que l'on ſçait que vous faites de chaque choſe pour examiner les defauts d’vne Piece, où vous auez bien voulu n'en point trouuer.	Ne ne peux empêcher la joie que t'en 4uais d'éclater, toujours le publiai par tout, et la suite ma fait connaître que l'on a trop de vénération pour vous, pour oser appeler de vos jugements, et que l'on a trop déféré au discernement judicieux que l'on sait que vous faites de chaque chose pour examiner les défauts d'une Pièce, où vous avez bien voulu n'en point trouver.
Ainſi, MONSEIGNEVR, apres les auantages qu'elle a tirez de l’accueïl fauorable que vous auez eu la bonté de luy faire, elle n’a plus d’ambition que celle de ſe voir honorée d’vne protection auſſi glorteuſe que la vostre;	Ainsi, MONSEIGNEUR, après les avantages qu'elle a tirez de l'accueil favorable que vous avez eu la bonté de lui faire, elle n'a plus d'ambition que celle de se voir honorée d'une protection aussi glorteuse que la vôtre;
Elle vous regarde comme la merueille du Siecle où elle a eu le bonheur de paroistre, & comme t'etunne ment	Elle vous regarde comme la merveille du Siècle où elle a eu le bonheur de paraître, et comme t'unne ment
Extrait du Priuilege du Roy.	Extrait du Privilège du Roi.
DAr Grace & Priuilege du Roy, donné à Paris le T24.	DAr Grâce et Privilège du Roi, donné à Paris le T24.
jour de Mars 1669.	jour de Mars 1669.
