A NOBLE ET VERTVEVSE Dame RENE’E de Rouxel de Meuuuy, Murquije dc ia Londe.	À NOBLE ET VERTVEVSE Dame RENE de Rouxel de Meuuuy, Murquije dès donc Londe.
ADAME, Cette Bergere eſtoit preſque reſoluë de demeurer dans la ſolitude ſans ſe faire voir au monde, apprehendant les diuers accidens qu’vne perſonne de ſa condition y peut courre, n’eſtant le plus ſouuent eſtimée que de peu de gens:	ADAME, Cette Bergère était presque résolue de demeurer dans la solitude sans se faire voir au monde, appréhendant les divers accidents qu'une personne de sa condition y peut courre, n'étant le plus souvent estimée que de peu de gens:
Lors que ie luy ay repreſenté que ce peu ſuffit, pourueu qu’ils ſoyent releuez de merite & d’vn bel eſprit, tel que le Ciel vous a fauoriſée, MADAME, ſubjet qui luy fait ſe donner à vous, & voir la luiiere ious le loiei de voitre nom, l’ayant aſſeurée que vous la regarderez de bon œil en faueur de ſon Autheur qui a touſiours eſté & eſt,	Lors queai lui ai représenté que ce peu suffit, pourvu qu'ils soient relevés de mérite et d'un bel esprit, tel que le Ciel vous a favorisée, MADAME, sujet qui avait fait se donner à vous, et voir la luiière jou le loiei de voitre nom, l'ayant assurée que vous la regarderez de bon œil en faveur de son Auteur qui a toujours été et est,
MADAME, Voſtre tres-humble ſeruiteur, D’AVES.	MADAME, Votre très-humble serviteur, D'AVÉ.
Partenis Criſis Berger.	Partenis Cris Berger.
Berger.	Berger.
Philiſtée Bergere.	Philistée Bergère.
Leonitte Hermon Bergere.	Léonitte Hermon Bergère.
Berger.	Berger.
Demonax Magicien.	Démonax Magicien.
Les Demons.	Les Demons.
EGRAME.	ÉGRAME.
Il faut, Lecteur, que ie te die Que ie demeure en Normandie:	Il faut, Lecteur, que sans te die Que ie demeure en Normandie:
Le lieu de ma Natiuité Est prés FaleZe, du côté où le Soleil commence à luire A l'oppoſite de Zefire.	Le lieu de ma Nativité Est prés Falése, du côte où le Soleil commence à luire A l'opposite de Zefire.
PHILISTEE, PASTORALE.	PHILISTE, PASTORALE.
ACTE I.	ACTE I.
PARTENIS, CRISIS, PHILISTE’E, LEONITTE.	PARTENIS, CRISIS, PHILISTE, LEONITE.
SCENE I.	SCÈNE I.
PARTENIS ET CRISIS.	PARTENIS ET CRISIS.
Partenis.	Partenis.
’Eſt de ce coup que ie ſuis attrapé, Apres auoir longuement échapé Deuant amour qui courant bien plus vite, Sans y penſer m’a prins à l’improuiſte Par les attraits d’vne ieune beauté, De qui iamais l'on ne ſe fut douté, Et ce d’autant que depuis qu’elle eſt née Elle n’atteint que la douziéme année.	Est de ce coup que je suis attrapé, Après avoir longuement échappé Deuant amour qui courant bien plus vite, Sans y penser m'a prins à l'improuiste Par les attraits d'une jeune beauté, De qui jamais l'on ne se fut douté, Et ce d'autant que depuis qu'elle est née Est n'atteint que la douzième année.
Criſis.	Cris.
Tant mieux pour vous, & voicy ma raiſon, C’eſt qu’elle eſtant encore en la ſaiſon De ſon enfance elle a moins d’art fice, Et pourrez mieux vous la rendre propice.	Tant mieux pour vous, et voici ma raison, C'est qu'elle étant encore en la saison De son enfance elle a moins d'art fiée, Et pourrez mieux vous la rendre propice.
A 3	A 3
Partenis.	Partenis.
Croyant cela vous eſtes abuté.	Croyant cela vous êtes abuté.
Certes leur ſexe en tout aage eſt rusé.	Certes leur sexe en tout âge est rusé.
Criſis.	Cris.
Vous m’auoürez qu’en ſi tendre ieuneſſe Elle ne peut auoir grande fineſſe, eui pens tanon, corde meceſsite.	Vous m'aurez qu'en si tendre jeunesse Elle ne peut avoir grande finesse, eui pens tanon, corde mecessite.
Qu’il faut tres-bien eſtre experimenté.	Qu'il faut très-bien ici expérimenté.
Partenis.	Partenis.
Comme l’on voit que la ſage nature Donne en naiſſant à chaque creature Certain inſtinc, qui fait qu’elle pourſuit Son propre bien & ſon contraire fuit:	Comme l'on voit que la sage nature Donne en naissant à chaque créature Certain instinc, qui fait qu'elle poursuit Son propre bien et son contraire fuit:
Ainſi, Criſis, à la femme volage mne te anune vanqee en parlage, Si bien qu’il n’eſt aucunement beſoin Qu'à luy monſtrer on prenne quelqhe ſoin.	Ainsi, Cris, à la femme volage mune te anne vane en parlage, Si bien qu'il n'est aucunement besoin Qu'à M monstrer on prenne quelquehe soin.
Criſis.	Cris.
Certes ce poinct eſt hors de controuerſe:	Certes ce point est hors de controuerse:
Mais comme on voit la nature diuerſe Ne donner pas meſme temperament A meſme eſpece, ains fort diuerſement:	Mais comme on voit la nature diverse Ne donner pas même tempérament A même espèce, ains fort diversement:
Ainſi ie dy que le Ciel peut bien faire Qu’on trouuera quelque ame debonnaire Parmy leur ſexe a qui noſtre amitié Et nos trauaux pourront faire pitié, Mais außi vray c’eſt vne choſe rare Et qu’à bon droit au phœnix l’on compare.	Ainsi ie dis que le Ciel peut bien faire Qu'on trouvera quelque âme débonnaire Parmi leur sexe a qui notre amitié Et nos travaux pourront faire pitié, Mais aussi vrai c'est quelque chose rare Et qu'à bon droit au phœnix l'on compare.
Partenis.	Partenis.
