ACTE PREMIER.	ACTE PREMIER.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
Doralys, Lycoris.	Doralis, Lycoris.
Philyrie, Doralys.	Philyrie, Doralis.
A le Soleil paroiſſant ſur ce Mont, Ve Pour y guider mes agneaux me ſemont, Allez brebis, allez ma chere troupe:	À le Soleil paraissant sur ce Mont, Ve Pour y guider mes agneaux me semont, Allez brebis, allez ma chère troupe:
Tondre l’honneur de cette verte croupe, Et moy tandis auec mon chalumeau, J’iray chantant ſoubs les bras d’vn OrmeauO vie honneſte, & du bon heur ſuiuie, Si Cupidon ne troubloit noſtre vie, Ains nous laiſſoit, comme ſimple Bergers, Viure en repos par ces lieux boccagers!	Tondre l'honneur de cette verte croupe, Et moi tandis avec mon chalumeau, J'irai chant sous les bras d'un Ormeau vie honnête, et du bon heur suivie, Si Cupidon ne troublait notre vie, Ains nous laissait, comme simple Bergers, Vivre en repos par ces lieux boccagers!
Ce Dieu faſché de l’aiſe de noſtre ame, Ces froids deſerts à tous remplis de flame, Si qu’en ces champs, autres fois le ſeiour De la franchiſe on n’oit plus rien qu'Amour.	Ce Dieu fâché de l'aise de notre âme, Ces froids déserts à tous remplis de flamme, Si qu'en ces champs, autres fois le séjour De la franchise on n'ait plus rien qu'Amour.
Mais vn Amour qui fait ſa paix d’alarmes, Et d’vn ſoubs ris va tirant mille alarmes, Aux premiers temps de nos ruſticitez, Que les Paſteurs ne hantoient aux Citez, Et que les grands, quittant leurs cours ſuperbes, N’auoient foulé nos champs tapiſſez d’herbes, Par les taillis, par les belles foreſts, Aux ombres mols, & autres moins ſecrets, Sans que la fraude abuſaſt la ſimpleſſe, 1 7r7- C.	Mais un Amour qui fait sa paix d'alarmes, Et d'un soubs ris va tirant mille alarmes, Aux premiers temps de nos rusticités, Que les Pasteurs ne hantoient aux Cités, Et que les grands, quittant leurs cours superbes, N'avaient foulé nos champs tapissez d'herbes, Par les taillis, par les belles forêts, Aux ombres mols, et autres moins secrets, Sans que la fraude abusât la simplesse, 1 7- Ç.
Er	Er
L’Amant eſtoit chery de ſa maiſtreſſe, Car la rigueur, treſpas des beaux deſirs, Qui va ſeichant la fleur de nos plaiſirs, N’auoit appris à la gent toute pure De refuſer, ce que donnoit nature, On ne ſçauoit que c’eſtoit que tromper, Ny d’vn ſerment l’innocence attraper, Les ſaincts ſouſpirs trop pipereſſe amorce, De l’eſtomach n’eſtoient pouſſez à force, Les traiſtres pleurs par contraincte tirez De l’œil non triſte, eſtoient lors ignorez:	L'Amant était chéri de sa maîtresse, Car la rigueur, trépas des beaux désirs, Qui va séchant la fleur de nos plaisirs, N'avait appris à la gent toute pure De refuser, ce que donnait nature, On ne savait que estoit que tromper, Ny d'un serment l'innocence attraper, Les saints soupirs trop pipéresse amorce, De l'estomach n'étaient poussez à force, Les traîtres pleurs par contraincte tirez De l'œil non triste, étaient lors ignorez:
Tout eſtoit ſainct, l’amitié non maſquée, Et l’art n’ayant la nature offuſquee.	Tout était saint, l'amitié non masquée, Et l'art n'ayant la nature offusquée.
O aage d’or!	Ô âge d'or!
aage qui n'as laiſſé Rien qu’vn regret d’eſtre ſi toſt paßé!	âge qui n'as laissé Rien qu'un regret d'être si tôt passé!
Las!	Las!
pauure moy!	pauvre moi!
moy triſte & miſerable!	moi triste et misérable!
Que ne veſcu-ie en ſiecle tant aymable, Sans qu’vn deſtin ſeuere & rigoureux, M’ait reſerué en temps ſi malheureux?	Que ne vécu-je en siècle tant aimable, Sans qu'une destin sévère et rigoureux, M'ait réservé en temps si malheureux?
En temps maudits, ou la foy tant priſée En ces vieux ans ſert ores de riſee, Où l’amour ſaincte & la fidelité, A pour guerdon haine, & deſloyauté, Et ou l’amour monſtrant ſon iniuſtice, Du prix des bons recompence le vice:	En temps maudits, ou la foi tant prisée En ces vieux ans sert ores de risée, Où l'amour sainte et la fidélité, A pour guerdon haine, et déloyauté, Et ou l'amour montrant son injustice, Du prix des bons récompense le vice:
Mais que me ſert d’aigrir ainſi ma voix, Et d’animer par mes clameurs ce bou?	Mais que me sert d'aigrir ainsi ma voix, Et d'animer par mes clameurs ce bou?
Des cieux roulants la carriere eternelle,	Des cieux roulants la carrière éternelle,
Ou Theureule Bergere.	Ou Theureule Bergère.
