DEDIE’EA MONSEIGNEVR L LEMI(CE DE CONTY.	DÉDIE'A MONSEIGNEUR L EMICE DE CONTY.
A PARIS, Chez TOVSSAINCT QVINET, au Palais, dans la petite, Salle, ſous la montée de la Cour des Aydes.	À PARIS, Chez TOUSAINCT QUINET, au Palais, dans la petite, Salle, sous la montée de la Cour des Aydes.
M.	M.
DC.	DC.
L.	L.
Auic Priuilege du Roy.	Auic Privilège du Roi.
	
A MONSEIGNEVR MONSEIGNEVR D2 L.	À MONSEIGNEUR MONSEIGNEUR D2 L.
i1 i.	i1 y.
.	.
2.	2.
LE PRINCE N I L ONSEIGNEVR, *Cet Vylſſe:	LE PRINCE NE IUR INSEIGNEUR, *Cet Vylsse:
que je preſente à voſtre Alteſſe, eſt bien different de celuy que le Prince des Poëtes a fait le heros de la prudence, & la parfaite idée d’vne conſtance inuincible:	que je présente à votre Altesse, est bien différent de celui que le Prince des Poètes a fait le héros de la prudence, et la parfaite idée d'une constance invincible:
s’il auoit conſerué entre mes mains toutes les beautez de ſon original, il ſeroit aſſeuré de ſa bonne fortune, l’eſtant depuis tant de ſiecles de ſon merite & de ſa reputation.	s'il avait conservé entre mes mains toutes les beautés de son original, il serait assuré de sa bonne fortune, l'étant depuis tant de siècles de son mérite et de sa réputation.
Ce n’eſt que l’image d’vn ſi grãd homme, que ie viens mettre à vos pieds ſous la ſoible imitation d’vne vertu ſi heroique.	Ce n'est que l'image d'un si grand homme, que tu viens mettre à vos pieds sous la soible imitation d'une vertu si héroïque.
Il dépend maintenant de Voſtre Alteſſe, de luy faire voir le iour auec honneur.	Il dépend maintenant de Votre Altesse, de lui faire voir le jour avec honneur.
ou de le laiſſer pour jamais dans les ombres du theatre, pour y cacher ſes deffauts par l'addreſſe des Acteurs & ſous la magnificence du ſpectacle.	ou de le laisser pour jamais dans les ombres du théâtre, pour y cacher ses défauts par l'adresse des Acteurs et sous la magnificence du spectacle.
Il n’auroit garde, MONSEIGNEVR, d’en décendre ny de quitter vn lieu qui luy eſt ſi fort auantageux, s’il pouuoit ſans en ſoftir faire ſçauoir à Voſtre Alteſſe que plein de reſſentiment pour les teſmoignages d’eſtime & d’amitié qu’il a receu de vous ſous ſes habits natu:	Il n'aurait garde, MONSEIGNEUR, d'en décendre ni de quitter un lieu qui lui est si fort avantageux, s'il pouvait sans en sofir faire savoir à Votre Altesse que plein de ressentiment pour les témoignages d'estime et d'amitié qu'il a reçu de vous sous ses habits nattu:
rels, il n’en a pris à la Françoiſe que pour eſtre deſormais de voſtre Cour.	rels, il n'en a pris à la Française que pour être désormais de votre Cour.
Il n’y a que -------.	Il n'y a que --.
.	.
.	.
.	.
EIRSENL.	EIRSENL.
Voſtre Alteſſe qui puiſſe obliger ſes pareils à venir faire leur ſeiour en France;	Votre Altesse qui puisse obliger ses pareils à venir faire leur seiour en France;
pour les y traiter ſelon leur merite;	pour les y traiter selon leur mérite;
il faut les cognoiſtre comme vous faites parfaitement, & poſſeder vne generoſité toute pure & toute eminente comme la Voſtre.	il faut les connaître comme vous faites parfaitement, et posséder une générosité toute pure et toute éminente comme la Votre.
Tout le monde ſçait, MONSEIGNEVR, que cette Royale vertu eſt en vous l’ame de toutes les autres;	Tout le monde sait, MONSEIGNEUR, que cette Royale vertu est en vous l'âme de toutes les autres;
qu’elle eſt voſtre caractere particulier, & qu’à l’exemple des Heros de l'antiquité, qui ſe ſont faits diſcerner par des noms empruntés, ou de quelque action eſclatante de leur vie, ou de quelqque grande qualité attachée ſingulierement à leurs perſonnes, nos hiſtoires doiuent vn iour en parlant de Voſtre Alteſſe vous faire cognoiſtre à la poſterité par le titre de genereux.	qu'elle est votre caractère particulier, et qu'à l'exemple des Héros de l'antiquité, qui se sont faits discerner par des noms empruntés, ou de quelque action éclatante de leur vie, ou de quelque grande qualité attachée singulièrement à leurs personnes, nos histoires doivent un jour en parlant de Votre Altesse vous faire connaître à la postérité par le titre de généreux.
Cette magnifique vertu a fait vn bruit ſur le parnaſſe, qui commence d’en bannir cette honteuſe conſternation, & cette profonde obſ eurité, dans laqueſe les muſes demeuroient iepuis quelque temps enſeue lies.	Cette magnifique vertu a fait un bruit sur le parnasse, qui commence d'en bannir cette honteuse consternation, et cette profonde obs eurité, dans laques les muses demeuraient trouver quelque temps ensevue lies.
Voicy, MONSEIGNEVR, entre croy qui ſe preſente publiquement à vous;	Voici, MONSEIGNEUR, entre crois qui se présente publiquement à vous;
toutes ſes compagnes ont les yeux tournez ſur Voſtre Alteſſe pour voir l’accueil qu’elle luy fera, & regler là deſſus toures leurs eſperances.	toutes ses compagnes ont les yeux tournés sur Votre Altesse pour voir l'accueil qu'elle avait fera, et régler là dessus toures leurs espérances.
Veritablement ce ſeroit vne aſſez mnauuaiſe politique à cette ſçauante ſocieté de commettre à la moindre d’entr’elles vn eſſay, que ſonpeu de merite rend extremément dangereux:	Véritablement ce serait une assez mnauuaise politique à cette savante société de commettre à la moindre d'entr'elles un essay, que sonpeu de mérite rend extremément dangereux:
Elles deuroient ſans doute venir toutes en corps ſalüer Voſtre Alteſſe, ou du moins pour s’acquitter d’vn deuoir, qui luy eſt ſi fort important, deputer la plus apparente de la troupe.	Elles devraient sans doute venir toutes en corps saluer Votre Altesse, ou du moins pour s'acquitter d'un devoir, qui lui est si fort important, députer la plus apparente de la troupe.
Mais, MONSEIGNEVR, l’impatience de cellecy leur a oſté le loiſir d’en deliberer, & c’eſt par vne deuotion particuliere qu’elle vient toute ſeule implorer voſtre protection;	Mais, MONSEIGNEUR, l'impatience de cellecy leur a ôté le loisir d'en délibérer, et c'est par une dévotion particulière qu'elle vient toute seule implorer votre protection;
& vous aſſurer;	et vous assurer;
en meſme temps que tous ſes vœux ſeront exaucez, ſi elle obtienupour.	en même temps que tous ses vœux seront exaucés, si elle obtienupour.
moy d’eſtre vm iour parvoſtre chom,autant que ie le ſſiis par!	moi d'être vu jour parvôtre chom,autant que ici le ssiis par!
mon inclinatiom!	mon inclinatiom!
n MONSEIGNEVR;	 MONSEIGNEUR;
Dé Voſtie - l.	Dé Vôtie - l.
3.	3.
Aieeſte,	Aieeste,
AR grace & priullegedu Roy donné à Paris le T1o.	AR grâce et priullegedu Roi donné à Paris le T1o.
iour de Nouembre 1648.	jour de Novembre 1648.
Signé, Par le Roy en ſon Conſeil, Le Biun.	Signé, Par le Roi en son Conseil, Le Biun.
Il eſt permis à Touſſainct Quinet Marchand Libraire à Paris, d’imprimer ou faire imprimer, vendre & diſtiibuer vne piece de Theatre intitulée Vlyſſe dans l’iſle de Circé, ou Euriloche foudroyé, par le ſieur Boyer, durant le temps & eſpace de cinq ans, à compter du iour qu’il ſera acheué d’imprimer:	Il est permis à Toussaint Quinet Marchand Libraire à Paris, d'imprimer ou faire imprimer, vendre et distiibuer une pièce de Théâtre intitulée Vlysse dans l'Île de Circé, ou Euriloche foudroyé, par le sieur Boyer, durant le temps et espace de cinq ans, à compter du jour qu'il sera achevé d'imprimer:
