miolgi va oon do vupodo riompailea poin a hD vioiil menoTavi onb mienmaqv	miolgi va oon do vupodo riompailea poin à hD vioiil menoTavi onb mienmaqv
midizino e pumrpods diemomcandim i um a	midisino e umrpods diemomcandim y a
ONNET A MADAME NOTEIDA	ONNET À MADAME NOTEIDA
MRISTINE Incomparable, & vrayment O Heroïne, Que peux-tudemer !	MRISTINE Incomparable, et vraiment Ô Héroïne, Que peux-tudemer !
ie Ciert a tout donne;	Elle Ciert a tout donne;
C’eſt luy dont la faueur à l’imiter t’incline, Ou luy par qui ton cœur s’y ſent determiné.	C'est lui dont la faveur à l'imiter t'incline, Ou tu par qui ton cœur s'y sent déterminé.
Ah!	Ah!
que ne tiens tu pas d’vne telle origine, Tu tiens du Ciel vn cœur que luy ſeul a borné;	que ne tiens tu pas d'une telle origine, Tu tiens du Ciel un cœur queblé seul a borné;
Si ton Sang eſt Royal, ton humeur eſt diuine, Et ton moindre auantage eſt vn front couronné.	Si ton Sang est Royal, ton humeur est divine, Et ton moindre avantage est un front couronné.
Mille & mille Vertus qui forment ton partage Doiuent forcer l’enuie, à te rendre vn hommage;	Mille et mille Vertus qui forment ton partage Doivent forcer l'envie, à te rendre un hommage;
En effet ſous tes pieds ce monſtre eſt abbatu,	En effet sous tes pieds ce monstre est abattu,
Rien ne ſçauroit choquer ton repos ny ta gloire;	Rien ne saurait choquer ton reposagez ta gloire;
Et ſi le Ciel deuoit vn thrône à ta vertu, Il ne peut moins deuoir qu’vn Temple à ta memoire.	Et si le Ciel devait un trône à ta vertu, Il ne peut moins devoir qu'un Temple à ta mémoire.
le l'vnique Chriſtine de France Ducheſſe Souueraine de Sauoye.	le l'opique Christine de France Duchesse Souveraine de Savoie.
Ce n’eſt pas que Zenobie ſe plaigne au Ciel de vous auoir donnée à la terre;	Ce n'est pas que Zénobie se plaigne au Ciel de vous avoir donnée à la terre;
bien eſloignée de ce ſentiment, elle vient vous proteſter par ma voix, qu’elle eſt moins glorieuſe d’auoir eſté l'objet de la venenation de ſon temps, que d’auoir ſeruy de premiere Idée à la Nature pour ſe former tout ce qui compoſe Voſtre ALTESSE ROYALE.	bien éloignée de ce sentiment, elle vient vous protester par ma voix, qu'elle est moins glorieuse d'avoir été l'objet de la venenation de son temps, que d'avoir servi de première Idée à la Nature pour se former tout ce qui compose Votre ALTESSE ROYALE.
Ie veux dire cette perfection conſommée qui vous rendant par preference à toute autre l'Heroïne de voſtre Sexe, force Zenobie de venir iuſques dans la Capitale de vos Eſtats vous auoüer qu’elle n’eſt plus que voſtre ombre, & me porte à vous rendre vn hommage quevoſtre merite extraordinaire exige de tout le monde.	Je veux dire cette perfection consommée qui vous rendant par préférence à toute autre l'Héroïne de votre Sexe, force Zénobie de venir jusques dans la Capitale de vos États vous auoüer qu'elle n'est plus que votre ombre, et me porte à vous rendre un hommage quevotre mérite extraordinaire exige de tout le monde.
