ACTEURS.	ACTEURS.
LA COMTESSE dElcaibagnas.	LA COMTESSE dElcaibagnas.
LE COMTE, son nis	LE COMTE, son nis
LE VICOMTE, Amant de june.	LE VICOMTE, Amant de june.
ULIE, Amante du Vicomte.	ULIE, Amante du Vicomte.
MONSIEUR TIBAUDIER, Conſeiller, Amunt de lu domnciic.	MONSIEUR TIBAUDIER, Conseiller, Amunt de lu domnic.
MONSIEUR HARPIN, Receveur des Tailles, autre Aſnant de la Comteſſe.	MONSIEUR HARPIN, Receveur des Tailles, autre Ânant de la Comtesse.
M’ONSIEuR BOriNET, Precepteur de Monſieur le Comte.	M'ONSIEuR BOriNET, Précepteur de Monsieur le Comte.
ANDRE’E, Suivante de la Comteſſe.	ANDRE'E, Suivante de la Comtesse.
BEANNOT, Laquais de Monſieur Tibaudier.	BEANNOT, Laquais de Monsieur Tibaudier.
CRIQUET, Laquais de la Comteſſe.	CRIQUET, Laquais de la Comtesse.
La Scene eſt à Angouleſine.	La Scène est à Angoulesne.
LA	LA
LA COMTESSE D’ESCARBAGNAS, COMEDIE.	LA COMTESSE D'ÉCARBAGNAS, COMÉDIE.
ACTE PREMIER.	ACTE PREMIER.
SOLNVE IREMIERL.	SOLNVE IREMIERL.
ULIE, LE VICOMTE.	ULIE, LE VICOMTE.
LE VICOMTE.	LE VICOMTE.
E, quoy Madame, vous eſtes déja iicy?	E, quoi Madame, vous êtes déjà jici?
QV u LIE.	Q U IE.
Oüy, vous en devriez rougir, Cleante, & il n’eſt guere honneſte à un Amant de venir le dernier au tendez-vous.	Oui, vous en devriez rougir, Cléante, et il n'est guère honnête à un Amant de venir le dernier au tendez-vous.
E VICOMTE.	 VICOMTE.
Je ſerois icy il y a une heure, s’il n’y avoit point de fâcheux au monde, & j’ay eſté arreſté en chemin min par un vieux importun de qualité, qui m'a demandé tout exprés des nouvelles de la Cour, pour trouver moyen de m’en dire des plus extravagantes qu’on puiſſe debiter, & c’eſt là, comme vous ſçovez, le fleau des petites Villes, que ces grands Nouvelliſtes qui cherchent par tout où répandre les contes qu’ils ramaſſent.	Je serais ici il y a une heure, s'il n'y avait point de fâcheux au monde, et j'ai été arrêté en chemin min par un vieux importun de qualité, qui m'a demandé tout exprès des nouvelles de la Cour, pour trouver moyen de m'en dire des plus extravagantes qu'on puisse débiter, et c'est là, comme vous sav, le fléau des petites Villes, que ces grands Nouvellistes qui cherchent partout où répandre répandre les contes qu'ils ramassent.
Celuy-cy m’a montre d’abord deux feüilles de papier, pleines juſques aux bords d’un grand fatras de balivernes, qui viennent, m’a teil dit, de l’endroit le plus ſeur du monde.	Celui-cy m'a montre d'abord deux feuilles de papier, pleines jusques aux bords d'un grand fatras de balivernes, qui viennent, m'a teil dit, de l'endroit le plus sûr du monde.
En ſuite, comme d’une choſe fort curieuſe, il m’a fait avec grand myſtere une fatigante lecture de toutes les méchantes plaiſanteries de la Gazette de Hollande, dont il épouſe les intereſts.	En suite, comme d'une chose fort curieuse, il m'a fait avec grand mystère une fatigante lecture de toutes les méchantes plaisanteries de la Gazette de Hollande, dont il épouse les intérêts.
Il tient que là France eſt bâtuë en ruine par la plume de cet Ecrivain, & qu’il ne faut que ce bel eſprit pour défaire toutes nos Trouppes;	Il tient que là France est bâtuë en ruine par la plume de cet Écrivain, et qu'il ne faut que ce bel esprit pour défaire toutes nos Troupes;
