LES IE I P FACECIEVSES E PIERRE DE L’ARIVEY,	LES IE I E FACECIEUSES E DE DE L'ARIVEI,
CHAMPENOIS.	CHAMPENOIS.
A l’imitat ion des anciens Grecs, Latins, & modernes Italiens.	À l'imitât ion des anciens Grecs, Latins, et modernes Italiens.
ScAVOIR, Le Laquais.	SAUOIR, Le Quais.
La Veſue.	La Vesue.
Les Eſprits.	Les Esprits.
Le Morfondu.	Le Morfondu.
Les IaiomauLes Eſcoulers.	Les JaiomauLes Escoulers.
11.	11.
A MONSIEVR D’AMBOISE ADVOCATEN Paſſement.	À MONSIEUR D'AMBOISE ADVOCATEN Passement.
A ONSIEVR, i’ay touſiours penſé, que ma nouuelle facõ d’eſcrire en ce nouuean  genre de Comedie, qui n’a encores eſté beaucoup pratiqué entre nos François, ne ſera tant bien reçeuë de quelques vns trop ſeueres, comme ie ſerois aiſe me le pouuoir perſuader.	À ONSIEUR, j'ai toujours pensé, que ma nouvelle facion d'écrire en ce nouvean genre de Comédie, qui n'a encore été beaucoup pratiqué entre nos Français, ne sera tant bien reçue de quelques uns trop sévères, comme tu serois aise me le pouvoir persuader.
Occaſion qui m’a long temps fait douter, ſi ie deuoy faire-voir le iour à ce mien petit ouurage baſty à la moderne, & ſur le patron de pluſieurs bons auteurs Italiens, comme Laurens de Medecis, pere du Pape Leon dixiéme, Fran çois Graſſin, Vincẽt Gabien, Hieroſme Raz Nicolas Bonnepart, Loys Dolce, & autres qui ont autant acquis de reputation en leur viuant, & eſperé de memoire apres leur decez, s’esbatans en ces Comedies morales & facecieuſes, comme s’exerçans en l’hiſtoire, ou en la philoſophie, eſquelles ils n’eſtoient pas moins verſez qu’en toutes bonnes ſciences.	Occasion qui m'a long temps fait douter, si mieux devoi faire-voir le jour à ce mien petit ouvrage bâti à la moderne, et sur le patron de plusieurs bons auteurs Italiens, comme Laurens de Médecis, père du Pape Léon dixième, Fran çois Grassin, Vincẽt Yen, Hierme Raz Nicolas Bonnepart, Loiss Dolce, et autres qui ont autant acquis de réputation en leur vivant, et esperé de mémoire après leur décès, s'esbatans en ces Comédies morales et face, commeassexerçans en histoire, ou en la comme, s' his toi pas moins re en toutes bonnes sciences.
