AU A V I LECTEUR.	AU À V I LECTEUR.
A troupe de Moliere ayant bien voulu borner la gloire de cet Illuſtre Auteur pour la ſatisfaction du Public dans la ſeule repre ſentation du Malade Imaginaire, ſans en laiſſer imprimer la veritable copie, quelques gens ſe ſont adviſez de compoſer une piece à laquelle ils ont donné ce meſme titre dont on en a fait pluſieurs impreſſions tant dedans que dehors le Royaume qui ont eſte debitées, leſquelles ont juſqu’à preſent abuſé bien du monde;	À troupe de Molière ayant bien voulu borner la gloire de cet Illustre Auteur pour la satisfaction du Public dans la seule repre sentation du Malade Imaginaire, sans en laisser imprimer la véritable copie, quelques gens se sont advisez de composer une pièce à laquelle ils ont donné ce même titre dont on en a fait plusieurs impressions tant dedans que dehors le Royaume qui ont este bité, lesquelles ont jusqu'à présentement abusé bien du monde;
mais les Memoires ſur leſquel, ces gens là avoient travaillé, ou l'idée qu’ils croyoient avoir conſervee de la piece, lors qu’ils l’avgient veu repreſenter ſe ſont trouvé ſi eſloignez de l’original & du ſujet meſme, qu’aulien de plaire ils n’ont fait qu’inſpirer des deſirs plus preſſans de voir celle de cet illuſtre qui avoit ſi bien ſceu remarquer les de ffants de la medecine & de ceux qui en exercent la pratique;	mais les Mémoires sur lesquel, ces gens là avaient travaillé, ou l'idée qu'ils croyaient avoir conservée de la pièce, lors qu'ils l'avgient vu représenter se sont trouvé si éloignez de l'original et du sujet même, qu'aulien de plaire ils n'ont fait qu'inspirer des désirs plus pressants de voir celle de cet illustre qui avait si bien su remarquer les de fant de la médecine et de ceux qui en exercent la pratique;
Cette impreſſionaicy la fera diſtinguer des autres, n'y ayant aucune reſſemblance ſi non au titre;	Cette impressionaici la fera distinguer des autres, n'y ayant aucune ressemblance si non au titre;
& il eſtoit fort aiſé de voir qu’un ſi habile homme n’avoil fatt une ſi pitoyable piece qui auroit plutoſt ſervi à ternir ſa repuration qu’a augmenter ſa gloire C’eſt ce qui fait que nous la donnons au Public;	et il était fort aisé de voir qu'un si habile homme n'avoil fatt une si pitoyable pièce qui aurait plutôt servi à ternir sa repuration qu'a augmenter sa gloire C'est ce qui fait que nous la donnons au Public;
quoy qu’on ait deffezau de l’imprimer;	quoi qu’on ait défezau de l'imprimer;
où le Lecteur trouvera une grande aifference & y pourra remarqner le ſtyle, l'embe lliſſement, les jeux, & le tour que ce grand homme ſçavoit donner aux belles choſes Le Prologue eſt meſſé de di verſes Chanſons contre le corps de la Faculté, de Dances, de Muſique, d'Entrées de Ballet, d’Intermedes & d’une ceremonie groteſque pour la Re.	où le Lecteur trouvera une grande aifférence et y pourra remarquener le style, l'embe lissement, les jeux, et le tour que ce grand homme savait donner aux belles choses Le Prologue est messé de di verses Chansons contre le corps de la Faculté, de Dances, de Musique, 'Entrées de Ballet, d'Intermédes et d'une cérémonie grotesque pour la Re.
ception du Malade en Medecin;	ception du Malade en Médecin;
& céte piece n’avoit pu eſtre miſe au jour, parceque ces venerables Mrs.	et cette pièce n'avait pu être mise au jour, parceque ces vénérables Mrs.
voyant leur art aboly & devenu infructueux par leur ignorance & momeries en deriſion, & que leur ſcience n’eſtoit devenue que pure chimere.	voyant leur art aboli et devenu infructueux par leur ignorance et momeries en dérision, et que leur science n'était devenue que pure chimère.
eurent recours à ſa Majeſté, pour en empeſcher l’impreſſion pour qu’elle ne paraſt en public & principa lement en France, où ces Mrs, s’eſtoient faits ſi riches à force d’avoir tué tant de monde en les étourdiſſant par leurs Cacquets & que leur corps alloit en decadence depuis que la Faculté avoit eſté bernée &miſe tant de fois au Theatre à leur confuſion;	eurent recours à sa Majesté, pour en empêcher l'impression pour qu'elle ne parât en public et principa lement en France, où ces Mrs, s'étaient faits si riches à force d'avoir tué tant de monde en les étourdissant par leurs Cacquets et que leur corps allait en décadence depuis que la Faculté avait été bernée etmise tant de fois au Théâtre à leur confusion;
c’eſt ce qui fit qu'un de leurs amis en mit une au jour ſous ce méme tître n’y ayant ny Rime ny Raiſon, & n’y ayant aucune Chanſon, Entrée de Ballet, Muſique, Dance, ny aucune ceremonie:	c'est ce qui fit qu'un de leurs amis en mit une au jour sous ce même tître n'y ayant ici Rime ni Raison, et n'y ayant aucune Chanson, Entrée de Ballet, Musique, Dance, ni aucune cérémonie:
au lien que celle-cy en eſt toute remplie, & le Lecteur n’aura pas de peins à connoitre que cellecy eſt l’original.	au lien que celle-cy en est toute remplie, et le Lecteur n'aura pas de peins à connaître que cellecy est l'original.
LE	LE
LE MALADE IMAGINAIRE, COMEDIE ainedice de Maauquey ce de valices.	LE MALADE IMAGINAIRE, COMÉDIE ainedice de Maauquei ce de valices.
LE PROLOGUE.	LE PROLOGUE.
Prês les glorieuſes fatirues, & les Exploits victorieux de noſtre Auguſte Monarque;	Prêles les glorieuses fatirues, et les Exploits victorieux de notre Auguste Monarque;
il eſt bien juſte que tous ceux qui ſe meſlent d’écrire travaillent où à A3 ſes ſes loûanges, ou à ſon Divertiſſement.	il est bien juste que tous ceux qui se mêlent d'écrire travaillent où à A3 ses ses louanges, ou à son Divertissement.
C’eſt ce qu’íci l'on a voulu faire, & ce Prologue eſt un eſſai des loüanges de ce grand Prince, qui donne Entrée à la Comedie du Malade Imaginaire, dont le projet a eſtè fait pour le ctiajer de jes novies travaux.	C'est ce qu'ici l'on a voulu faire, et ce Prologue est un essai des louanges de ce grand Prince, qui donne Entrée à la Comédie du Malade Imaginaire, dont le projet a estè fait pour le ctiajer de j' ouïes travaux.
La Decoration repreſente un liev Champeſtre fort agreable.	La Décoration représente un lieu Champêtre fort agréable.
FLORE, PAN, CLIMENE, DAPUNES, TIRSIS, DORILAS, DEUX ZEPHIRS, TROUPEdeBERGERS, & de BERGERES.	FLORE, PAN, CLIMENE, DAPUNES, TIRSIS, DORILAS, DEUX ZÉPHYRS, TROUPEdeBERGÈRS, et de BERGERES.
FLORE.	FLORE.
