A PARIS, Chez ANTHOINE DE SOMMAVILLE, Au Palais, dans la petite Salle, à l’Eſcu de France.	À PARIS, Chez ANTHOINE DE SOMAVILLE, Au Palais, dans la petite Salle, à l'Écu de France.
M.	M.
DC.	DC.
XXXVI.	XXXVI.
AVEC PRIVILEGE DV ROY.	AVEC PRIVILÈGE DU ROY.
A DV.	À DU.
SOROOEEVN LE COMTE DE TIYI A Pr IRAND-MAISTRE de la Garderobe du Roy, &c.	SOROOEUN LE COMTE DE -TII À Pr RAND-MAÎTRE de la Garderobe du Roi, etc.
3 ONSIEVR.	3 ONSIEUR.
EIIOTRD.	EIIOTRD.
la juſte deffiance que i’ay de mon Eſprit, m’ayt fait iuſques icy redouter l’abord du voſtre, ſi generalement eſtimé de tout le monde;	la juste défiance que j'ai de mon Esprit, m'ait fait jusques ici redouter l'abord du vôtre, si généralement estimé de tout le monde;
ie ne puis toutefois refuſer à ma Celimene, la permiſſion de ſe preſenter à vous, & de vous baizer les mains, en recognoiſſance de la faueur que vous luy aués faite de la loüer de quelque beauté.	Ne ne puis toutefois refuser à ma Celimène, la permission de se présenter à vous, et de vous baizer les mains, en reconnaissance de la faveur que vous lui avez faite de la louer de quelque beauté.
Vn de mes amis à qui vous auez pris la peine de parler d’elle, l’a comblée de tant de gloire, par le rapport qu’il m’en a fait, qu’elle ne peut ſans ingratitude, eſtre ſans reſſentiment;	Un de mes amis à qui vous avez pris la peine de parler d'elle, l'a comblée de tant de gloire, par le rapport qu'il m'en a fait, qu'elle ne peut sans ingratitude, était sans ressentiment;
outre que cét honneur luy venant de vous, luy vient d’vne perſonne dont la renommée a faict vn pourtraict, qui demande des adorations pour l’original.	outre que cet honneur lui venant de vous, lui vient d'une personne dont la renommée a fait un pourtrait, qui demande des adorations pour l'original.
