M.	M.
DC.	DC.
LXXVIII, AVEC PERMISSION DE LA COUR.	LXXVIII, AVEC PERMISSION DE LA COUR.
au lieu de vous preſenter le Portrait d'un Héros tout couvert de Lauriers, je produis un Perſonnage de bas aloy, dont les ſentiments ſont entiérement oppoſez à cette généroſité qui vous eſt héréditaire:	au lieu de vous présenter le Portrait d'un Héros tout couvert de Lauriers, je produis un Personnage de bas aloi, dont les sentiments sont entierrement opposés à cette générosité qui vous est héréditaire:
C’eſt un Financier inſolent depé par ſa propre inconduite, & châtie de ſa curioſité criminelle;	C'est un Financier insolent dépé par sa propre inconduite, et châtie de sa curiosité criminelle;
Mais j’ay crû en cela imiter les Peintres, leſquels pour donner plus de luſtre à leurs Perſonnages, les ombragent ordinairement des plus noires couleurs;	Mais j'ai cru en cela imiter les Peintres, lesquels pour donner plus de lustre à leurs Personnages, les ombragent ordinairement des plus noires couleurs;
ainſi cét eſprit de bouë & de fange ne paroîtra prés de vêtre Nom Illuſtre que pour ſa confufion;	ainsi cet esprit de boue et de fange ne paraîtra près de vêtre Nom Illustre que pour sa confusion;
& comme j’ay pris plaiſir à le berner, je croiray y avoir infiniment mieux reußi, ſi ſa propre turpitude peut vous diſtraire un moment pour en condamner les maximes, & le traiter d’un mépris proportionné à ce haut degré de vertu que tout le monde admire en Vous.	et comme j'ai pris plaisir à le berner, je croirai y avoir infiniment mieux reussi, si sa propre turpitude peut vous distraire un moment pour en condamner les maximes, et le traiter d'un mépris proportionné à ce haut degré de vertu que tout le monde admire en Vous.
Ce ſeroit en quelque façon faire tort à vôtre gloire de prétendre icy faire les éloges de la Maiſon de Tere, les Actions héroïques de vos Anreſtres, dont toutes nos Histoires ſont remplies depuis plus de ſix cents ans, ne chantent qu’une infinité de trophées dreſſez à leur mémoire;	Ce serait en quelque façon faire tort à votre gloire de prétendre ici faire les éloges de la Maison de Tere, les Actions héroïques de vos Anrêtres, dont toutes nos Histoires sont remplies depuis plus de six cents ans, ne chantent qu'une infinité de trophées dressez à leur mémoire;
La Conqueſte d’Angleterre par le grand Duc de Normandie en eſt une preuve aſſez connuë, & la Charge de Banneret Héréditaire de la Province, confirment cette vérité.	La Conquête d'Angleterre par le grand Duc de Normandie en est une preuve assez connue, et la Charge de Banneret Héréditaire de la Province, confirment cette vérité.
La Fondation de la belle Abbaye de Sainte Catherine de la Perrine, il y a environ cinq cens ans, par une Catherine de Tere, fait voir que cette Maiſon n’a pas moins éclaté en Pieté que dans les Armes.	La Fondation de la belle Abbaye de Sainte Catherine de la Perrine, il y a environ cinq cents ans, par une Catherine de Tere, fait voir que cette Maison n'a pas moins éclaté en Piété que dans les Armes.
