A MONSIEUR LE COMTE DAYEN, Sourerneur dis Provinces de Rouſſillon & Berry, &c.	À MONSIEUR LE COMTE DAYEN, Sourerneur dis Provinces de Roussillon et Berry, etc.
ONSIEUR,	ONSIEUR,
L’approbation que vous daignâtes donner à ma Tragedie le jour que j’eus l’honneur de vous en faire la lecture, me fit eſperer qu’elle ſeroit bien reçeüe du Public.	L'approbation que vous daignâtes donner à ma Tragédie le jour que j'eus l'honneur de vous en faire la lecture, me fit espérer qu'elle serait bien reçue du Public.
Je n’ay pas eſté trompé dans mon eſperance:	Je n'ai pas été trompé dans mon espérance:
Sa repreſentation a eu tout le ſuccés que la juſteſſe de vôtre goût m'en avoit fait attendre.	Sa représentation a eu tout le succès que la justesse de votre goût m'en avait fait attendre.
Les aplaudiſſemens qu’elle a eus à la Cour & à la Ville ont juſtifié vôtre jugement;	Les applaudissements qu'elle a eus à la Cour et à la Ville ont justifié votre jugement;
& c’eſt ce qui m’a perſuadé que vous ne deſaprouverieZ pas la liberté que i'oſe prendre de vous la dédier.	et c'est ce qui m'a persuadé que vous ne désapprouveriez pas la liberté que j'ose prendre de vous la dédier.
Je ſçay bien.	Je sais bien.
MONS IEUR, que c’eſt plûtoſt au fonds du ſujet que j’ay traité, qu’à la forme que je luy ay donpée, que je dois l’accueil favorable dont vous avez honoré cette Piece:	MONS JEUR, que c'est plutôt au fonds du sujet que j'ai traité, qu'à la forme que je lui ai donpée, que je dois l'accueil favorable dont vous avez honoré cette Pièce:
le ſpectacle de la Religion Chrêtienne, triomphant dans la perſecution, & d’un Empereur abandonnant l’Empire, & mis en fuite par la foule & par la conſtance des Martyrs, ne pouvoit que plaire aux yeux de celuy en qui une pieté ſolide, & bereditaire fait la baZe de toutes les autres vertus herciques dont il eſt orné, & de tout l’éclat que luy donne une illuſtre naiſſance, & une brillante fortune.	le spectacle de la Religion Chrétienne, triomphant dans la persécution, et d'un Empereur abandonnant l'Empire, et mis en fuite par la foule et par la constance des Martyrs, ne pouvait que plaire aux yeux de celui en qui une piété solide, et bèreditaire fait la base de toutes les autres vertus hérciques dont il est orné, et de tout l'éclat que lui donne une illustre naissance, et une brillante fortune.
C’eſt encore ſans doute MONSIEUR, à ce même triomphe du Chriſtianiſme, que je ſuis redevable du ſucces heureux que ma Tragedie a eu dans une Cour où un Roy ſelon le cœur de Dieu, aprés avoir effacé par des actions immortelles les Heros qui l'ont precedé, inſpire à tout le monde un Zele religieux, qui le rend auſſi cher aux yeux de Dieu, que ſes exploits l’ont rendu grand æux yeux des hommes.	C'est encore sans doute MONSIEUR, à ce même triomphe du Christianisme, que je suis redevable du succès heureux que ma Tragédie a eu dans une Cour où un Roy ion le cœur de Dieu, après avoir effacé par des actions immortelles les Héros qui l'ont précédé, inspire à tout le monde un Zèle religieux, qui le rend aussi cher aux yeux de Dieu, que ses exploits l'ont rendu grand æux yeux des hommes.
J’apprens, MONSIEUR, par la dédicace de l’Auteur qui m’a fourny le ſujet de cette Tragedie, que la ſienne fut autrefois dédiée à ce grand Roy, & honorée de ſa preſence.	J'apprends, MONSIEUR, par la dédicace de l'Auteur qui m'a fourni le sujet de cette Tragédie, que la sienne fut autrefois dédiée à ce grand Roi, et honorée de sa présence.
Quelle gloire pour Gabinie!	Quelle gloire pour Gabinie!
Si elle avoit pû aujourd’huy s’attirer encore un tel Spectateur;	Si elle avait pu aujourd'hui s'attirer encore un tel Spectateur;
mais elle eſt trop mouejre, pour oſer s’en flater :	mais elle est trop mouejre, pour oser s'en flatter :
Quels Spectacles ſeroient dignes d'attirer les yeux d’un Roy, qui attache ſur luy cenx de iuntes tes Narion,.	Quels Spectacles seraient dignes d'attirer les yeux d'un Roi, qui attache sur M cenx de juntes té Marion,.
Quand un Roy, malgré mille obſtacles, Eſt devenu, par ſes travaux divers,	Quand un Roi, malgré mille obstacles, Est devenu, par ses travaux divers,
PardonneZ, MONSIEUR, ces Vers à I’anthouſianiſme d’une Muſe à qui ils ont échapé, & faites-moy, s’il vous plaît, la grace de recevoir favorablement l’Ouvrage que je vous offre, comme une marque publique de la paſſion.	Pardonnez, MONSIEUR, ces Vers à J'anthousianisme d'une Muse à qui ils ont échappé, et faites-moi, s'il vous plaît, la grâce de voir favorablement l'Ouvrage que je vous offre, comme une marque publique de la passion.
reſpectueuſe avec laquelle je ſuis,	respectueuse avec laquelle je suis,
MONSIEUR,	MONSIEUR,
vôtre tres-humble & tresobêiſſant ſerviteur BRRUYS.	votre très-humble et tresobêissant serviteur BRUYS.
PREFACE.	PRÉFACE.
C’eſt à dire que je l’ay traité autrement, que meſme mon deſſein eſt different de celuy de cet Autheur;	C'est -à -dire que je l'ai traité autrement, que même mon dessein est différent de celui de cet Auteur;
ear il ne s’attache qu’au martyre de Suſanne, & je me ſuis principalement propoſé de repreſenter dans ma Tragedie la Religion Chreſtienne, s’établiſſant miraculeuſement ſans aucun ſecours humain, malgré les efforts & la rage de Diocletien, que tout le monde ſçait avoir eſté le plus grand perſecuteur des Chreſtiens.	éar il ne s'attache qu'au martyre de Susanne, et je me suis principalement proposé de représenter dans ma Tragédie la Religion Chrétienne, s'établissant miraculeusement sans aucun secours humain, malgré les efforts et la rage de Diocletien, que tout le monde sait avoir été le plus grand persécuteur des Chrétiens.
0	0
Ainſi quoique j’aye iite les cndroits qui m’ont paru les plus beaux dans cette Piece, lleut donnantun autre touri’et tranché pluſieurs Perſonnages & beaucoup de choſes qui ne me paroiſſoient pas convenables à nos Spectacles, & j’en ay ajoûté d’autres qui convenoient à mon deſſein, & quiin ont roumy de nouvenes neuations, & une cataſtrophe differente.	Ainsi quoi j'aie jite les cndraits qui m'ont paru les plus beaux dans cette Pièce, leut donnantun autre touri'et tranché plusieurs Personnages et beaucoup de choses qui ne me paraissaient pas convenables à nos Spectacles, et j'en ai ajouté d'autres qui convenaient à mon dessein, et qui ont roumi de nouvenes neumions, et une catastrophe différente.
Au reſte, je n’expoſe aux yeux des ſpectateurs, que ce que la Religion Chreſtienne a de grand & de merveilleux, fondé ſur des faits certains, connus de tout le monde, done les calttoriomoimonme prulunes font mention, & que par conſequent les libertins ne ſçauroient s’empêcher d’avoüer.	Au reste, je n'expose aux yeux des spectateurs, que ce que la Religion Chrétienne a de grand et de merveilleux, fondé sur des faits certains, connus de tout le monde, donce les calttoriomoimonme prulunes font mention, et que par conséquent les libertins ne sauraient s'empêcher d'avouer.
J’ay donné à mon heroïne le nom de Gabinie, que j’ay tiré de celuy de ſon Pere;	J'ai donné à mon héroïne le nom de Gabinie, que j'ai tiré de celui de son Père;
parce qu’il m’a ſemblé que celuy de Suſanne, que l’Hiſtoire de nos Saints Martyrs luy donne, n’avoit pas aſſez de Nobleſſe pour le Theatre.	parce qu'il m'a semblé que celui de Susanne, que l'Histoire de nos Saints Martyrs même donne, n'avait pas assez de Noblesse pour le Théâtre.
l’ay ſuivy l’Hiſtoire Sainte & Profane avec aſſez de fidelité:	l'ai suivi l'Histoire Sainte et Profane avec assez de fidélité:
il eſt certain que Galerius fût aſſocié à l’Empire par Diocletien:	il est certain que Galerius fût associé à l'Empire par Diocletien:
que Serena femme de Diocletien eſtoit ſecrettement Chreſtienne:	que Serena femme de Diocletien était secrètement Chrétienne:
que Galerius fût amoureux de la fille de Gabinius, laquelle eſtoit Chreſtienne, & mourût Martyre à Rome:	que Galérius fût amoureux de la fille de Gabinius, laquelle était Chrétienne, et mourût Martyre à Rome:
que la Legion Thebaïne ſe convertît à la Foy avec Maurice qui en eſtoit le bef, que cette Legiou ſouffrîr le mart & y fût exhortée par le Pape S.	que la Légion Thebaïne se convertît à la Foi avec Maurice qui en était le bef, que cette Légiou souffrî le et et y fût exhortée par le Pape S.
Marcellinque Diocletien, aprés 20 ans de regne abandonna l’Empire, & ſe retira à Salone en Dalmatie environ l’an 296 à cauſe, dit Zonare, que le Chriſtianiſme qui s’étaomort maigte layy lay idicitort trop d'aifaires.	Marcellinque Diocletien, après 20 ans de règne abandonna l'Empire, et se retira à Salone en Dalmatie environ l'an 296 à cause, dit Zonare, que le Christianisme qui s'étaomort maigte lay la idicitort trop d'aifaires.
Enfin il eſt certain, que ce fût peu de temps aprés, que le grand Conſtantin, qui avoit appris le métier de la Guerre ſous Galerius, fût le premier Empereur Chreſtien, ſous qui l’Egliſe jouït d’une grande tranquillité, & commença à établir à Rome avec éclat le Siege de l’Empire de Jesus- CHRIST:	Enfin il est certain, que ce fût peu de temps après, que le grand Constantin, qui avait appris le métier de la Guerre sous Galerius, fût le premier Empereur Chrétien, sous qui l'Église jouit d'une grande tranquillité, et commença à établir à Rome avec éclat le Siège de l'Empire de Jésus- CHRIST:
Conſtantin ayant donné au Pape S.	Constantin ayant donné au Pape S.
Melchiade, pout ſa demeure, une Maiſon Imperiale qui s’appelloit le Palais de Latran, avec un Domaine & des revenus convenables pour ſoûtenir honorablement la ſuprême Dignité de Chef viſible de l’Egliſe.	Melchiade, pout sa demeure, une Maison Impériale qui s'appelait le Palais de Latran, avec un Domaine et des revenus convenables pour soutenir honorablement la suprême Dignité de Chef visible de l'Église.
Je n’ay pris d’autre licence, que de rapprocher un peu de l’action thea trale certains évenemens memorables, qui ſont pourtant arrivez ſous le regne de Diocletien, & preſque au temps que là fille de Gabinius ſouffrit le martyre.	Je n'ai pris d'autre licence, que de rapprocher un peu de l'action thea tral certains événements mémorables, qui sont pourtant arrivez sous le règne de Diocletien, et presque au temps que là fille de Gabinius souffrit le martyre.
Je ſouhaiterois pour la ſatisfaction du Publie, qu’un ſi beau ſujet eût eſté traité par celuyde nos Poëtes tragiques qui a abandõié le Theatre pour une occupation plus digne de luy, & dont les écrits m’ont ſouvent ait tomber la plume de la main, lotſque e les liſois pour tâcher de les imiter;	Je souhaiterais pour la satisfaction du Publie, qu'un si beau sujet eût été traité par celuide nos Poètes tragiques qui a abandõié le Théâtre pour une occupation plus digne de Seigneur, et dont les écrits m'ont souvent ait tomber la plume de la main, lots que les lisois pour tâcher de les imiter;
mais enfin j’y ay employé tout le ſoin, & tout ’art dont je ſuis capable;	mais enfin j'y ai employé tout le soin, et tout aart dont je suis capable;
j’ay conſulté, ſuivant le precepte d’Horace, des gens éclairez, ſinceres, & déſinterreſſez;	j'ai consulté, suivant le précepte d'Horace, des gens éclairez, sincères, et désinterressez;
& ’ay ſuivy exactement leurs avis;	et aay suivi exactement leurs avis;
ſi aprés cela on y trouve encore des deffauts que e n’ay pas connus;	si après cela on y trouve encore des défauts que é n'ai pas connus;
j’oſe eſperer que le Public voudra bien m’accorder un peu de cette indulgence, qu’il ne refuſe gueres aux premiers Ouvrages de ceux qui ne travaillent que dans le deſſein de luy plaire.	j'ose espérer que le Public voudra bien m'accorder un peu de cette indulgence, qu'il ne refuse guère aux premiers Ouvrages de ceux qui ne travaillent que dans le dessein de lui même.
Avant que de finir cette Preface, je dois dire encore au Lecteur, que ſi j’ay conſenty qu’on ait mis icy l’Epigramme qu’un de mes amis a faite ſur Gabinie;	Avant que de finir cette Préface, je dois dire encore au Lecteur, que si j'ai consenti qu'on ait mis ici l'Épigramme qu'un de mes amis a faite sur Gabinie;
c’eſt qu’il eſt certain, que le jour de ſa premiere repreſentation on vit dans le Parterre deux ou trois Autheurs, qu’on ne connoîtroit pas, quand meſme je les nommerois, qui caballoient ouvertement de tous côtez pour faire tomber cettè Tragedie, & qui en diſoient tout haut eux ſeuls, ce que le Public a dit de leurs Ouvrages, qu’on ne revoit plus ſur le Theatre.	c'est qu'il est certain, que le jour de sa première représentation on vit dans le Parterre deux ou trois Auteurs, qu'on ne connaîtrait pas, quand même je les nommerais, qui cabalaient ouvertement de tous côtés pour faire tomber cet Tragédie, et qui en disaient tout haut eux seuls, ce que le Public a dit de leurs Ouvrages, qu'on ne revoit plus sur le Théâtre.
EPIGRAMME, our lu Plageure de Gabinie.	ÉPIGRAMME, our lu Plagure de Gabinie.
