A ROYEN LnC Chez CLAVDE LE VILLTIN, Libraire, & Relieur du ROY, ruë du Bec, à la bonne Renommée.	À ROYEN LennC Chez CLAUDE LE VILTIN, Libraire, et Relieur du ROY, rue du Bec, à la bonne Renommée.
A LA SERENISSIME REINE D’ANGLETERRE, d'Eſcoſſe, & d’Irlande.	À LA SERENISSIME REINE D'ANGLETERRE, d'Écosse, et d'Irlande.
ADAME,  trouuer vne des plus  grandes Reines du monde, & quittant l’air du doux pays ou vous auez prins naiſſance, voir celuy que nos peres ont eſtimé le dernier de l’vniuers, où le bon Genie du climat vous a conduite & appellee.	ADAME, trouver des plus grandes Reines du monde, et quittant l'air du doux pays ou vous avez prins naissance, voir celui que nos pères ont estimé le dernier de l'Hivers, où le bon Génie du climat vous a conduite et appelle.
Elle eſpere trouuer place pour ſon ſejour en ceſte Arcadie que la Comteſſe de Pembrok y a tant heureuſement tranſportee, & trouuer ſa patrie bien loin de ſon pays.	Elle espère trouver place pour son séjour en cette Arcadie que la Comtesse de Pembrok y a tant heureusement transportée, et trouver sa patrie bien loin de son pays.
Et d’autant que les eſtrangers, & principalement ceux qui ſont couuerts d’habits ſimples & ruſtiques, comme elle, ne ſont admis qu’auec difficulté dans les palais des grands Princes & Monarques de la terre, elle ſupplie voſtre Majeſté, que la langue en laquelle elle raconte ſes aduentures, qui eſt celle où vous auez eſté nourrie, & qui eſt la propre des ſubjects du Roy tresChreſtien voſtre frere, luy ſerue de paſſeport & d’entree.	Et d'autant que les étrangers, et principalement ceux qui sont couverts d'habits simples et rustiques, comme elle, ne sont admis qu'avec difficulté dans les palais des grands Princes et Monarques de la terre, elle supplie votre Majesté, que la langue en laquelle elle raconte ses aventures, qui est celle où vous avez été nourrie, et qui est la propre des sujets du Roy tresChrestien votre frère, Seigneur serve de passeport et d'entrée.
Elle a creu rencontrer en voſtre Iſle plus d’heur & de ſeureté qu’en toute autre prouince où le deſtin la pourroit conduire, tant pour les heroïques & royalles vertus qui vous enuironnent, que pour s’eſtre perſuadee, ſuiuant la creance commune, que les loups ne peuuent viure en la grande Bretagne.	Elle a cru rencontrer en votre Île plus d'heur et de sûreté qu'en toute autre province où le destin la pourrait conduire, tant pour les héroïques et royalles vertus qui vous environnent, que pour s'être persuadée, suivant la créance commune, que les loups ne peuvent vivre en la grande Bretagne.
Si ſon Autheur n’euſt eſlé eſtonné des perils de la mer, & de la longueur du voyage, il fuſt allé vous la preſenter luy meſme.	Si son Auteur n'eût eslé étonné des périls de la mer, et de la longueur du voyage, il fût allé vous la présenter lui mesme.
Il l’expoſe donc ſeule à la mercy de l'Ocean qu’elle va trauerſer ſouz les auſpices de voſtre nom glorieux, pour paruenuë ſur la Tamize vous aller aſſeurer qu’il eſt, -	Il l'expose donc seule à la merci de l'Océan qu'elle va traverser souz les auspices de votre nom glorieux, pour parvenue sur la Tamise vous aller assurer qu'il est, -
MADAME,	MADAME,
TAI CES.	TAI CES.
VMIA L  Aſtre qui fait les ans par ſa courſe Phiſique, Auoit ja par vingt fois dans ſon chemin oblique Veu ſes hoſtes diuers:	VMIA L Astre qui fait les ans par sa course Phisique, Avait ja par vingt fois dans son chemin oblique Veu ses hôtes divers:
Et ces foreſts cedant aux loix de la nature;	Et ces forêts cédant aux lois de la nature;
Par deux fois dix hyuers.	Par deux fois dix hivers.
