A PARIS, Chez CHARLES DE SERCY, au Palais, dans la Salle Dauphine, à la bonne Foy couronnée.	À PARIS, Chez CHARLES DE SERCY, au Palais, dans la Salle Dauphine, à la bonne Foi couronnée.
e de à F.	eu de à F.
M.	M.
DC.	DC.
LIV.	LIV.
AVEC TRIVILEGE DV ROY.	AVEC TRIVILÉGE DU ROY.
LE LIBRAIRE AV LECTEVR.	LE LIBRAIRE AU LECTEUR.
A MONSEIGNEVR LE DVC D’ARPAION.	À MONSEIGNEUR LE DUC D'ARPAION.
ONSEIGNEVR,	ONSEIGNEUR,
Quoy qu’Agrippine ſoit ſortie du ſang de ces Princes, qui naiſſoient ſeulement pour commander aux hommes, & qui ne mouroient, que pour eſtre appellez au rang des Dieux;	Quo qu’Agripine soit sortie du sang de ces Princes, qui naissaient seulement pour commander aux hommes, et qui ne mouraient, que pour être appelez au rang des Dieux;
ſes diſgraces l’ont renduë encore plus celebre que la gloire de ſon berceau;	ses disgrâces l'ont rendue encore plus célèbre que la gloire de son berceau;
Il ſemble qu’elle n’ait eu le grand Auguſte pour Ayeul, qu’afin de ſentir auec plus d’affront, le regret de ſe voir derober l’Empire, ſon legitime patrimoine:	Il semble qu'elle n'ait eu le grand Auguste pour Ajeul, qu'afin de sentir avec plus d'affront, le regret de se voir dérober l'Empire, son légitime patrimoine:
Ceſar ne l’auoir honorée de l’alliance de Tibere, que pour l’attacher de plus pres à ſon Tyran, & ne luy auoir donné pour mary, le plus grand Heros de ſon ſiecle, que pour en faire la plus affligée & la plus inconſolable de toutes les veufues:	César ne l'avoir honorée de l'alliance de Tibère, que pour l'attacher de plus pres à son Tyran, et ne lui avoir donné pour mari, le plus grand Héros de son siècle, que pour en faire la plus affligée et la plus inconsolable de toutes les veuves:
