A MONSEIGNEVR MONSEIGNEVR L’EMINENTISSIME CARDINAL, DVC DE RICHELIEV.	À MONSEIGNEUR MONSEIGNEUR L'ÉMINENTISSIME CARDINAL, DUC DE RICHELIEU.
gnoiſſance, l’ardeur de monzele, & la grandeur de mon affection, ie me ſuis en fin reſolu de vous les faire comprendre, en vous monſtrant leur object:	gnaissance, l'ardeur de monzèle, et la grandeur de mon affection, toujours me suis en fin résolu de vous les faire comprendre, en vous montrant leur object:
la permiſſion que vous m'aueZ donnée de vous offrir cét ouurage, m'en a fait naiſtre l’occaſion;	la permission que vous m'avez donnée de vous offrir cet ouvrage, m'en a fait naître l'occasion;
& comme vous ſçauez que les Peintres & les Poëtés ont des conformiteZ, qui peuuent leur acquerir meſmes priuileges, iay creu que vous ne vous offenſeriez pas, de voir voſtre portraict au commencement de ce liure, puis que vous auez aſſeZ de bonté pour ſouffrir à tous ceux qui l’ont au cœur comme moy;	et comme vous savez que les Peintres et les Poëtés ont des conformité, qui peuvent leur acquérir mêmes privilèges, iay cru que vous ne vous offenseriez pas, de voir votre portrait au commencement de ce livre, puis que vous avez assez de bonté pour souffrir à tous ceux qui l'ont au cœur comme moi;
de le placer dans leurs cabinets, ou de le porter en Medailles:	de le placer dans leurs cabinets, ou de le porter en Médailles:
Ie ſçay bien qu'à moins que d’auoir en main le pinceau de Ferdinand, où le crayon de DuMonſtier Un ne uculvil tamais entre prendre vn ſi haut deſſein:	Je sais bien qu'à moins que d'avoir en main le pinceau de Ferdinand, où le crayon de DuMonstier Un ne uculvil tamais entre prendre un si haut dessein:
mais quand ie conſidere que la difficulté qui ſe trouue à vous faire reſſembler parfaitement, eſt vne marque de voſtre gloire, & que la foibleſſe que ie feray paroiſtre en ceſte entrepriſe, me ſera commune auec tous les Illuſtres du ſiecle où nous ſommes;	mais quand grande considère que la difficulté qui se trouve à vous faire ressembler parfaitement, est quelque marque de votre gloire, et que la faiblesse que je ferai paraître en cette entreprise, me sera commune avec tous les Illustres du siècle où nous sommes;
ie ne peux retenir ma plume, & ie me ſens forcé de faire voir au iour, l’idee que ie conſerue en la memoire de tant de rares vertus que toute la terre adore en voſtre Eminence.	leurs ne peux retenir ma plume, et Seigneur me sens forcé de faire voir au jour, l'ide que sans conserve en la mémoire de tant de rares vertus que toute la terre adore en votre Éminence.
Agreez donc ( Monſeigneur) que i'ãpprenne à la poſterité, que i'ay l’honneur d’auoir pour Maiſtre, vn homme qui meriteroit de l'eſtre de tout le monde, & qui pourroit meſme le deuenir, par le choix de l'Eſprit de Dieu, ſi ſa generoſité ne le portoit, à n'auoir point d’autre ambition, que celle de voir regner auec pompe & majeſté, le plus iuſte de tous les Rois:	Agréez donc ( Monseigneur) que j'éprenne à la postérité, que j'ai l'honneur d'avoir pour Maître, un homme qui mériterait de l'être de tout le monde, et qui pourrait avoir le devenir, par le choix de l'Esprit de Dieu, si sa générosité ne le portait, à n'avoir point d'autre ambition, que celle de voir régner avec pompe et majesté, le plus juste de tous les Rois:
aimant mieux en reſter ſubject, que de s’en rendre le Pere.	aimant mieux en rester sujet, que de s'en rendre le Père.
Ceſte verité qui m'anime, eſt ſi generalement connuë, qu’il n'eſt point d'Eſtats ſi eſloigneZ de noſtre Monarchie, qui n’ad mirent en vous cet eſprit deſintereſſé, qui ſe remarque en toutes vos aclions, comme en tous vos conſeils:	Cette vérité qui m'anime, est si généralement connue, qu'il n'est point d'États si éloignez de notre Monarchie, qui n'ad mirent en vous cet esprit desinteressé, qui se remarque en toutes vos aclions, comme en tous vos conseils:
l'hiſtoire nous peut monſtrer des hommes dans l’antiquité, qui ſans doute ont fait pour eux de belles & de grandes choſes;	l'histoire nous peut montrer des hommes dans l'antiquité, qui sans doute ont fait pour eux de belles et de grandes choses;
mais elle ne nous produit point d’exemple de ce zele ardant, qui vous fait perdre voſtre repos, pour aſſeurer celuy des peuples, & qui vous oblige tous les iours à hazarder pour eux voſtre illuſtre vie, par tant de ſoings & par tant de veilles, qui peuuent alterer voſtre temperament, & deſtruire voſtre ſanté.	mais elle ne nous produit point d'exemple de ce zèle ardant, qui vous fait perdre votre repos, pour assurer celui des peuples, et qui vous oblige tous les jours à hasarder pour eux vôtre illustre vie, par tant de soings et par tant de veilles, qui peuvent altérer votre tempérament, et détruire votre santé.
