M.	M.
DC.	DC.
XXXV.	XXXV.
A AVTONVUESV IO LE COMTE DE FIESQVE.	A AUTONVEUESV JO LE COMTE DE FIESQVE.
Diane eſt voſtre par tant de raiſons, que vous ne luy pouueZ deffendre cette qualité, Voſtre commandement vous a fait eſtre la cauſe premiere de ſa naiſſance;	Diane est vôtre par tant de raisons, que vous ne lui pouueZ défendre cette qualité, Vostre commandement vous a fait être la cause première de sa naissance;
Vous eſtes autheur de la plus belle partie de ſa reputation, & vous l’auez ſouſtenuë contre tous ſes enuieux, de moindres obligations l’auroient renduë vo* * 26 ſtre creature.	Vous êtes auteur de la plus belle partie de sa réputation, et vous l'avez soutenue contre tous ses envieux, de moindres obligations l'auraient rendue vo* * 26 stre créature.
Et ſans vne ingratitude extréme elle ne ſe peut auoüer d’autre que de vous, apres le jugement que vous en auez falt.	Et sans une ingratitude extrême elle ne se peut auoüer d'autre que de vous, après le jugement que vous en avez falt.
Il ſeroit ſuperflu de vous la depeindre, ie diray ſeulement qu'elle n’eſt point de ſes beautez effrontées qui ne ſe plaiſent que fur les Theatres, & dans les grandes aſſemblées, elle n’a point eſtudié ces graces affectées qui font paroiſtre les autres.	Il serait superflu de vous la dépeindre, votre dirai seulement qu'elle n'est point de ses beautés effrontées qui ne se plaisent que fur les Théatres, et dans les grandes assemblées, elle n'a point étudié ces grâces affectées qui font paraître les autres.
Et la nature a tant fait pour elle qu'elle a meſpriſé tous les ornemens de l’art;	Et la nature a tant fait pour elle qu'elle a méprisé tous les ornements de l'art;
Il eſt de la pluspart des pieces de Theatre, comme de ces femmes, qui ne poſſedans pas vne parfaite beauté, ſurprennent toutesfois par vn faux eſclat.	Il est de la plupart des pièces de Théâtre, comme de ces femmes, qui ne possédants pas toujours parfaite beauté, surprennent toutefois par un faux éclat.
Et ne ſe laiſſant pas long-temps conſiderer, s’acquierent vne eſtime qu'elles perdent, en fin quand on a remarqué de plus prés leurs graces, & leurs deffaux, telle nous charme dans la ruë qui nous déplaiſt dans ſon cabinet, & beaucoup dérobbent au Cours, des cœurs qu'elles rendent à la maiſon.	Et ne se laissant pas longtemps considérer, s'acquièrent une estime qu'elles perdent, en fin quand on a remarqué de plus près leurs grâces, et leurs défauts, telle nous charme dans la rue qui nous déplaît dans son cabinet, et beaucoup dérobent au Cours, des cœurs qu'elles rendent à la maison.
Il eſt ainſi de quantité de Commedies à qui l’impreßion oſte le luſtre, que le Theatre leur auoit donné.	Il est ainsi de quantité de Commedies à qui l'impression ôte le lustre, que le Théâtre leur avait donné.
Diane n'eſt pas de ce nombre, & j'oſe eſperer que la veuë qu'on aura de ſa beauté naturelle, fera meſpriſer cette fauſſe apparence qu'on luy deſiroit en la ſcene;	Diane n'est pas de ce nombre, et j'ose espérer que la vue qu'on aura de sa beauté naturelle, fera mépriser cette fausse apparence qu'on tu avait en la scène;
