BIBLIOTHEQUE NATIONALE DE FRANCE- PARIS	BIBLIOTHÈQUE NATIONALE DE FRANCE-CE PARIS
Tout usage public de reproductions de documents conservés à la Bibliothèque nationale de France est soumis à l’obtention d’une autorisation préalable et à l’acquittement d’une redevance.	Tout usage public de reproductions de documents conservés à la Bibliothèque nation de France est soumis à l'obtention d'une autorisation prévalable et à l'acquittement d'une redevance.
Ainsi chaque usage pubne des cocuments reproduits sur cette microforme doit faire l’objet d’une déclaration à l’aide du formulaire disponible auprès du service reproduction.	Ainsi chaque usage pubne des cocuments reproduits sur cette microforme doit faire l'objet d'une déclaration à l'aide du formulaire disponible auproeur du service reproduction.
A T ARIS.	À T RIS.
M.	M.
DC.	DC.
LXXXVIII.	LXXVIII.
RON G.	RON G.
DOUMN 1912	DOUMN 1912
BIXAT A J Oiciune Comedie d’un garactere ſi different de la derniere de ma façon qui l’a précédée ſur le Theatre, que quoi qu’elles ſoient toutes deux du même genre, il n’y a guere plus de diſproportion du Tragique au Comique, que des extravagances ridicules de D.	BIXAT A J Iciune Comédie d'un garactère si différent de la dernière de ma façon qui l'a précédée sur le Théâtre, que quoi qu'elles soient toutes deux du même genre, il n'y a guère plus de disproportion du Tragique au Comique, que des extravagances ridicules de D.
Bertran, à l’enjouëment galand d’Oronte qui fait tout en celle-ci.	Bertran, à l'enjouement galant d'Oronte qui fait tout en celle-cy.
Ce n’eſtpas que les folies du premier n’ayẽt eu aſſez de partiſans pour m’obliger à n’abandonner pas un ſtile qui m’avoit ſi heureuſement réuſſi;	Ce n'estpas que les folies du premier n'aiment eu assez de partisans pour m'obliger à n'abandonner pas un style qui m'avait si heureusement russy;
mais comme il eſt bien difficile d’affecter toûjours ce plaiſant délicat qui peut divertir les honneſtes gens, ſans ſe mettre ſouvent au hazard de tomber dans la baſſeſſe, j’ai crû qu’il valoit mieux traiter un ſujet qui ſans tenir trop du ſerieux ne donnaſt pas tout à la boufonnerie.	mais comme il est bien difficile d'affecter toujours ce plaisant délicat qui peut divertir les honnêtes gens, sans se mettre souvent au hasard de tomber dans la bassesse, j'ai cru qu'il valait mieux traiter un sujet qui sans tenir trop du sérieux ne donnât pas tout à la bouffonnerie.
Je penſe avoir trouvé ce milieu dans cette pieçe, où vous verrez un perſonnage d’une humeur aſſez particuliere, & qui bien loin d’être fort ſcrupuleux en matiere d’amour, Roman;	Je pense avoir trouvé ce milieu dans cette piede, où vous verrez un personnage d'une humeur assez particulière, et qui bien loin d'être fort scrupuleux en matière d'amour, Roman;
non qu’ilſe déclare aſſez ennémi du beau ſexe pour lui refuſer l’hommage qui lui eſt légitimement deu, au contraire il s’en aquite avec ſi peu de réſerve dans la moindre rencontre, que jamais perſonne n’offrit ſon cœur plus liberalement, mais c’eſt toutefois avec une indépendançe qui fait aiſément connoître que la perte d’une Maîtreſſe ne lui cauſe guere de mauvaiſes nuïts, & qu’il a toûjours des remedes en main contre les ſurpriſes que ſa paſſion lui peut faire.	non qu'ilse déclare assez ennaimi du beau sexe pour lui refuser l'hommage qui lui est légitimement , au contraire il s'en aquite avec si peu de réserve dans la moindre rencontre, que jamais personne n'offrit son cœur plus libéralement, mais c'est toutefois avec une indépendançe qui fait aisément connaître que la perte d'une Maîtresse ne lui cause guère de mauvaises nuir, et qu'il a toujours des remèdes en main contre les surprises que sa passion lui peut faire.
Peut:	Peut:
être que quelques-uns condamneront ſes maximes, mais auſſi je me perſiude A iij qu'il qu’il s’en trouvera peu qui ne demeurent d’accord que ſi ſa façon d’aimer n’eſt pas la plus parfaîte, elle eſt du moins la plus commode, & que pour vivre en eſtime parmi les Dames, il ſuffit bien ſouvent de faire porter à la galanterie les livrées de l'amour.	être que quelques-uns condamneront ses maximes, mais aussi je me persiude A-dire qu'il il s'en trouvera peu qui ne demeurent d'accord que si sa façon d'aimer n'est pas la plus parfaite, elle est du moins la plus commode, et que pour vivre en estime parmi les Dames, il suffit bien souvent de faire porter à la galanterie les livrées de l'amour.
Au reſte je confeſſe ici librement à mon ordinaire, que les Eſpagnols m’ont fourni le ſujet de cette Comedie auſſi bien que des autres, & que j’en dois l’invention à D.	Au reste je confesse ici librement à mon ordinaire, que les Espagnols m'ont fourni le sujet de cette Comédie aussi bien que des autres, et que j'en dois l'invention à D.
Antonio de Solis, qui lui a donné le même tître, El Amor al uſo.	Antonio de Solis, qui lui a donné le même tître, Él Amor al uso.
LISTOR valet d’Eraſte.	LISTOR valet d'Éraste.
La Scene eſt à Paris.	La Scène est à Paris.
L’AMOUR A LA MODE, CUMEDIE.	L'AMOUR À LA MODE, CUMEDIE.
ACTE I.	ACTE I.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
ORONTE, CLITON,	ORONTE, CLITON,
DRONTE.	DRONTE.
AAs-tu fait mon meſfage?	AAs-tu fait mon message?
CLIT o N.	CLIT ô N.
Oui Monſieur.	Oui Monsieur.
DRONT E.	DRONT E.
Et ma letre Aux mains de Dorotée as-tu ſçeu la remettre?	Et ma letre Aux mains de Dorotée as-tu su la remettre?
BLITON.	BLITON.
en aua llu,	en ava lu,
8 TE.	8 TE.
D'abord elle aura reſuſé D’y voir peint le tourment que ſes yeux m’ont cauſé, Te l’aura voulu rendre, & feignant.	D'abord elle aura ressusé D'y voir peint le tourment que ses yeux m'ont causé, Te l'aura voulu rendre, et feignant.
CLITON.	CLITON.
Au contraire, Sans ſe faire prier elle l'a leuë entiere.	Au contraire, Sans se faire prier elle l'a lue entière.
ORONTE.	ORONTE.
A ce coup le fuccés a paſſé mon eſpoir, Elle ne me hait pas à ce que je puis voir?	À ce coup le succès a passé mon espoir, Elle ne me hait pas à ce que je puis voir?
TON.	TON.
Du plus fort de ſes traits l’Amour pour vous la bleſſe, Et vous avez, Monſieur, plus d’heur que de ſageſſe.	Du plus fort de ses traits l'Amour pour vous la blesse, Et vous avez, Monsieur, plus d'heur que de sagesse.
SRONIE.	SRONIE.
Je n'eſperois pas tant,	Je n'espérais pas tant,
CLITON.	CLITON.
Dans cet amour nouveau Vous avez vent en poupe, & voguez à pleine eau, vous pourrez ailer loin ſi rien ne vous arreſte.	Dans cet amour nouveau Vous avez vent en poupe, et voguez à pleine eau, vous pourrez ailer loin si rien ne vous arrête.
ROITE.	ROITE.
Tu ſçais à quel revers ma fortune eſt ſujette.	Tu sais à quel revers ma fortune est sujette.
LATON Voici dequoi guerir une ſi vaine peur.	LATON Voici dequoi guérir une si vaine peur.
Qu'eſt-ce?	Qu'est-ce?
ORONTE.	ORONTE.
CLITON.	CLITON.
lettre pour lettre, & faveur pour faveur.	lettre pour lettre, et faveur pour faveur.
R ONTE.	R ONTE.
Ene ni alait leponle;	Une ni alait leponle;
CLITON.	CLITON.
Au moins pour vous la rendre Chez elle aſſez long-temps elle m’a fait attendre.	Au moins pour vous la rendre Chez elle assez longtemps elle m'a fait attendre.
Et ce billet enfin entre vos mains remis.	Et ce billet enfin entre vos mains remis.
RONTE.	RONTE.
Ouvrons, il m’aprendra quel eſpoir m’eſt permis.	Ouvrons, il m'apprendra quel espoir m'est permis.
Il lit.	Il lit.
Pour prix de vôtre amour que vous peignez extrême.	Pour prix de votre amour que vous peignez extrême.
J'avois écrit en vers, elle repond de même, Il n’eſt rien dont ſans peine elle ne vienne à bout.	J'avais écrit en vers, elle répond de même, Il n'est rien dont sans peine elle ne vienne à bout.
LITON.	LITON.
Les femmes aujourd'ui mettent le nez par tout.	Les femmes aujourd'ui mettent le nez par tout.
ORON	ORON
ONTE lit.	ONTE lit.
