A ME IEURS LES COMEDIENS ORDINAIRES DU ROY.	À ME JEURS LES COMÉDIENS ORDINAIRES DU ROY.
vous donnay, que je me ſouviens de celuy que j’eus lorſque je vous liis l’Ouvrage que je vous dedie, je me ſlate que vous vous feréz in plaiſir nouveau de le recevoir, comme je m’en fais un de vous l’offrir.	vous donnai, que je me souviens de celui que j'eus lorsque je vous liis l'Ouvrage que je vous dédie, je me soulate que vous vous ferez in plaisir nouveau de le recevoir, comme je m'en fais un de vous l'offrir.
Les applaudiſſeniens que vous luy donnâtes à la leclure que je vous en fis, meritent la reconnoiſſance que je vous en témoine;	Les applaudisséniens que vous lui donnâtes à la leclure que je vous en fis, méritent la reconnaissance que je vous en témoine;
& je le mets tout exprés au jour pour faire connoître à ceux qui ne l’ont pu voir repreſenter, qu’il y eus autant d’équité dans vos ſuſfrages, que de paſſion dans ceux qui me refuiſerent le leut.	et je le mets tout exprès au jour pour faire connaître à ceux qui ne l'ont pu voir représenter, qu'il y eus autant d'équité dans vos susfrages, que de passion dans ceux qui me refuisèrent le lut.
Il ne s’eſt jamais vû tant de cabales qu’il y en eut contre cette Piece:	Il ne s'est jamais vu tant de cabales qu'il y en eut contre cette Pièce:
Ie ne ſçay combient de petits Auteurs, chagrins du ſutccés qu’avoit eu Eſope, & qui vous entendoient publier que Phaéton en auroit encore un plus grand, firent Ligue offenſive & défenſive contre moy;	Je ne sais combient de petits Auteurs, chagrins du sutccés qu'avait eu Esope, et qui vous entendaient publier que Phaéton en aurait encore un plus grand, firent Ligue offensive et défensive contre moi;
& du bas de Parnaſſe, où Appollon a l’in:	et du bas de Parnasse, où Apollon a l'in:
dulgence de les ſouffrir, ils chercherent à me faire tomber d’une place qui, toute mediocre qu’elle eſt, leur ſemble élevée par rapport à celle qu’ils y occupent.	dulgence de les souffrir, ils cherchèrent à me faire tomber d'une place qui, toute médiocre qu'elle est, leur semble élevée par rapport à celle qu'ils y occupent.
Comme il y en a quelques-uns à qui le bonheur a fait trouver des aZiles favorables, & qui ont l’avantage de n’être pas inutiles aux plaiſirs des Grands, ils eurent tant de facilité à les prévenir, & ceux qui étoient prévenus à en prévenir encore d’autres, que ma Comedie étoit condamnée avant que d’être vuié;	Comme il y en a quelques-uns à qui le bonheur a fait trouver des aZiles favorables, et qui ont l'avantage de n'être pas inutiles aux plaisirs des Grands, ils eurent tant de facilité à les prévenir, et ceux qui étaient prévenus à en prévenir encore d'autres, que ma Comédie était condamnée avant que d'être vidé;
& tout ſon crime étoit un peu trop de reputation.	et tout son crime était un peu trop de réputation.
Ce n’eſt ni d’aujourd’huy ni contre moy ſeul, que la Prévention a fait voir qu’elle eſt inſeparable de l’Ignorance;	Ce n'est ni d'aujourd'hui ni contre moi seul, que la Prévention a fait voir qu'elle est inséparable de l'Ignorance;
il ne faut gueres feuilleter l’Hiſtoire pour en trouver des exemples.	il ne faut guère feuilleter l'Histoire pour en trouver des exemples.
L'A franchy d’Auguſte * en fit jadis une Fable, dont j'a pris le ſujet ſans m’attacher ſervilement à la lettre:	L'A franchi d'Auguste * en fit jadis une Fable, dont j'a pris le sujet sans m'attacher servilement à la lettre:
& comme il n’y a point d’exemple dans l’Antiquité qui faſſe menta connome l’injuſtice de la Prévention, j’aycru la devoir mettre icy en ces termes.	et comme il n'y a point d'exemple dans l'Antiquité qui fasse menta connue l'injustice de la Prévention, j'aicru la devoir mettre ici en ces termes.
LA PREVENTION.	LA PRÉVENTION.
FABLE.	FABLE.
Uireſoίs les Tribons tublitent l Rome Deux Tioores de Comedien:	Uiresoίs les Tribons tublitent l Rome Deux Tioores de Comédien:
Le beſoin de timer m’oblige à dite, comme A Paris let François & les Italiens.	Le besoin de timer m'oblige à dite, comme A Paris let Français et les Italiens.
l.	l.
uue & l’autre avec un grand zele Tàchoit à renvojet les Auditeuis contens:	Que et l'autre avec un grand zèle Tàchoit à renvojet les Auditueuis contents:
Mais dans l’un des deux (n’importe dans laquelle) Preſidoit Roſcius ſi celebre en ſontems.	Mais dans l'un des deux (n'importe dans laquelle) Présidait Roscius si célèbre en sontems.
Ses geſtes, ſon air, ſa patole Rendoient en la faveur le monde prévenu;	Ses gestes, son air, sa patole Rendaient en la faveur le monde prévenu;
Et quiconque aprés luy joüoit un même Rôle S il n’étoſt foit habile, etoit foit mal venu.	Et quiconque après avoir jouait un même Rôle S il n'étost soit habile, était soit mal venu.
Ua jout que dans certaine Picce.	Oùa jout que dans certaine Picce.
