apprendre au public tout ce que vous doit ma reconnoiſſance:	apprendre au public tout ce que vous doit ma reconnaissance:
Vôtre Alteſſe Sereniſſime a eu tant de bonteZ pour moy, qu’il me ſeroit difficile de les exprimer, & i’en fus accablé avant que d’en pouvoir remarquer l’eſtenduë:	Votre Altesse Sérénissime a eu tant de bontés pour moi, qu'il me serait difficile de les exprimer, et j'en fus accablé avant que d'en pouvoir remarquer l'étendue:
Lorſque j’eus l’honneur de vous lire Melicerte, vous daignâtes me raſſurer, vous me donnãtes des applaudiſſemens, et dés ce meſme moment vous m’honorâtes de vôtre protection.	Lorsque j'eus l'honneur de vous lire Mélicerte, vous daignâtes me rassurer, vous me donnant des applaudissements, et dès ce même moment vous m'honorâtes de votre protection.
Jamais la joye n’avoit trouvé plus de ſenſibilité dans mon ame, & je m'eſtimois trop heureux de n’avoir pas déplû à la Princeſſe la plus délicate & la plus éclairee.	Jamais la joie n'avait trouvé plus de sensibilité dans mon âme, et je m'estimais trop heureux de n'avoir pas déplu à la Princesse la plus délicate et la plus éclaire.
Cependant, MADAME, Voſtre Alteſſe Sereniſsime voulut mettre le comble à ſes bonteZ, aprês avoir entendu lire Melicerte:	Cependant, MADAME, Votre Altesse Serenissime voulut mettre le comble à ses bontés, après avoir entendu lire Mélicerte:
elle en parla à Monſeigneur ſi favorablement qu’elle eut l’honneur de paroiſtre devant luy à Fontainebleau:	elle en parla à Monseigneur si favorablement qu'elle eut l'honneur de paraître devant quelque Fontainebleau:
elle en prit le party, & la déciſion avantageuſe qu'elle en fit ferma la bouche à mes Critiques.	elle en prit le parti, et la décision avantageuse qu'elle en fit ferma la bouche à mes Critiques.
Je ne puis oublier icy l’accueil favorable que vous fiſtes aux deux Contes de Feez que j’eus l’honneur de vous preſenter à Fontainebleau, & la bonté avec laquelle vous receviez les petits Vers que j'offrois quelquefois à Voſtre Aiteſſe Sereniſsime.	Je ne puis oublier ici l'accueil favorable que vous fîtes aux deux Contes de Fés que j'eus l'honneur de vous présenter à Fontainebleau, et la bonté avec laquelle vous receviez les petits Vers que j'offrais quelquefois à Votre Aitesse Sérénissime.
Je ſçais, MADAME, que l’on ne devroit expoſer à vos yeux que de ces compoſitions ſublimes, & hors du commun:	Je sais, MADAME, que l'on ne devrait exposer à vos yeux que de ces compositions sublimes, et hors du commun:
Mais ſi mes expreſſions n’ont pas eſté relevées, du moins leur ſimplicité doit-elle faire connoiſtre le reſpect du Poëte.	Mais si mes expressions n'ont pas été relevées, du moins leur simplicité doit-elle faire connaître le respect du Poète.
La grace que je demande à Voſtre A.	La grâce que je demande à Votre A.
S.	S.
c’eſt de me permettre de donner au public les Vers qu'elle a daigné recevoir.	c'est de me permettre de donner au public les Vers qu'elle a daigné recevoir.
Il eſt de mon devoir de le faire, & de ma loire de me dire, MADAME, ureenonninfpat poſsible,	Il est de mon devoir de le faire, et de ma loire de me dire, MADAME, ureenonninfpat possible,
De Voſtre A.	De Votre A.
S.	S.
Le tres-humble, tres-obéïſſant:	Le très-humble, très-obéïssant:
& tres-reſpectueux ſerviteur, GUERIN.	et très -respectueux serviteur, GUERIN.
REMERCIMENT DE l’Autheur à Son Alteſſe Sereniſſime Madame la Princeſſe de Conty :	REMERCIMENT DE l'Auteur à Son Altesse Sérénissime Madame la Princesse de Conty :
Sur la grace qu'elle luy fit d'entendre la lecture de Melicerte.	Sur la grâce qu'elle avait dit d'entendre la lecture de Mélicerte.
Eureux amuſemens d’une Muſe naiſſante, HOſiez-vous eſperer un ſi rare bonheur?	Eureux amusements d'une Muse naissante, HOsiez-vous espérer un si rare bonheur?
Muſe, cet excés d’honneur Surpaſſe de loin voſtre attente.	Muse, cet excès d'honneur Surpasse de loin vôtre attente.
Et comment pourriez-vous eſtre reconnoiſſante?	Et comment pourriez-vous être reconnaissante?
Je le ſçais, vous avez du cœur:	Je le sais, vous avez du cœur:
Vous voudriez avec ardeur, Reconnoiſtre la faveur D’une Princeſſe bien-faiſante:	Vous voudriez avec ardeur, Reconnaître la faveur D'une Princesse bienfaisante:
Mais pour de tels efforts vous eſtes impuiſſante:	Mais pour de tels efforts vous êtes impuissante:
Soyons juſtes, n’ayons jamais de vanité.	Soyons justes, n'ayons jamais de vanité.
Quoy vous flatteriez-vous de loüer la Princeſſe?	Quoi vous flatteriez-vous de louer la Princesse?
Vous parleriez de ſa bonté, De ſa generoſité, De ſon eſprit, de ſa délicateſſe;	Vous parleriez de sa bonté, De sa générosité, De son esprit, de sa délicatesse;
Mais ce ſeroit à vous trop de temerité, Vous avez pour cela, Muſe trop de foibleſſe, Retournons à nos chalumeaux, Chantons ſous les tendres ormeaux;	Mais ce serait à vous trop de témérité, Vous avez pour cela, Muse trop de faiblesse, Retournons à nos chalumeaux, Chant sous les tendres ormeaux;
Les Plaiſirs d’un Berger aimé de ſa Bergere.	Les Plaisirs d'un Berger aimé de sa Bergère.
Mais renonçons à des ſujets trop hauts;	Mais renonçons à des sujets trop hauts;
Entreprenons ce que nous pouvons faire:	Entreprenons ce que nous pouvons faire:
En voulez-vous ſuivre mon ſentiment?	En voulez-vous suivre mon sentiment?
Montrez-luy voſtre jugement, Et voſtre reconnoiſſance, En gardant là-deſſus un modeſte ſilence.	Montrez-lui votre jugement, Et votre reconnaissance, En gardant là-dessus un modeste silence.
Vous voulez cependant faire un remerciment.	Vous voulez cependant faire un remerciment.
Hé bien donc dites-luy reſpectueuſement, Le deſtin ne m’eſt plus ſevere;	Hé bien donc dites-lui respectueusement, Le destin ne m'est plus sévère;
Il m’en a coûté des ſoûpirs, Pour me le rendre moins contraire, Mais ſi ma Paſtorale, au gré de mes deſirs, A le bonheur de ne vous pas déplaire, Le deſtin met le comble à mes plus doux plaiſirs.	Il m'en a coûté des soupirs, Pour me le rendre moins contraire, Mais si ma Pastorale, au gré de mes désirs, A le bonheur de ne vous pas déplaire, Le destin met le comble à mes plus doux plaisirs.
LETTRE DE L’AUTHEUR A SON A.	LETTRE DE L'AUTHEUR A SON A.
S.	S.
MADAME LA PRINCESSE DE CONTY HEMME,	MADAME LA PRINCESSE DE CONTY HEMME,
Pardonnez à l’ardeur d’une jeune Muſe:	Pardonnez à l'ardeur d'une jeune Muse:
Les applaudiſſemens qu’elle a receus de Voſtre Alteſſe.	Les applaudissements qu'elle a reçus de Votre Altesse.
Sereniſſime luy ont donné du courage.	Serenissime luitaît donné du courage.
Elle eſt fiere d’avoir occupé pendant quelques momens l’attention d’une Princeſſe telle que vous:	Elle est fière d'avoir occupé pendant quelques moments l'attention d'une Princesse telle que vous:
