Contre façon Sthèque de M.	Contre façon Sthèque de M.
Rondels	Rondels
A MADAME MSS ADAME,	À MADAME MSS ADAME,
Ie ſuis le plus embarraſſé homme du monde, lors qu’il me faut dédier ux Liure, & ie me trouue ſi peu fait au ſtyle d’Epiſtre Dedicatoire, que ie ne ſçay par où ſortir de celle cy.	Je suis le plus embarrassé homme du monde, lors qu'il me faut dédier ux Livre, et été me trouve si peu fait au style d'Épître Dédicatoire, que je ne sais par où sortir de celle cy.
Vn autre Autheur, qui ſeroit en ma place, trouueroit d’abord cent belles choſes à dire de Voſtre Alteſſe Royale, ſur le titré de L’Ecole des femmes.	Un autre Auteur, qui serait en ma place, trouverait d'abord cent belles choses à dire de Votre Altesse Royale, sur le titré de L'École des femmes.
& l’offre qu’il qu’il vous en feroit.	et l'offre qu'il qu'il vous en ferait.
Mais pour moy Madame, je vous auouë mon foible.	Mais pour moi Madame, je vous avoue mon faible.
Ie ne ſçait point cét art de trouuer des raports entre des choſes ſi peu proportionnées;	Je ne sais point cet art de trouver des rapports entre des choses si peu proportionnées;
& quelques belles lumieres, que mes Confreres les Autheurs me donnent tous les iours ſur de pareils ſuiets, ie ne voy point ce que Voſtre Alteſſe Royalle pourroit auoir à démeſler auec la Comedie que ie luy preſente.	et quelques belles lumières, que mes Confrères les Auteurs me donnent tous les jours sur de pareils sujets, notre n' est point ce que Votre Altesse Royalle pourrait avoir à démêler ies la Comédie que a luy présente.
On n'est pas en peine, ſans doute, comment il faut faire pour vous loüer.	On n'est pas en peine, sans doute, comment il faut faire pour vous louer.
La matiere, Madame, ne ſaute que trop aux yeux, & de quelque coſté qu’on vous regarde, on recontre Gloire ſur Gloire, & qualiteZ ſur qualitez.	La matière, Madame, ne saute que trop aux yeux, et de quelque côté qu'on vous regarde, on recontre Gloire sur Gloire, et qualités sur qualités.
Vous en aueZ, Madame, du coſté du rang, & de la naiſſance, qui vous fons reſpecter de toute la terre.	Vous en avez, Madame, du côté du rang, et de la naissance, qui vous fonds respecter de toute la terre.
Voûs en auez du coſté des Graces, & de l’Eſprit & du Corps, qui vous font admirer de toutes les perſonnes, qui vous voyent.	Vous en avez du côté des Grâces, et de l'Esprit et du Corps, qui vous font admirer de toutes les personnes, qui vous voient.
Vous en aueZ du coſté de l’ame;	Vous en avez du côté de l'âme;
qui, ſi I'on oſe parler ainſi, vous font aymer de tous ceux qui ont l’honneur d’approcher de vous:	qui, si J'on ose parler ainsi, vous font aimer de tous ceux qui ont l'honneur d'approcher de vous:
Ie veux dire cette douceur pleine de Charmes, dont vous daignez temperer la fierté des grands titres que vous portez;	Je veux dire cette douceur pleine de Charmes, dont vous daignez tempérer la fierté des grands titres que vous portez;
cette bonté toute obligeante;	cette bonté toute obligeante;
cette affabilité genereuſe, que vous faite paroistre pour tout le monde:	cette affabilité généreux, que vous faite paraître pour tout le monde:
Et ce ſont particulierement ces dernieres pour qui ie ſuis, & dont ie ſens fort bien que ie ne me pourray taire quelque iour.	Et ce sont particulièrement ces dernières pour qui ie suis, et dont tu sens fort bien que personne ne me pourrai taire quelque jour.
