Quiconque ayme la France, aymera cẽt ouurage Et qui ne l’aime pas, en maudira l’Autheur.	Quiconque aime la France, aimera cent ouvrage Et qui ne l'aime pas, en maudira l'Auteur.
Tu me vas cõtenter, qui que tu ſois, Lecteur, nes vns i’ayme la ioye, et des autres la rage.	Tu me vas comtenter, qui que tu sois, Lecteur, nés uns j'aime la joie, et des autres la rage.
LE LIBRAIRE AV LECTEVR.	LE LIBRAIRE AU LECTEUR.
1 cette Piece qui m’eſt tõbée entre les mains Deſt toute allegorique, comme pluſieurs l’ont eſtimée;	1 cette Pièce qui m'est tombée entre les mains Dest toute allégorique, comme plusieurs l'ont estimée;
& ſi elle repreſente l’ambition des Eſpagnols pour ſe rendre maiſtres de l’Europe, & la protection que luy donne le Roy auec ſes Alliez pour la garantir de ſeruitude;	et si elle représente l'ambition des Espagnols pour se rendre maîtres de l'Europe, et la protection que sans donne le Roi avec ses Alliez pour la garantir de servitude;
Vous pourrez iuger, cher Lecteur, que nous ſõmes autãt au deſſus d’eux par l’équité de noſtre cauſe, que cette façon d’eſcrire eſt au deſſus des bouffonneries qu’ils ont faites à Madrid & à Bruxelles, ſur quelques mauuais ſuccez qui nous eſtoiẽt arriuez;	Vous pourrez juger, cher Lecteur, que nous sommes autant au dessus d'eux par l'équité de notre cause, que cette façon d'écrire est au dessus des bouffonneries qu'ils ont faites à Madrid et à Brux, sur quelques mauvais succès qui nous étaient arrivez;
& des inuectiues atroces contre le Roy & ſes Miniſtres, que l’on trouue tous les iours dans les pacquets qui viennent d’Allemagne.	et des invectiues atroces contre le Roi et ses Ministres, que l'on trouve tous les jours dans les pacquets qui viennent d'Allemagne.
Bien que le Roy ſe contente de leut repentir auec les atmes & de repouſſer leurs iniures en pouſſant plus auãt ſes frontieres;	Bien que le Roi se contente de lut repentir avec les atmes et de repousser leurs injures en poussant plus avants ses frontières;
il ne defend pas à ſes ſubjets de parler lors qu’ils en ont vne ſi belle matiere;	il ne défend pas à ses sujets de parler lors qu'ils en ont une si belle matière;
& n’a pas deſagreable que ceux qui ne le ſeruent pas auec le fer, le ſeruent auec la plume, & faſſent voir que nous ſurmontons nos ennemis en toutes choſes.	et n'a pas désagréable que ceux qui ne le servent pas avec le fer, le servent avec la plume, et fassent voir que nous surmontons nos ennemis en toutes choses.
Vous iugerez encore que l’Autheur accuſant de quelques vices quelques-vns des Perſonnages de la piece, a entendu parler des vices que l’on attribuë aux nations, n’ayant pas meſme eſpargné la noſtre, pour ſe mõſtrer equitable:	Vous jugerez encore que l'Auteur accusant de quelques vices quelques-mêmes des Personnages de la pièce, a entendu parler des vices que l'on attribuë aux nations, n'ayant pas même épargné la vôtre, pour se montrer équitable:
mais qu’il n’a point entendu parler des Princes qui les commandent, leſquels n’ont aucuns de ces deffauts;	mais qu'il n'a point entendu parler des Princes qui les commandent, lesquels n'ont aucuns de ces défauts;
& que repreſentant lbere il a repreſenté ſeulement l’Eſpagnol en general:	et que représentant lbère il a représenté seulement l'Espagnol en général:
ce qui eſt manifeſte en ce que ceux qui ont veu le Roy d’Eſpagne, ſçauent qu’il eſt d’vn teint bien contraire au bazané;	ce qui est manifeste en ce que ceux qui ont vu le Roi d'Espagne, savent qu'il est d'un teint bien contraire au basané;
& qu’il eſt bien eſloigné d’auoir les alitez de violent & d’artificieux, que l’ou attribuë à Ibete dans cét ouurage.	et qu'il est bien éloigné d'avoir les alités de violent et d'artificieux, que l'ou attribuë à Ibete dans cet ouvrage.
PERSONNAGES.	PERSONNAGES.
A vlco lui TRANCION.	À vlco lui -TRANCION.
IDENE.	JDENE.
