ARLE P41 COMEDIEN AUX EHl AMPS ELISEES.	ARLE P41 COMÉDIEN AUX EHl AMPS ÉLISESES.
C.	Ç.
cile Hiſtorique, AlleBor mieeNin.	cile Historique, AlleBor mieNin.
L E LIBRAIRE S A L CEOIE 6 Ro.	 LE LIBRAIRE S À LE CEOIE 6 Ro.
Autbeur de jcet Ouvrage ne l’avgit point fait pour le s8 donner au Tublic mais ſeulement poun:	Autbeur de jet Ouvrage ne l'augit point fait pour le s8 donner au Tublic mais seulement poun:
divertir honneſtement ſon eſprit dans ſes heures de recréation ſes occupations ſerieuſes:	divertir honnêtement son esprit dans ses heures de recréation ses occupations sérieuses:
auſſe cais-je en bien de la peine à obtenir de luy la permiſſion' de le faire imprimer.	aussi cais-je en bien de la peine à obtenir de Elle la permission de le faire imprimer.
On y trouvera le veritable eſprit de la Comedie Italienne, c’eſt à dire beaucoup d’enjouement, de plaiſanterie, & de jeu de Theatre, & le tout ſi maturellement & ſi agreablément ccrit & exprime, que ceux qui ont fait la lecture de cette piece, ont ri de bon cœur en la liſant, & ont avollé qu’elle n’a par beſoin de repreſentation pour divertir.	On y trouvera le véritable esprit de la Comédie Italienne, c'est à dire beaucoup d'enjouement, de plaisanterie, et de jeu de Théâtre, et le tout si maturellement et si agreablément ccrit et exprime, que ceux qui ont fait la lecture de cette pièce, ont ri de bon cœur en la lisant, et ont avollé qu'elle n'a par besoin de représentation pour divertir.
C’eſt veritablement ici un Livre nouveaut, puiſque l’on n'a jamais rien imprimé (que faſçache ) ſur cette matiere, c ainſt je me promets, que vous me ſçaurez bon gré de ce que je vons fais ce preſemt.	C'est véritablement ici un Livre nouveaut, puisque l'on n'a jamais rien imprimé (que fâche ) sur cette matière, c' est -je me promets, que vous me saurez bon gré de ce que je vons fais ce présemt.
LE 1 T DE Ri ARDAN Ecrite des Champs Eliſées a Monſieun ?	LE 1 T DE Ri ARDAN Écrite des Champs Elisées a Monsieun ?
.	.
Mh	Mh
Comme je ſçay par ceux qui nous viennent ici tous les jours, que vous étes extremement curieux de ſçayoir ce qui ſe paſſe dans ces campagnes agreables, & que vous faites beaucoup d’honneur a mes ouvrages par vôtre A 3.	Comme je sais par ceux qui nous viennent ici tous les jours, que vous êtes extrêmement curieux de sçayoir ce qui se passe dans ces campagnes agréables, et que vous faites beaucoup d'honneur a mes ouvrages par votre A 3.
.	.
application continuelle à les lire;	application continuelle à les lire;
