M.	M.
DC.	DC.
XXXII.	XXXII.
AVEC PRIVILEGE DV ROT	AVEC PRIVILÈGE DU ROT
A MADAME, AIIESXENEE LA DVCHESSE DE LONGVEVILLE.	À MADAME, AIIESXENE LA DVCHESSE DE LONGUEVILLE.
.	.
	
ADAME, Εσοοι Depuis que i’ay fait le deſſein de vous faire voir de mes ouurages, ie l’ay cent fois quitté, & cent fois ie l’ay repris;	ADAME, Ç Depuis que j'ai fait le dessein de vous faire voir de mes ouvrages, toujours l'ai cent fois quitté, et cent fois rien l'ai repris;
Vos vertus, qui ne vous font auoir que de haultes & de ſerieuſes penſees, m’en oſtoient la hardieſſe, & voſtre bonté, qui vous fait ietter les yeux ſur les plus petites choſes, me la rẽdoit au meſme inſtãt:	Vos vertus, qui ne vous font avoir que de hautes et de sérieuses pensées, m'en ôtaient la hardiesse, et votre bonté, qui vous fait jeter les yeux sur les plus petites choses, me la rend au re instant:
Mais en fin ayãt conſideré que les regles & les preceptes de la plus ſeuere vertu ne deffendent pas les honneſtes diuertiſſemens, ie me ſuis facilement perſuadé que Caliſte pouuoit paraiſtre deuant vous.	Mais en fin ayant considéré que les règles et les préceptes de la plus sévère vertu ne défendent pas les honnêtes divertissements, on me suis facilement persuadé que Caliste pouvait paraître devant vous.
C’eſt elle, MADAME, qui vous viẽt entrerenir de ſes trauerſes, & qui vous demande apres toutes ſes peines vne place dans voſtre cabinet pour y repoſer ſeurement;	C'est elle, MADAME, qui vous vient entrerenir de ses traverses, et qui vous demande après toutes ses peines une place dans votre cabinet pour y reposer sûrement;
Si elle tente de cette façon laderniere & la plus difficille de ſes aduãtures, au moins elle a cette aſſeurãce que c’eſt la plus glorieuſe, & que ſi les autres luy ont fait aquerir l’eſtime d’vn peuple entier, cellecy luy fera ſans doute auoir des applaudiſſemens de tout le monde.	Si elle tente de cette façon laderniere et la plus difficille de ses aventures, au moins elle a cette assurance que c'est la plus glorieuse, et que si les autres a ont fait aquérir l'estime d'un peuple entier, celleci quelque fera sans doute avoir des applaudissements de tout le monde.
L’on iugera de ſon merite par l’accueil que vous luy ferez, & pour moy i’auray ſubiet de croire que ie vaux quelque chole ſi vous faites eſtat du deſſein que i’ay de vous didertn, cret paraiſtre.	L'on jugera de son mérite par l'accueil que vous lui ferez, et pour moi j'aurai sujet de croire que sans vaux quelque chole si vous faites état du dessein que j'ai de vous didertn, cet paraître.
Voſtre tres-humble & tres-obeiſſant ſeruiteur.	Votre très-humble et très-obéissant serviteur.
DV RYER.	DU RYER.
A MONSIEVR DV RYER SVR SON LIVRE.	À MONSIEUR DU RYER SUR SON LIURE.
STANCES.	STANCES.
110	110
– Eux tu que l’amitié qui conioint nos deux ames Aa Te donne en ce lieu-cy des ſentimens de flammes, * (19 Et que ſans artifice elle t'oſe parler;	„ Eux tu que l'amitié qui conjoint nos deux âmes Aa Te donne en ce lieu-cy des sentiments de flammes, * (19 Et que sans artifice elle t'ose parler;
