Le tres-humble, tres-obeïſſant, & tres-fidelle ſerviteur & ſujet, B.	Le très-humble, très-obeïssant, et très-fidelle serviteur et sujet, B.
P.	P.
MOLIERE.	MOLIÈRE.
AU LECTEUR.	AU LECTEUR.
AMAIS entrepriſe au Theatre ne fut ſi precipitée que celle-cy;	AMAIS entreprise au Théâtre ne fut si précipitée que celle-cy;
& c’eſt Vamune choſe, je croy, toute nouvelle, qu’une Comedie ait eſté conceue, faite, appriſe, & repreſentée en quinze jours.	et c'est Vamune chose, je crois, toute nouvelle, qu'une Comédie ait été conçue, faite, apprise, et représentée en quinze jours.
Je ne dis pas cela pour me piquer de l’im promptu, & en pretendre de la gloire;	Je ne dis pas cela pour me piquer de l'im omptu, et en prétendre de la gloire;
mais ſeulement pour prevenir certaines gens, qui pourroient trouver à redire, que je n’aye pas mis icy toutes les eſpeces de Fâcheux, qui ſe trouvene:	mais seulement pour prévenir certes gens, qui pourraient trouver à redire, que je n'aie pas mis ici toutes les espèces de Fâcheux, qui se trouvène:
Je ſçay que le nombre en eſt grand, & à la Cour, & dans la Ville, & que ſans Epiſodes, j’euſſe bien pû en compoſer A 4 une une Comedie de cinq Actes bien fournis, & avoir encor de la matiere de reſte.	Je sais que le nombre en est grand, et à la Cour, et dans la Ville, et que sans Épisodes, j'eusse bien pu en composer A 4 une une Comédie de cinq Actes bien fournis, et avoir encor de la matière de reste.
Mais dans le peu de temps qui me fut donné, il m’eſtoit impoſſible de faire un grand deſſein, & de reſver beaucoup ſur le choix de mes Perſonnages, & ſur la diſpoſition de mon ſujet.	Mais dans le peu de temps qui me fut donné, il m'était impossible de faire un grand dessein, et de rêver beaucoup sur le choix de mes Personnages, et sur la disposition de mon sujet.
Je me reduiſis donc à ne toucher qu’un petit nombre d’Importuns;	Je me réduis donc à ne toucher qu'un petit nombre d'Importuns;
& je pris ceux qui s’offrirent d’abord à mon eſprit, & que je creus les plus propres à réjoüir les auguſtes perſonnes devant qui-j’avois à paroiſtre;	et je pris ceux qui s'offrirent d'abord à mon esprit, et que je crus les plus propres à réjouir les augustes personnes devant qui-j'avais à paraître;
& pour lier promptement toutes ces choſes enſemble, je me ſervis du premier nœud que je pus trouver.	et pour lier promptement toutes ces choses ensemble, je me servis du premier nœud que je pus trouver.
Ce n’eſt pas mon deſſein d’examiner maintenant ſi tout cela pouvoit eſtre mieux, & ſi tous ceux qui s’y ſont divertis, ont ry ſelon les regles:	Ce n'est pas mon dessein d'examiner maintenant si tout cela pouvait été mieux, et si tous ceux qui s'y sont divertis, ont ri selon les règles:
Le temps viendra de faire imprimer mes remarmarques ſur les Pieces que j’auray faites;	Le temps viendra de faire imprimer mes remarmarques sur les Pièces que j'aurai faites;
& je ne deſeſpere pas de faire voir un jour, en grand Autheur, que je puis citer Ariſtote, & Horace.	et je ne désespère pas de faire voir un jour, en grand Auteur, que je puis citer Aristote, et Horace.
En attendant cet examen, qui peut-eſtre ne viendra point, je m’en remets aſſez aux deciſions de la multitude;	En attendant cet examen, qui peut-être ne viendra point, je m'en remets assez aux décisions de la multitude;
& je tiens auſſi difficile de combattre un Duvrage que le public approuque d’en deffendre un qu’il damne.	et je tiens aussi difficile de combattre un Duvrage que le public approuque d'en défendre un qu'il damne.
