Lſalo, Chez CLAU DE BARBIN, au Palais, ſur le ſecond Perron de la S.	Lsalo, Chez CLAU DE BARBIN, au Palais, sur le second Perron de la S.
Chapelle.	Chapelle.
M.	M.
DC.	DC.
LXXIV.	LXXIV.
AVEC PRIVILEGE DV ROY	AVEC PRIVILÈGE DU ROY
A LA 3 2 MADAME DVCHESSE DE ILLO IN AMy Ie ne diray point d 4 Vôtre Alteſſe que j’aj ã i ba lance longtemps A d vant que d'oſer mettre ſon Nom à la teſte de cei Ouvrage:	À LA 3 2 MADAME DVCHESSE DE ILO IN AMy Je ne dirai point d 4 Votre Altesse que j'aj à y jà lance longtemps A d ans que d'oser mettre son Nom à la tête de cei Ouvrage:
De quelque temerite dont elle accuſe la penſee que j'en ay que, y avoue que je nen ay jamais eu d’autre.	De quelque témérité dont elle accuse la pensée que j'en ai que, y avoue que je nen ai jamais eu d'autre.
Tavois beſoin d’une grande proteetion A O & la gené O roſite, qui vous eſt ſi naA *3 turelle, me donnoit lieu d perer que je pourrois 4 obtenir la votre, πυuvιSE *2 D’ailleurs, MADAME.	Tavais besoin d'une grande proteétion À Ô et la géné Ô rosite, qui vous est si naA *3 turelle, me donnait lieu d érer que je pourrais 4 obtenir la vôtre, πυuvιSE ailleurs, MADAME.
on ſçait que v.	on sait que v.
Alteſſe tππων acumπαπιοαuvs'eſt ſi fort declaree pour EoEniaun Ar elie.	Altesse tππων acumπαπιοαuvs'est si fort déclarée pour ÉoñEniaun Ar elie.
A qu'elle eſt on A quelque façon obligéé à la ſoûtenir.	À qu'elle est on À quelque façon obligé à la soutenir.
On ſçait qué cuu uplaudiſſemens ont fait toul juuu prreuyque A a iij les larmes dont vous l’avez honoree, luy ont at tire tous les ſuffrages C qju'elle a reçeus;	On sais qué cv Xplaudissements ont fait toul suivre prreuyque A a jà les larmes dont vous l'avez honore, lui ont at tire tous lui suffrages Ç qju'elle onore;
& enfin qu'elle ne vaut que ce 4 que vous l'avez fair va loir.	et enfin qu'elle ne vaut que ce 4 que vous l'avez fair va loir.
En effet, MADAME, les Eſprits les plus déB licâts ont mieux aime avoüer avec Vous, qu elle eſtoit digne de leur eſtime, que de s’oppoſer A au jugement que vous ) en aviez fait.	En effet, MADAME, les Esprits les plus déB licâts ont mieux aime avouer avec Vous, qu' elle était digne de leur estime, que de s'opposer A au jugement que vous ) en aviez fait.
C'eſt ce qui ma en gagé à vous l’offrir pour SO S la faire approuver de 4 tout le Monde;	C'est ce qui ma en gagé à vous l'offrir pour SO SOR la faire approuver de 4 tout le Monde;
& pour A vous donner une mai que publique de ma re A connoiſſance O.	et pour À vous donner une mai que publique de ma ré A connaissance Ô.
Pprz P7o	Pprès P7o
DE VOSTRE ALTESSE,	DE VÔTRE ALTESSE,
Le tres-humble & tres- obeïſſant Serviteur, ABEILLE.	Le très-humble et très- obéissant Serviteur, ABEILLE.
S a 28 A E RDEMN E Sujet de cette Tragédie eſt aſſez inconnu.	S a 28 A E RDEMN E Sujet de cette Tragédie est assez inconnu.
Je l’ay pris dans Suidas;	Je l'ai pris dans Suidas;
& Suidas, quelque rang qu’il C tienne parmy les Sçavans, n’eſt guére plus connu dans le Monde que le Sujet qu’il m’a fourny.	et Suidas, quelque rang qu'il Ç tienne parmi les Savants, n'est guère plus connu dans le Monde que le Sujet qu'il m'a fourni.
Je n’y ay pris que le nom d’Argelie, celuy de ſon Royaume, & l’autheur de ſa mort, qui fuſt un Prince d’Argos qu'elle avoit fait mettre en priſon;	Je n'y ai pris que le nom d'Argélie, celui de son Royaume, et l'auteur de sa mort, qui fût un Prince d'Argos qu'elle avait fait mettre en prison;
encore ay-je TABRANCE.	encore ai-je TABRANCE.
retranché une lettre du nom de cette Reyne, afin qu’il fût moins rude à prononcer.	retranché une lettre du nom de cette Reine, afin qu'il fût moins rude à prononcer.
Voila tout ce qu’il y a d’hiſtorique dans ma Fable.	Voilà tout ce qu'il y a d'historique dans ma Fable.
Il n’eſt pas neceſſaire de répondre aux ſcrupules de tous ceux que le ſuccés de cette Tragédie à inis en mauvaiſe hu2 meur.	Il n'est pas nécessaire de répondre aux scrupules de tous ceux que le succès de cette Tragédie à inis en mauvaise hu2 meur.
Quelques-uns de ces ſcrupules ſont ſi malfondez, qu’ils ne méritent pas qu’on s’applique à les détruire.	Quelques-uns de ces scrupule sont si malfondés, qu'ils ne méritent pas qu'on s'applique à les détruire.
Je connois des Gens qui ſe vantent d’avoir lû quatre fois la Poëtique d’Ariſtote;	Je connais des Gens qui se vantent d'avoir lu quatre fois la Poétique d'Aristote;
& qui ſoûtiennent que dans les Principes de ce Philoſophe, Argelie donnant le nom à la Piece, doit attirer ſur elle touté la pitié des 6 Spectateurs.	et qui soutiennent que dans les Principes de ce Philosophe, Argélie donnant le nom à la Pièce, doit attirer sur elle touté la pitié des 6 Spectateurs.
On peut connoiſtre par là s’il eſt vray qu’ils ayent jamais lû Ariſtote.	On peut connaître par là s'il est vrai qu'ils aient jamais lu Aristote.
Pour ceux qui ont crû que le troiſiéme Acte eſtoit inutile, & que la ſterilité de mon Sujet m’avoit fait différer juſqu’au cinquiéme la declaration d’amour qu’Iſmene devoit faire dés le troiſiéme à Phœnix, lors qu'elle luy veut faire quitter la Cour:	Pour ceux qui ont cru que le troisième Acte était inutile, et que la stérilité de mon Sujet m'avait fait différer jusqu'au cinquième la déclaration d'amour qu'Ismene devait faire dès le troisième à Phœnix, lors qu'elle a veut faire quitter la Cour:
Je les prie de me dire quel jugement ils feroient de la vertu d’Iſmene, ſi une heure aprés le choix d’un Epoux, elle parloit d’amour à ſon Rival.	Je les prie de me dire quel jugement ils feraient de la vertu d'Ismene, si une heure après le choix d'un Époux, elle parlait d'amour à son Rival.
Cette indécence ne ſe trouve pas au cinquiéme Acte.	Cette indécence ne se trouve pas au cinquième Acte.
Iſmene ſemble devoir alors cét aveu à l’amour d’un Prince deſeſd dl dl da ds Mais je n’ay pas eu, dit-on, les mémes égards par tout pour la vertu d’Iſmene.	Ismene semble devoir alors cet aveu à l'amour d'un Prince des dl dl da dès Mais je n'ai pas eu, dit-on, les mêmes égards par tout pour la vertu d'Ismene.
Je luy fais ſacrifier Timagene à la ſeûreté de Phœnix.	Je te fais sacrifier Timagène à la sûreté de Phœnix.
