LA ENEREVSE ALLEMANDE LE TRIOMPHE D’AMOVR.	LA ENEREUSE ALLEMANDE LE -TRIOMPHE D'AMOUR.
TRAGI-COMEDIE, MISE EN DEVX IOVRNEES.	TRAGI-COMÉDIE, MISE EN DEUX IOVRNEES.
Par	Par
LE SIEVR MARESCHAL.	LE SIEUR MARÉCHAL.
Où ſous Noms empruntez, & parmy d’agreables & diuerſes feintes eſt repreſentée l’Hiſtoire de feu Monſieur & Madame de Cirey.	Où sous Noms empruntés, et parmi d'agréables et diverses feintes est représentée l'Histoire de feu Monsieur et Madame de Cirey.
SECONDE TOVNNEE.	SECONDE TOVNNEE.
* u Y 5653.	* * Y 5653.
A PARIS Chez PIERRE ROCOLET, au Palais, enla Gal lerie des Priſonniers,aux Armes de la Ville.	À PARIS Chez PIERRE ROCOLET, au Palais, enla Gal lerie des Prisonniers, Armes de la Ville.
444.	444.
MA 4 A dnς dκlTη IICDCH.	MA 4 A d' une IICDCH.
IVE.	IVE.
3 MTel ab cot ausumendh	3 MTel ab ot ausumendh
A MONSIEVI MONSIEVR DE LAVNAY.	À MONSIEUI MONSIEUR DE LAUNAY.
EPIOIRL.	EPIOIRL.
amy, pourouloir trot vous obliver & ne le pouttoit pas iique ne τιηις la feroit vn ennemy.	ami, pourouloir trot vous obliver et ne le poutait pas jique ne τιηις la ferait un ennemi.
omme Nus eſtes doux, facil, officieux pour tout lanaomg:	omme Nus êtes doux, facil, officieux pour tout lanaomg:
Κσ οlligeant en mon endroit iuſqu'es à la profuſion, ie ſuis témoin außi de la plie belle patience qui puiſſe honorer & faire eſtimer vn ſupplice volontaire, moy, qui vous ay fait cent fois mon Martyr en vous aymant, & qui puis prendre vanité d’eſtre le ſeul qu’on a fait aueugle à ſon auantage.	Ô οlligeant faire mon endroit jusqu'es à la profusion, ie votre témoin aussi de la plie belle patience qui puisse honorer et faire estimer un supplice volontaire, moi, qui vous ai fait cent fois mon Martyr en vous aimant, et qui puis prendre vanité d'être le seul qu'on a fait aveugle à son avantage.
C'eſt vn aueuglement qui reiißit au bien de celuy qui l’endure, & qui vous en r'enuoye toute l’incommodité, à cous qui le cauſez, & qui ne vous pouuez em pécher de faire du bien, quelque mal qui vous en auienne.	C'est un aveuglement qui reiissit au bien de celui qui l'endure, et qui vous en renuoye toute l'incommodité, à cous qui le causez, et qui ne vous pouvez em pécher de faire du bien, quelque mal qui vous en avienne.
Mous eſtes ſi parfait et genereux en vos affections, & ſi entier encvos vertus, que depuis ce moment, que vous m'auez abſolument acquis, vous n'auez pas osé entendre la voix de mon cœur, qui vous parloit de vos merites, & demon admiration a leur ſuiét;	Mous êtes si parfait et généreux en vos affections, et si entier encos vertus, que depuis ce moment, que vous m'avez absolument acquis, vous n'avez pas osé entendre la voix de mon cœur, qui vous parlait de vos mérites, et demon admiration à leur sujet;
ni vous arreſter aù ſeruice que i’estois honteux de ne pouuoir vous rendre, & pour dequel ie vous faiſois des plaintes, de peur d'y regarder voſtre intereſt.	ni vous arrêter aù service que j'étais honteux de ne pouvoir vous rendre, et pour dequel ie vous faisais des plaintes, de peur d'y regarder votre intérêt.
Ainſi tout ce qui pouuoit faire à mai déchurge vous cha eoit, & eſtoit meſmeste qui vous affenceoit plus;	Ainsi tout ce qui pouvait faire à mai déchurge vous cha eoit, et était mêmes qui vous affenseait plus;
par où vous auez témoigné que la Vertu & voſtre amitié ne ſont quvne choſe, qu’elles ont également leur fondement noble;	par où vous avez témoigné que la Vertu et votre amitié ne sont quvne chose, qu'elles ont également leur fondement noble;
que comme celle-là ne peut eſtre reduitte à l’emprunt du dehors, & n’a point de plus belle recompenſe que ſoy-meſme, celle cy ne fait iamais du bien pour en receuoir.	que comme celle-là ne peut être réduite à l'emprunt du dehors, et n'a point de plus belle récompense que soi-même, celle -là ne fait jamais du bien pour en recevoir.
Enfin aprés auoir bien recerché les moyens de n’eſtre pas inutil à voſtre gloire, puis que ie l’eſtois ſi fort à voſtre amitié, voicy le lieu ſeul où i'ay pû accorder mon affection auecque vos merites.	Enfin après avoir bien recerché les moyens de n'être pas inutil à votre gloire, puis que sans l'étais si fort à votre amitié, voici le lieu seul où j'ai pu accorder mon affection avec vos mérites.
Quiconque me croira, s’il nous connoiſt bien l’vn & l'autre, iugera que c'eſt vn honneur que ie receoy de vous, en vous l’offrant;	Quiconque me croira, s'il nous connaît bien l'un et l'autre, jugera que c'est un honneur que ie receoy de vous, en vous l'offrant;
& s’il y a pour vous quelque aduantage, que vous ne l’acceptez que comme n’ayant pû honnestement le refuſer, & que toute voſtre recerche n’a eſté que de le meriter.	et s'il y a pour vous quelque avantage, que vous ne l'acceptez que comme n'ayant pu honnêtement le refuser, et que toute votre recerche n'a été que de le mériter.
Mais, MONSIEVR, ie paſſeray plus auant, & finiray ſur cette confeſsion que ie cay, de vous deuoir encore aprés cecy plus que ie ne ſçaurois iamais vous rendre;	Mais, MONSIEUR, on passerai plus avant, et finirai sur cette confession que ie clay, de vous devoir encore après ceci plus que je ne saurais jamais vous rendre;
&t qu’il faut que ie meure ingrat, quand ie suous aurois fait viure eternellement en cét Ouurage, & que ie ſerois, comme ie proteſte d'eſtre, encore aprés la vie,	ett qu'il faut que ainsi meure ingrat, quand Elle suous aurais fait vivre éternellement en cet Ouvrage, et que ie serois, comme il proteste d'être, encore aprés la vie,
PR LIMCE	PR LIMÉE
ON ne s’étonne point quẽ i’aye remis en ce lieu les raiſons que i’ay à donner ſur cét Ouurage, pour en iuſtifier enſemble & ſes moindres parties & tout le deſſein.	ON ne s'étonne point qu 'aie remis en ce lieu les raisons que j'ai à donner sur cet Ouvrage, pour en justifier ensemble et ses moindres parties et tout le dessein.
I’ay laiſſé lire expreſſément la premiere Iournée, afin qu’on pûſt en recõnoiſtre les deffaux, auant que ie les diſſę:	J'ai laissé lire expressément la première Journée, afin qu'on pût en reconnaître les défauts, avant que sans les diss:
& comme il eſt de la nature & de l’ordre des choſts de pecher auant que de s’en confeſſer;	et comme il est de la nature et de l'ordre des chôts de pécher avant que de s'en confesser;
ie pretends auſſi que ma confeſſion me ſerue d’excuſe, & que la raiſon qui ne peut faillir tienne partie en mon erreur.	Ce prétends aussi que ma confession me serve d'excuse, et que la raison qui ne peut faillir tienne partie en mon erreur.
Ie parle hardiment, & de la meſme ſorte que i’ay bien oſé commettre vn crime contre les maximes de l’ancienne Poëſie, qui ſe plaindra que ie viole auec effronterie de certaines loix pour le Theatre, que les plus doux Eſprits ont reuerées, & que les plus forts ont receuës.	Je parle hardiment, et de la même sorte que j'ai bien osé commettre un crime contre les maximes de l'ancienne Poésie, qui se plaindra que tu viole avec effronterie de certaines lois pour le Théâtre, que les plus doux Esprits ont révérées, et que les plus forts ont reçues.
Toutefois quelque plainte qu’elle faſſe, ie ne ſçaurois me repentir d’vn peché que ie treuue raiſonnable, & n’ay pas voulu me reſtraindre à ces eſtroites bornes ni du lieu, ni du temps, ni de l’action;	Toutefois quelque plainte qu'elle fasse, je ne saurais me repentir d'un péché que ie treuue raisonnable, et n'ai pas voulu me restraindre à ces étroites bornes ni du lieu, ni du temps, ni de l'action;
qui ſont les trois poincts principaux que regardent les regles des Anciens.	qui sont les trois points principaux que regardent les règles des Anciens.
Qu’ils me ſoutiennent que le ſuiét de Theatre doit eſtre vn en l’action, c’eſt à dire eſtre ſimple en ſon euenement, & ne receuoir d’incidents qui ne tendent tous à vn ſeul effect d’vne perſonne ſeule;	Qu'ils me soutiennent que le sujet de Théâtre doit être un en l'action, c'est à dire même simple en son événement, et ne recevoir d'incidents qui ne tendent tous à un seul effet d'une personne seule;
ie leur declareray que le mien ena deux diuerſes.	Madame leur déclarerai que le mien ena deux diverses.
Qu’ils ſoutiennent encore que la Scene ne cõnoiſt qu’vn lieu, & que pour faire quelque rapport du ſpectacle aux ſpectateurs qui ne remuent point, elle n’en peut ſortir qu’en meſme temps elle ne ſorte auſſi de la raiſon;	Qu'ils soutiennent encore que la Scène ne cõnoist lieu, et que pour faire quelque rapport du spectacle aux spectateurs qui ne remuent point, elle n'en peut sortir qu'en même temps elle ne sorte aussi de la raison;
i’auou’ray que la mienne du commencement & pendant les deux premiers Actes eſt en la Ville de Prague, & preſque tout le reſte en celle d’Aule, en vn mot qu'elle paſſe de Boheme en Syleſie.	j'avoule Ma que la mienne du commencement et pendant les deux premiers Actes est en la Ville de Prague, et presque tout le reste en celle d'Aule, en un mot qu'elle passe de Boheme en Syllesie.
De plus qu’ils iurent qu’vn ſuiét, pour eſtre iuſte ne doit contenir d’actions qui s’étendent au delà d’vn iour, & qui ne puiſſent auoir eſté faites entre deux Soleils;	De plus qu'ils jurent qu'une sujet, pour être juste ne doit contenir d'actions qui s'étendent au delà d'un jour, et qui ne puissent avoir été faites entre deux Soleils;
ie ne ſuis pas pour cela preſt à croire que celles que i’ay décrites, & qui ſont veritables, pour auoir franchy ces limites ayent plus mauuaiſe grace.	On ne suis pas pour cela prêt à croire que celles que j'ai décrites, et qui sont véritables, pour avoir franchi ces limites aient plus mauvaise grâce.
Si l’on ne treuue que ces fautes dans mes deux Poëmes, ie n’en rougiray point;	Si l'on ne trouve que ces fautes dans mes deux Poèmes, Elle n'en rougirai point;
puis que ce ſont des vices agreables quand ils ſont dans vn bon ordre, & qu’ils ne iettent point vn ſuiét dedans la confuſion.	puis que ce sont des vices agréables quand ils sont dans un bon ordre, et qu'ils ne jetent point un sujet dedans la confusion.
Erc’eſt, à mon aduis, ce qu’ont voulu euiter les Anciens par tant de regles;	Erc'est, à mon avis, ce qu'ont voulu éviter les Anciens par tant de règles;
mais ils ſe ſont montrez encore plus ſeueres que ſubtils, employant cette rigueur contre eux-meſines, qui ſouuent de peur de rendre vn ſuiét confus, le mettent à la geine.	mais ils se sont montrez encore plus sévères que subtils, employant cette rigueur contre eux-mines, qui souvent de peur de rendre un sujet confus, le mettent à la geine.
Que doncque l’on n’eſpere pas que ie ſoutienne autrement vne Piece que i’auouë irreguliere, qu’en publiant que c’eſt vne faute ingenieuſe & premeditée que i’ay voulu faire, par d’autres regles plus ſenſibles & plus forte qui m’obligent d’auantage, qui ſont celles du deuoir & de l’amitié.	Que donc l'on n'espère pas que votre soutienne autrement une Pièce que j'avoue irrégulière, qu'en publiant que c'est une faute ingénieuse et préméditée que j'ai voulu faire, par d'autres règles plus sensibles et plus forte qui m'obligent d'avantage, qui sont celles du devoir et de l'amitié.
Il me falloit eſtre mauuais Amy, pour paroiſtre icy bon Poëte, & quitter la Philoſophie des honneſtes gens, qui eſt la plus ſolide & la plus iuſte, pour ſuiure celle qui n’a point de corps, & qui n’eſt qu’en l’imagination.	Il me fallait être mauvais Ami, pour paraître ici bon Poète, et quitter la Philosophie des honnêtes gens, qui est la plus solide et la plus juste, pour suivre celle qui n'a point de corps, et qui n'est qu'en l'imagination.
Pour moy qui ne m’arreſte pas volontiers à des ſonges ridicules, & qui ne ſçaurois mettre de fondement ſur des réueries, ie traitte dans ces Vers vne Hiſtoire auſſi veritable qu’elle eſt belle & glorieuſe, & n'ay pas voulu laiſſer à la conſcience ſeule des témoins, qui viuent encore & la ſçauent, la plus agreable partie des effets que la ſeuerité des regles m’euſt obligé de couper.	Pour moi qui ne m'arrête pas volontiers à des songes ridicules, et qui ne saurais mettre de fondement sur des révériez, ie te dans ces Vers une Histoire aussi véritable qu'elle est belle et glorieuse, et n'ai pas voulu laisser à la conscience seule des témoins, qui vivent encore et la savent, la plus agréable partie des effets que la sévérité des règles m'eût obligé de couper.
