AN IARTO, Chez THOMAS IOLY, Libraire- Iuré, au Palais, dans la Salle des Mercier à la Palme.	AN JARTO, Chez THOMAS JOLI, Libraire- Juré, au Palais, dans la Salle des Mercier à la Palme.
M.	M.
DC.	DC.
LXV.	LXV.
AVEC PRIVILEGE DV ROY.	AVEC PRIVILÈGE DU ROY.
ETIJIRE.	ETIJIIRE.
admirable, que ie crûs que ce n’eſtoit pas rendre juſtice à vn ſi merueilleux Ouurage, que de ne le voir qu’vne fois, ce qui m’y fit retourner cinq ou ſix autres;	admirable, que venir crus que ce n'était pas rendre justice à un si merveilleux Ouvrage, que de ne le voir qu'une fois, ce qui m'y fit retourner cinq ou six autres;
& comme on retient aſſez facilement les choſes qui frappent viuement l’imagination, i’eus le bonheur de la retenir entiere, ſans auçun deſſein premedité, & ie m’en apperceus d’vne maniere aſſez extraordinaire.	et comme on retient assez facilement les choses qui frappent vivement l'imagination, j'eus le bonheur de la retenir entière, sans auçun dessein prémédité, et Seigneur m'en aperçus d'une manière assez extraordinaire.
Vn jour m’eſtant trouué dans vne aſſez celebre Compagnie, où l’on s’entretenoit & de voſtre Eſprit, & du Genie particulier que vous a uez pour les Pieces de Theatre, ie coulay mon ſentiment parmy celuy des autres;	Un jour m'étant trouvé dans une assez célèbre Compagnie, où l'on s'entretenait et de votre Esprit, et du Génie particulier que vous a pour les Pieces de Theatre, ie coulai mon sentiment parmi celui des autres;
& pour encherir par deſſus ce qu’on diſoit à voſtre auantage, ie voulus faire le recit de voſtre Cocy IMAGINAIRE, mais ie fus bien ſur pris, quand ie vis qu’à cent Vers pres ie ſçauois la Piece par cœur, & qu’au lieu du ſujet, ie les auois tous recitez cela m’y fit retourner encore vne fois pour acheuer de retenir ce que ie n’en ſçauois pas.	et pour enchérir par dessus ce qu'on disait à votre avantage, tu voulus faire le récit de votre Coci IMAGINAIRE, mais tu fus bien sur pris, quand ie vis qu'à cent Vers prés ie avais la Pièce par cœur, et qu'au lieu du sujet, sans les avais tous récitez cela m'y fit retourner encore une fois pour achever de retenir ce que je n'en savais pas.
Auſſi-toſt vn Gentilhomme de mes Amis, extraordinairement curieux de ces ſortes d’Ouurages, m’écriuit & me pria de me mander ce que c’eſtoit que le Cocv IMAGINAIRE, parce que, diſoit-il, il n’auoit point veu de Piece dont le titre promit rien de ſi ſpirituel, ſi elle eſtoit traittée par vn habile Homme.	Aussitôt un Gentilhomme de mes Amis, extraordinairement curieux de ces sortes d'Orages, m'écrivit et me pria de me mander ce que c'était que le Cocvie IMAGINAIRE, parce que, disait-il, il n'avait point vu de Pièce dont le titre promit rien de si spirituel, si elle était traitée par un habile Homme.
Ie luy enuoyay auſſitoſt la Piece que i’auois retenuë, pour luy montrer qu’il ne s’eſtoit pas trompé;	Je lui envoyai aussitôt la Pièce que j'avais retenue, pour lui montrer qu'il ne s'était pas trompé;
& comme il ne l’auoit point veuë repreſenter, ie crûs à propos de luy enuoyer les Argumens de chaque Scene, pour luy montrer que quoy que cette Piece ſoit admirable, l’Autheur en la repreſentant luy-meſme y ſçauoit encore faire découurir de nouuelles beautez Ie n’oubliay pas de luy mander expreſſément & meſme de le conjurer de n’en laiſſer rien ſortir de ſes mains;	et comme il ne l'avait point vue représenter, je crus à propos de même envoyer les Arguments de chaque Scène, pour lui montrer que quoi que cette Pièce soit admirable, l'Auteur en la représentant Sumême y savait encore faire découvrir de nouvelles beautés Je n'oubliai pas de jours mander expressément et même de le conjurer de n'en laisser rien sortir de ses mains;
cependant ſans ſçauoir comment cela s’eſt fait, i’en ay veu courir huit ou dix Coppies en cette Ville, & i’ay ſceu que quantité de gens eſtoient preſts de la faire mettre ſous la Preſſe;	cependant sans savoir comment cela s'est fait, j'en ai vu courir huit ou dix Coppies en cette Ville, et j'ai su que quantité de gens étaient prêts de la faire mettre sous la Presse;
ce qui m’a mis dans vne colere d’autant plus grande, que la pluſpart de ceux qui ont décrit cét Ouurage, l’ont tellement défiguré, ſoit en y ajoûtant, ſoit en y diminuant, que ie ne l’ay pas trouué reconnoiſſable;	ce qui m'a mis dans une colère d'autant plus grande, que la plupart de ceux qui ont décrit cet Ouvrage, l'ont tellement défiguré, soit en y ajoutant, soit en y diminuant, que je ne l'ai pas trouvé reconnaissable;
& comme il y alloit de voſtre gloire & de la mienne, que l’on ne l’imprimaſt pas de la ſorte, à cauſe des Vers que vous auez faits, & de la Proſe que i’y ay ajouſtée, i’ay crû qu’il falloit aller au deuant de ces Meſſieurs, qui impriment les gens malgré qu’ils en ayent, & donner vne Coppie qui fut correcte (ie puis parler ainſi, puis que ie croy qué vous trouuerez voſtre Piece dans les formes) i’ay pourtant combattu long temps auant que de la donner;	et comme il y allait de votre gloire et de la mienne, que l'on ne l'imprimât pas de la sorte, à cause des Vers que vous avez faits, et de la Prose que j'y ai ajoutée, j'ai cru qu'il fallait aller au devant de ces Messieurs, qui impriment les gens malgré qu'ils en aient, et donner une Coppie qui fut correcte (ie puis parler ainsi, puis que je crois qué vous trouverez votre Pièce dans les formes) j'ai pourtant combattu long temps avant que de la donner;
mais enfin i’ay veu que c’eſtoit vne ne ceſſité que nous fuſſions imprimez, & ie m’y ſuis reſolu d’autant plus volontiers, que i’ay veu que cela ne vous pouuoit apporter aucun dommage, non plus qu’à voſtre Trouppe, puis que voſtre Piece a eſté joüée pres de cinquante fois.	mais enfin j'ai vu que c'était une ne cessité que nous fussions imprimez, et toujours m'y suis résolu d'autant plus volontiers, que j'ai vu que cela ne vous pouvait apporter aucun dommage, non plus qu'à votre Troupe, puis que votre Pièce a été jouée pres de cinquante fois.
Ie ſuis,	Je suis,
MONSIEVR,	MONSIEUR,
Voſtre tres-humble Seruiteur k*	Votre très-humble Serviteur k
A VN AMY ONSIEVR,	À VN AMY ONSIEUR,
Vous ne vous eſtes pas trompé dans voſtre penſée, lors que vous auez dit (auantque l’on le joüaſt) que ſi le COCV IMAGINAIRE, eſtoit traité par vn habile Homme, ce deuoit eſtre vne parfaitement belle Piece:	Vous ne vous êtes pas trompé dans votre pensée, lors que vous avez dit (auantque l'on le joüast) que si le COCU IMAGINAIRE, était traité par un habile Homme, ce devait a voir parfaitement belle Pièce:
C’eſt pourquoy ie croy qu’il ne me ſera pas difficile de vous faire tomber d’accord de la beauté de cette Comedie, meſme auant que de l’auoir veuë, quand ie vous auray dit qu’elle part de la plume de l’Ingenteux Autheur des Pretieuſes Ridicules.	C'est pourquoi votre crois qu'il ne me sera pas difficile de vous faire tomber d'accord de la beauté de cette Comédie, même avant que de l'avoir vue, quand on vous aurai dit qu'elle part de la plume de l'Ingenteux Auteur des Pretieuses Ridicules.
Iugez apres cela, ſi ce ne doit pas estre vn Ouurage tout à fait galand & tout à fait ſpirituel, puis que ce ſont deux choſes que ſon Autheur poſſede auantageuſement.	Jugez après cela, si ce ne doit pas être un Ouvrage tout à fait galant et tout à fait spirituel, puis que ce sont deux choses que son Auteur possède avantageusement.
