De Voſtre GRANDEVR, Le tres humone, cremouerhaut, & tres-affectionné ſeruiteur, DES FONTAINES	De Votre GRANDEUR, Le très humone, crémouerhaut, et très-affectionné serviteur, DES FONTAINES
LES PERSONNAGES:	LES PERSONNAGES:
SOLIMAN, ſecon l Empereur des Tures.	SOLIMAN, secon l' Empereur des Tures.
ERASIE, Fauory de Soltnan Amioureux de Peiſide.	ERASIE, Favori de Soltnan Amioureux de Peiside.
ACHMAT, Baſſa de la mer, Amoureux d'Herminie.	ACHMAT, Bassa de la mer, Amoureux d'Herminie.
PYRRVS, Baſſa.	PYRUS, Bassa.
Riual d’Achmat.	Rival d'Achmat.
HALY, Baſſa, cou fi dent d’Achmat.	HALY, Bassa, cou fi dent 'Achmat.
TIROIDE, D'Mne Rnou ene, Amnate d’Eraſte.	TIROIDE, D'Une Rnou ene, Amnate d'Éraste.
HERMINIE, Fille d’Amurar, priſonniere de guerre.	HÉRMINIE, Fille d'Amurar, prisonnière de guerre.
ALCOMIRE, Dame de Conſtantinople, Riuale d’Herminie.	ÀLCOMIRE, Dame de Constantinople, Rivale d'Herminie.
ORMANE, ſuiuante de Perſide.	ORMANE, suivante de Perside.
Troupe de Ianiſſaires,	Troupe de Janissaires,
Læ Scene eſt au Serail de dehurs, à Conſtantin ple.	Læ Scène est au Serail de hurs, à Constantin plein.
OV LA SVITTE BRATEPM.	OU LA SVITTE BRATEPM.
TRAGEDIE.	TRAGÉDIE.
A ( 4 TE I.	À ( 4 TE I.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
SOLIMAN, & ſa ſuitte, ERASTE.	SOLIMAN, et sa suitte, ERASTE.
HERMINIE, & ſuitte.	HÉRMINIE, et suitte.
Des l'ouuerture du Theatre, paroiſtrõt des deux coſtez les drapeaux de Rhodes, & ceux de Bellegarde,	Des l'ouvre du Théâtre, paraîtront des deux côtés les drapeaux de Rhodes, et ceux de Bellegarde,
ERASTE.	ERASTE.
N quel eſtat, Seigneur, faut-il que ie paroiſſe?	N quel état, Seigneur, faut-il que je paraisse?
L Quel rang dois-ie tenir auprés de ta bauteſſes Si deuers ces drapeaux elle tourne les yeux, Elle me receuera comme victorieux;	 Quel rang dois-je tenir auprès de ta bautesses Si devers ces drapeaux elle tourne les yeux, Elle me recevera comme victorieux;
Mais de l’autre coſté, ces marques de ta gloire Par vn pompeux elclat effacent ma victoire, Et ces nobles teſmoins à mes yeux trop connus, M’apprennent que ie ſuis au rang de tes vaincus:	Mais de l'autre côté, ces marques de ta gloire Par un pompeux elclat effacent ma victoire, Et ces nobles témoins à mes yeux trop connus, M'apprennent que je suis au rang de tes vaincus:
En quelque eſtat pourtant que ie puiſſe paraiſtre.	En quelque état pourtant que ici puisse paraître.
Ou vainqueur, on vaincu, ie reconnois mon maiſtre, Trop heureux, ſi de toy i’obtiens la qualité De ſuiet, plain de zele, & de fidelité.	Ou vainqueur, on vaincu, Seigneur reconnois mon maître, Top heureux, si de toi j'obtiens la qualité De sujet, plein de zèle, et de fidélité.
Rhodes, par ta valeur à tes loix aſſeruie, Eſt moins digne à mes yeux de pitié, que d’enuie, Et ie vois ſans regret mon pays abatu, Rendre vn illuſtre hommage, à ta haute vertu;	Rhodes, par ta valeur à tes lois asservie, Est moins digne à mes yeux de pitié, que d'envie, Et ie vois sans regret mon pays abattu, Rendre un illustre hommage, à ta haute vertu;
Si lors que tu le pris pour obiet de tes armes.	Si lors que tu le pris pour objet de tes armes.
Ie refuſay l’honneur d’y mener tes gens-d’armes, Ce n’eſt pas que ſon ſort ne me fuſt apparent, Mais c’eſt que ie voulois qu’il t’euſt pour conquerant, Et que la qualité du bras qui le ſurmonte, Par le rang du vainqueur diminuaſt ſa honte:	Je refusai l'honneur d'y mener tes gens-d'armes, Ce n'est pas que son sort ne me fût apparent, Mais c'est que je voulais qu'il t'eût pour conquérant, Et que la qualité du bras qui le surmonte, Par le rang du vainqueur diminuât sa honte:
Contre luy, ta bauteſſe, a fait vn iuſte effort, Et moy ie ne pouuois le combattre ſans tort, Ie me rendois ingrat, attaquant ce rebelle.	Contre femme, ta bautesse, a fait un juste effort, Et moi ici ne pouvais le combattre sans tort, Je me rendais ingrat, attaquant ce rebelle.
I'eſtois traiſtre enuers luy, ſi ie t’eſtois fidelle;	J'étais traître envers jours, si tu t'étais fidèle;
Et quelque heureux ſuccez qu’euſt produit ma valeur, Mon triomphe euſt ſans doute eſtouffé mon honneuſe Au lieu que par vne autre & plus iuſte victoire I’ay ſignalé.	Et quelque heureux succès qu'eût produit ma valeur, Mon triomphe eût sans doute étouffé mon honneuse Au lieu que par une autre et plus juste victoire J'ai signalé.
