A PARIS, Chez NICUENSET ORAs,au troiſiéme.	À PARIS, Chez NICUENSET ORAs,au troisième.
Pilier de la grand' Sale du Palais, à l’Eſperance, & à L, couronnée.	Pilier de la grand Sale du Palais, à l'Espérance, et à L, couronnée.
M.	M.
DC.	DC.
LXVI.	LXVI.
AVEC PRIVILEGE DV ROYC TOH	AVEC PRIVILÈGE DU ROYC TOUH
S ME n’eſt icy qu’vn Mmple crayon;	 SE n'est ici qu'est Mmple crayon;
vn petit impromptu, ι dont le Roy à voulu ſe faire vn diuertiſſement.	Un petit impromptu, dont le Roi à voulu se faire un divertissement.
Il eſt le plus precipité de tous ceux que ſa Maieſté m’ait commandez;	Il est le plus précipité de tous ceux que sa Majesté m'ait commandés;
Et lors que ie diray qu’il a eſté propoſé, fait, appris, & repreſenté en cinq iours, ie ne diray que ce qui eſt vray.	Et lors que ici dirai qu'il a été proposé, fait, appris, et représenté en cinq jours, Seigneur ne dirai que ce qui est vrai.
Il n’eſt pas neceſſaire de vous aquertir qu’il di 1j y a beaucoup de choſes qui dependent de l’action;	Il n'est pas nécessaire de vous aquertir qu'il di 1j y a beaucoup de choses qui dépendent de l'action;
On ſçait bien que les Comedies ne ſont faites que pour eſtre ioüées, & i ene conſeille de lire celle-cy qu’aux perſonnes qui ont des yeux pour découurir dans la lecture tout le jeu du Theatre:	On sais bien que les Comédies ne sont faites que pour être jouées, et y eue conseille de lire celle-cy qu'aux personnes qui ont des yeux pour découvrir dans la lecture tout le jeu du Théâtre:
Ce que ie vous diray, c’eſt qu’il ſeroit à ſouhaitter que ces lortes d’houurages puſſent toûjours ſe montrer à vous auec les ornemens qui les accompagnent chez le Roy.	Ce que ici vous dirai, c'est qu'il serait à souhaiter que ces lortes d'houvrages pussent toujours se montrer à vous avec les ornements qui les accompagnent chez le Roi.
Vous le verriez dans vn eſtat beaucoup plus ſupportable.	Vous le verriez dans un état beaucoup plus supportable.
& les 11165e1.	et les 11651.
gymphonies de l’incomparable Monſieur Lully, meſſez à la beaute des Voix.	gymphonies de l'incomparable Monsieur Lully, messez à la beauté des Voix.
& à l’addreſſe des Danſeurs, leur donnent, ſans doute des graces, dont ils ont toupaſſer.	et à l'adresse des Danseurs, leur donnent, sans doute des grâces, dont ils ont toupasser.
EXTAICT DV PRIVILEGE du Roy.	EXTAICT DU PRIVILÈGE du Roi.
JAR grace & Priuilege du A Roy, donné à Paris, le 30.	JAR grâce et Privilège du A Roi, donné à Paris, le 30.
de Decembre 1665.	de Décembre 1665.
Signé, DE SEIGNEROLLE, & ſeellé du grand Sceau de cire jaune, il eſt permis à lean Baptiſte Pocquelin de Moliere, Comedien de la Troupe de noſtre tres-cher, & tres-amé Frere vnique le Duc d’Orleans, de faire imprimer vendre & debiter pendant le temps & eſpace de cinq ans, par tel Libraire ou Imprimeur que bon lui ſemblera vne piece de Theatre qu’il a cõpoſée, intitulée l’Amour Medecin:	Signé, DE SEIGNEROLLE, et seelé du grand Sceau de cire jaune, il est permis à léan Baptiste Pocquelin de Molière, Comédien de la Troupe de notre très-cher: et très humé Frère unique le Duc d'Orleans, de faire imprimer vendre et débiter pendant le temps et espace de cinq ans, par tel Libraire ou Imprimeur que bon lui semblera une pièce de Théâtre qu'il a cõposée, intitulée l'Amour Médecin:
auec défenſes à toutes perſonnes de reimprimer ou contrefaire, vendre ou diſtripuer ladite Piece ou partie d’icelle ſans ſa permiſſion, à peine de confiſcation des Exemplaires, & de l’amende portée dans l’original.	avec défenses à toutes personnes de réimprimer ou contrefaire, vendre ou distripuer ladite Pièce ou partie d'icelle sans sa permission, à peine de confiscation des Exemplaires, et de l'amende portée dans l'original.
Regiſtré ſur le Liure de Communaute des Imprimeurs, Marchands Libraires de Paris, le 4 Ianuier 1666 Signé, PIGET Syndic.	Registré sur le Livre de Communaute des Imprimeurs, Marchands Libraires de Paris, le 4 Janvier 1666 Signé, PIGET Syndic.
Ledit Sieur Moliere a cedé, quitté, & tranſporté ſon droit de Priuilege à Pierre Treboüillet, Nicolas le Gras, & Theodore Girard Marchands Libraires à Paris pour en joüir, ainſi qu’il eſt porté par leſdites Lettres de Priuilege, ſuiuant l’accord fait entr'eux.	Ledit Sieur Molière a cédé, quitté, et transporté son droit de Privilège à Pierre Trebouillet, Nicolas le Gras, et Théodore Girard Marchands Libraires à Paris pour en jouir, ainsi qu'il est porté par lesdites Lettres de Privilège, suivant l'accord fait entr'eux.
Acheué d’imprimer pour la premiere fois, le 15.	Achevé d'imprimer pour la première fois, le 15.
Ianuier 1666.	Janvier 1666.
LES PERSONNAGES.	LES PERSONNAGES.
D ORmome	D ORmome
muovibEheMn, veueur de Tapiſferies	muovibEheMn, veueur de Tapisferies
M.	M.
IOSSE, Olrevle.	JOSSE, Olrevle.
LVCINDE, Fille de Sganarelle.	LUCINDE, Fille de Séganarelle.
LYSETTE, ſuiuante de Lucinde.	LYSETTE, suivante de Lucinde.
M.	M.
TOME’S,	TOME-S,
M.	M.
DESFONANDRE'S, Y	DESFONANDRÉS, Y
M.	M.
MACROTON, & Medecins.	MACROTON, et Médecins.
L’OPERATEVR, Oruietan.	L'OPÉRATEUR, Orviétan.
Pluſieurs Triuelains & Scaramouches.	Plusieurs Trivelains et Scaramouches.
LA COME ILe LA MVSIQVE.	LA COME ILe LA MUSIQUE.
LE BALLET.	LE BALLET.
La Scene eſt à Paris dans vne Salle de la maiſon de Sganarelle.	La Scène est à Paris dans une Salle de la maison de Séganarelle.
PROLOGVE.	PROLOGUE.
LA COMEDIE.	LA COMÉDIE.
LA MVSIQVE ET LE BALLET LA COMEDIE.	LA MUSIQUE ET LE BALLET LA COMÉDIE.
à tour.	à tour.
Vittons, quittons nostre vaine querelle, Ne nous diſputons point nos talens tour Et d’vne gloire plus helle Picquons-nous en ce iour.	Vittons, quittons notre vaine querelle, Ne nous disputons point nos talents tour Et d'une gloire plus helle Picquons-nous en ce jour.
Vniſſons-nous tous trois d’vne ardeur ſans ſeconde.	Unissons-nous tous trois d'une ardeur sans seconde.
Pour donner du plaiſir au plus grand Roy du monde.	Pour donner du plaisir au plus grand Roi du monde.
Tous trois.	Tous trois.
v nijjons-nuns.	 vicjons-nuns.
LA COMEDIE, De ſes trauaux plus grands qu'on ne peut croire, Il ſe vient quelquefois delaſſer parmy nous.	LA COMÉDIE, De ses travaux plus grands qu'on ne peut croire, Il se vient quelquefois délasser parmi nous.
Eſt-il de plus grande gloire Dſe tevon neur plus doux.	Est-il de plus grande gloire Dse tevon neur plus doux.
Vniſſons-nous-tous-trois.	Unissons-nous-tous-trois.
Tous trois.	Tous trois.
Vniſſons-nous.	Unissons-nous.
L’AMOV	L'AMOU
LALETOVN MIESEOIAC.	LALETOUN MIESEOIAC.
ACTE.	ACTE.
I.	I.
SCENE I.	SCÈNE I.
SGANARELLE, AMINTE, LVENECE, MI.	SGANARELLE, AMINTE, LUENCE, MI.
GVILLAVME, M.	GUILAVME, M.
IOSSE.	JOSSE.
2 8 SGANARELLE.	2 8 SGANARELLE.
ρι1:	§1:
Y:	Y:
A H, l’eſtrange choſe que la vie!	À H, l'étrange chose que la vie!
& que ie  puisbien dire auec ce rand Philoſophe de l’AntiA quité, que qui terre a guerre a, & qu’vn malheur ne vient iamais ſans l’autre.	et que personne puisbien dire avec ce rand Philosophe de l'AntiA quité, que qui terre a guerre a, et qu'un malheur ne vient jamais sans l'autre.
Ie n’auois qu’vne ſeule femme qui eſt morte.	Je n'avais qu'une seule femme qui est morte.
M.	M.
GVILLAME.	GUILAME.
Et combien donc en voulezvous auoir?	Et combien donc en voulezvous avoir?
SGANARELLE.	SGANARELLE.
Elle eſt morte, Monſieur mon amy, cette perte m’eſt tres ſenſible, & ie ne puis m’en reſſouuenir ſans pleurer.	Elle est morte, Monsieur mon ami, cette perte m'est très sensible, et personne ne puis m'en ressouvenir sans pleurer.
Ie n’eſtois pas fort ſatisfait de ſa conduite, & nous auions le plus ſouuent diſpute enſemble;	Je n'étais pas fort satisfait de sa conduite, et nous avions le plus souvent dispute ensemble;
mais enfin, la mort r’ajuſte toutes choſes.	mais enfin, la mort rajuste toutes choses.
Elle eſt morte:	Elle est morte:
ie la pleure.	Elle la pleure.
Si elle eſtoit en vie, nous nous querellerions.	Si elle était en vie, nous nous querellerions.
De tous les enfans que le Ciel m’auoit donnés;	De tous les enfants que le Ciel m'avait donnés;
il ne m’a laiſſé qu’vne fille, & cette fille eſt toute ma peine.	il ne m'a laissé qu'une fille, et cette fille est toute ma peine.
Car enfin, ie la voy dans vne melancolie la plus ſombre du monde, dans vne triſteſſe épouuantable, dont il n’y a pas moyen de la retirer;	Car enfin, votre la voy dans une mélancolie la plus sombre du monde, dans une tristesse épouvantable, dont il n'y a pas moyen de la retirer;
& dont ie ne ſçaurois meſme apprendre la cauſe.	et dont ici ne saurais même apprendre la cause.
Pour moy i’en perds l’eſprit, & i’aurois beſoin d’vn bon conſeil ſur cette matiere.	Pour moi j'en perds l'esprit, et j'aurais besoin d'un bon conseil sur cette matière.
Vous eſtes ma niece:	Vous êtes ma nièce:
vous, ma voiſine.	vous, ma voisine.
& vous mes comperes & mes amis:	et vous mes compères et mes amis:
ie vous prie de me conſeiller tous ce que ie dois faire.	ici vous prie de me conseiller tous ce que Rome dois faire.
M.	M.
IOSSE.	JOSSE.
Pour moy, ie tiens que la brauerie & l’ajuſtement eſt la choſe qui reſioüit le plus les filles, & ſi i’eſtois que de vous, ie luy acheterois dés auiourd’huy vne belie garniture de Diamans, ou de Rubis, ou d’Eſmeraudes.	Pour moi, ie tiens que la braverie et l'ajustement est la chose qui resioüit le plus les filles, et si j'étais que de vous, je lui achèterais dé auiourd’hui une bélie garniture de Diamants, ou de Rubis, ou d'Émeraudes.
M.	M.
GVILLAME.	GUILAME.
Et moy;	Et moi;
ſi i’eſtois en voſtre place, i’achetterois vne belle tenture de tapiſſerie de verdure, ou à perſonnages, que ie ferois mettre à ſa chambre, pous luy reſiouïr l’eſprit & la veuë.	si j'étais en votre place, j'achèterais une belle tenture de tapisserie de verdure, ou à personnages, que sans ferais mettre à sa chambre, pous était réjouir l'esprit et la vue.
AMINTE.	AMINTE.
