Cet eſprit oppoſé aux Bouts.	Cet esprit opposé aux Bouts.
Riiez qui s'eſt heureuſement conſervé en quelques endroits contre leur contagion, & qui ſe produit de temps en temps pour arreſter le cours de ces inſectes du Parnaſſe, ſemble eſtre ſorti de cette ſource de delicateſſe et de bon gouſt qui ſe trouve, plus abondamment qu'en lieu du Monde, dans la maiſon de VOSTRE ALTESSE SERENISSIME.	Riiez qui s'est heureusement conservé en quelques endroits contre leur contagion, et qui se produit de temps en temps pour arrêter le cours de ces insectes du Parnasse, semble était sorti de cette source de délicatesse et de bon goût qui se trouve, plus abondamment qu'en lieu du Monde, dans la maison de VÔTRE ALTESSE SERENISIME.
C’eſt dans cette maiſon qu'a eſté compoſée la premiere piéce qui ait paru contre cette maniere de Poëfie;	C'est dans cette maison qu'a été composée la première pièce qui ait paru contre cette manière de Poèfie;
je veux dire le Poëme intitulé Dulot vaincu ou la défaite des Bouts Rimez, de dié à feu Monſeigneur le Prince de Conty:	je veux dire le Poème intitulé Dulot vaincu ou la défaite des Bouts Rimés, de dié à feu Monseigneur le Prince de Conty:
& c'eſt aſſez, MONSEIGNEUR, pour faire que toutes les pieces ue mejme gouſt vous doivent un hommage particulier.	et c'est assez, MONSEIGNEUR, pour faire que toutes les pièces ue mejême goût vous doivent un hommage particulier.
Mais cette petite Comedie a encore une raiſon ſinguliere de vous eſtre offerte;	Mais cette petite Comédie a encore une raison singulière de vous être offerte;
quand ce ne ſeroit, MONSEIGNEUR, que pour ſe glorifier, dans une dedicace, de l’accueil & de l’audiance favorable qu'elle a trouve chez vous.	quand ce ne serait, MONSEIGNEUR, que pour se glorifier, dans une dédicace, de l'accueil et de l'audience favorable qu'elle a trouve chez vous.
Ceux qui ſçavent qu'elle eſt aſſe heureuſe pour avoir plû à la Cour, lors qu'elle a eu l’honneur d’y paroitre, pourroient ignorer ſes avantages de Chantilly:	Ceux qui Savent qu'elle est asse heureuse pour avoir plu à la Cour, lors qu'elle a eu l'honneur d'y paraître, pourraient ignorer ses avantages de Chantilly:
Et comme le juſte diſcernement de V.	Et comme le juste discernement de V.
A.	A.
S.	S.
eſt auſſi generalement connu que ſa valeur, quand un ouvrage a eu le bon-heur de ne luy pas déplaire, il eſt bien naturel à ceux qui ont intereſt à la gloire de cet ouvrage, de publier une approbation qui doit attirer toutes Je n’ay pas lieu de craindre aprés cela, ny les cenſures ny les chagrins qui ſont les ſuites ordinaires de toutes les Satyres;	est aussi généralement connu que sa valeur, quand un ouvrage a eu le bonheur de ne le sa déplaire, il est bien naturel à ceux qui ont intérêt à la gloire de cet ouvrage, de publier une approbation qui doit attirer toutes Je n'ai pas lieu de craindre après cela, ni les censures ni les chagrins qui sont les suites ordinaires de toutes les Satyres;
Car, outre que celle cy ne regarde perſonne en particulier, qu'elle eſt ſeulement contre l’enteſtement des Bouts-Rime & que je ne l’ay accommodée au Theatre que pour la rendre plus publique comme le mal qu'elle combat eſtoit devenu public;	Car, outre que celle cy ne regarde personne en particulier, qu'elle est seulement contre l'entêtement des Bouts-Rime et que je ne l'ai accommodée au Théâtre que pour la rendre pu publique comme le mal qu'elle combat était devenu public;
tout le Monde, MONSEIGNEUR, a trop de reſpect pour les ſentimens de V.	tout le Monde, MONSEIGNEUR, a trop de respect pour les sentiments de V.
A.	A.
S.	S.
pour condamner ce qu'elle n’aura pas trouvé mauvais.	pour condamner ce qu'elle n'aura pas trouvé mauvais.
