A MADAME LEVEI DAME ORDINAIRE DE LA REYNE, SOUS-GOUVERNAITE DEMESSETGNEURS LES ENFANS DE FRANCE.	À MADAME LEUEI DAME ORDINAIRE DE LA REINE, SOUS-GOUVERNAITE DEMESSTGNEURS LES ENFANS DE FRANCE.
ADAME,	ADAME,
Quand je vous auray dit que l'Auteur de cette Tragedie eſt le plus galant Eſprit du Royaume, je ne doute pas que vous ne croyiez auſſitôt que c’eſt cet homme Illuſtre avec qui vous eſtes auſſi étroitement liée par le nœud de l’amitié que par celuy du Sacrement:	Quand je vous aurai dit que l'Auteur de cette Tragédie est le plus galant Esprit du Royaume, je ne doute pas que vous ne croyiez aussitôt que c'est cet homme Illustre avec qui vous êtes aussi étroitement liée par le nœud de l'amitié que par celui du Sacrement:
mais je doute que vous me pardonniez ma ſupercherie, quand je vous auray declaré que je luy ay dérobé cet Ouvrage pour l’expoſer au public.	mais je doute que vous me pardonniez ma supercherie, quand je vous aurai déclaré que je lui ai dérobé cet Ouvrage pour l'exposer au public.
A vous dire la verité, j’ay crü que le larcin eſt permis lorſqu’il tourne à l’avantage de celuy à qui on le fait, & je n’ay pû ſouffrir dans les tenebres une production ſi accomplie ſans la mettre au jour, & faire connoître au monde que le bien dérobé peut proſperer:	À vous dire la vérité, j'ai cru que le larcin est permis lorsqu'il tourne à l'avantage de celui à qui on le fait, et je n'ai pu souffrir dans les ténèbres une production si accomplie sans la mettre au jour, et faire connaître au monde que le bien dérobé peut prospérer:
Auſſi, un Ouvrage qui imprime la vertu à tous ceux qui le voyent, ne meritoit-il pas d’eſtre imprimé?	Aussi, un Ouvrage qui imprime la vertu à tous ceux qui le voient, ne méritait-il pas d'être imprimé?
I’ay donc delivré cet enfant de la priſon où ſon pere l’avoit condamné afin qu’il coure toute la terre, & qu’il inſtruiſe par ſon exemple les parjures & les vicieux.	J'ai donc délivré cet enfant de la prison où son père l'avait condamné afin qu'il coure toute la terre, et qu'il instruise par son exemple les parjures et les vicieux.
La Tragedie ( qui eſt appellée par Ariſtote la Princeſſe du Theatre) ne viſe pas ſeulement au plaiſir des Spectateurs, elle butte encore à leur utilité.	La Tragédie ( qui est appelée par Aristote la Princesse du Théâtre) ne vise pas seulement au plaisir des Spectateurs, elle butte encore à leur utilité.
Elle eſt comme ces viandes qui ſont également delicieuſes & nourriſſantes, & qui ont la friandiſe des ragouts, & la vertu des medecines.	Elle est comme ces viandes qui sont également délicieuses et nourrissantes, et qui ont la friandise des ragoûts, et la vertu des médecines.
On trouve l’une & l’autre dans ce Poëme Dramatique;	On trouve l'une et l'autre dans ce Poème Dramatique;
