y cy au et-pvals Jepucee à	y cy au est-vals Jepucée à
Ce roide bras hauſté, ce tranchant couſtelas, Ce cheval bondiſſant, en ce champ, me fait croire, Que la terre & le Ciel t’appreſteut des combats, Mais ta ſeule valeur, le Triomphe & la gloire.	Ce roide bras hausté, ce tranchant coûtelas, Ce cheval bondissant, en ce champ, me fait croire, Que la terre et le Ciel t'apprêteut des combats, Mais ta seule valeur, le Triomphe et la gloire.
R.	R.
IN.	IN.
A TRES-ILLVSTRE Tcep magniſuſnc ocigneur	À TRÈS-ILLUSTRE Tcep agnisusnc ocigneur
SAMVEL KORECKY, Conte de Norec, &c dans la main d'vn ſubiect, le maintiennent en la ſaiſine de ſes biens, ſont aggreables a ſon Prince.	SAMVEL KORECKY, Conte de Norec, etc dans la main d'un sujet, le maintiennent en la saisine de ses biens, sont agréables a son Prince.
La fumée d’vn 4 grain d’encens donne iuſqu'au ciel au travers de l’epaiſſeur des airs, le parſume, ſert d’ombre a nos pechez, de nuë à l’Eternel pour les cacher & ne les vou.	La fumée d'un 4 grain d'encens donne jusqu'au ciel au travers de l'épaisseur des airs, le parsume, sert d'ombre à nos péchés, de nue à l'Éternel pour les cacher et ne les vou.
Vn ſouſpir entrecouppé doucement baſſement eſlancé du ſonds de l’ame fidele, y tonne, y eſclatte, s’y faict donner audience au milieu de la preſſe, & y eſt le tant bien venu qu’il ne retourne iamais la main vuide.	Un soupir entrecouppé doucement bassement élancé du sonds de l'âme fidèle, y tonne, y éclatte, s'y fait donner audience au milieu de la presse, et y est le tant bien venu qu'il ne retourne jamais la main vide.
Ce ſeul réſpect me fait haſarder mon vol vers vous, & ſert d’ancres & d’arbouttans aux deffiãces d’un bel oſer qui ma pris de ſaire marcher ſous l’adveu & le tiltre de voſtre grandeur, ce miſerable enfançon qui a peine fait le ſeulet;	Ce seul réspect me fait hâter mon vol vers vous, et sert d'ancres et d'arboutant aux deffiãces d'un bel oser qui ma pris de zaïre marcher sous l'aveu et le titre de votre grandeur, ce misérable enfançon qui a peine fait le seulet;
& vous pourra ſaluer en begaiant:	et vous pourra saluer en bégayant:
Voiez, qu’il vous fait les doux yeux, tendés lui la main, ſerués lui de hauſſe menton pour le faire paroiſtre, d’ame & de forme pour l’aviver & le rendre tout parlant, comme le Soleil donnant ſur l’image de Memnon.	Voyez, qu'il vous fait les doux yeux, tendez lui la main, servez lui de hausse menton pour le faire paraître, d'âme et de forme pour l'aviver et le rendre tout parlant, comme le Soleil donnant sur l'image de Memnon.
Il ſera en recompeſe le voiage du ciel pour vous, & le ſuppliera que ces Triomphes triomphez ſoient augures infallibles de vos Triomphes triomphãts:	Il sera en recompese le voyage du ciel pour vous, et le suppliera que ces Triomphes triomphez soient augures infallibles de vos Triomphes triomphants:
ces paſsiſs, de yos actiſs:	ces passiss, de yos actiss:
Ceux de mõ Prince, ceſt Alexandre de France, l'aſtre du bonheur des ſiens, le Comete du malheur de ſes ennemis, l’abbregè & le racourci des plus grands Princes, les Fourriers & avantcoureurs des voſtres:	Ceux de mon Prince, cet Alexandre de France, l'astre du bonheur des siens, le Comète du malheur de ses ennemis, l'abbregè et le racourci des plus grands Princes, les Fourriers et avantcoureurs des vôtres:
Ceux de ce grand Mars Chodkievvyez voſtre Oncle, --qui a emouſſé & lat prmup artempe aux armes de Suede, mis a l’ambeaux & a hachis le dosde ſes ennemis, a la reverſe & de pieds contre mont la ſortune du Duc Charles, & le tient encor pour le iourd’hui ſous le fouet & la verge, leurs cõtemporels.	Ceux de ce grand Mars Chodkievvyez votre Oncle, --qui à emoussé et la prmup artempe aux armes de Suède, mis a l'ambeaux et a hachis le dôde ses ennemis, à la reverse et de pieds contre mont la sortune du Duc Charles, et le tient encor pour le jour'hui sous le fouet et la verge, leurs cõtemporels.
Que les voſtres ſeruent de Patron a ce jeune Aiglon Charles voſtre frere:	Que les vôtres servent de Patron a ce jeune Aiglon Charles votre frère:
Que les prudents, les graves doux conſeils, ſaines, & ſainctes inſtitutiõs de ceſt autre Connidas voſtre Albert Skoracyvicz ſoient autãt d’aiguillons, autant de ſeux pour vous y pouſſer, pour vous y eſchauffer.	Que les prudents, les graves doux conseils, saines, et sainte institution de cet autre Connidas votre Albert Skoracyvicz soient autãt d'aiguillons, autant de seux pour vous y pousser, pour vous y échauffer.
