1 1aA SOPHONISBE, TRAGEDIE DE MAIRET.	1 1aA SOPHONISBE, TRAGÉDIE DE MAIRET.
DEDIEE, A MONDETGNEVR LE GARDE DES SEAVX.	DÉDIE, À MONDETGNEUR LE GARDE DES SEAUX.
R Chez PIERRE ROCOLET, au Palais en la gallerie des Priſonniers, aux Armes de la Ville.	 Rez PIERRE ROCOLET, au Palais en la gallérie des Prisonniers, aux Armes de la Ville.
M.	M.
DC.	DC.
XXXV AVEC PRIVILEGE DV ROY.	XXXV AVEC PRIVILÈGE DU ROY.
A MONSEIGNEVR MESSIRE TIEICRD SECVIEN, GARDE DES SEAVX DE FRANCE.	À MONSEIGNEUR MESSIRE -TIEICRD SECVIEN, GARDE DES SEAUX DE FRANCE.
NICNEVR, Eſtant naturellement bien-faiſant, comme vous eſtes, & n'ayant iamais manqué de matiere pour le faire dignement parecuiſque les plus belles charges du Parlement, que vous auez ſoutennes auec tant de ſuffiſance & de probité, ſont les honorables degrez par ou l’on vous a fait monter à la grandeur de celle que vous exercez, mainienn;	NICNEUR, Étant naturellement bienfaisant, comme vous êtes, et n'ayant jamais manqué de matière pour le faire dignement parecuisque les plus belles charges du Parlement, que vous avez soutennes avec tant de suffisance et de probité, sont les honorables degré par ou l'on vous a fait monter à la grandeur de celle que vous exercez, mainienn;
Il eſt impoßible que vous n'ayez obſerué que les bien-faits ont cela de propre de rendre ceux qui les ont receus plus hardis ou plus importuns à s’en procurer de nouueaux, & qu'vne premiere faueur eſt ordinairement la ſemence d’vne ſeconde.	Il est impossible que vous n'ayez observé que les bien-faits ont cela de propre de rendre ceux qui les ont reçus plus hardis ou plus importuns à s'en procurer de nouveaux, et qu'une première faveur est ordinairement la semence d'une seconde.
Pour moy, MONSEIGNEVR, c'eſt en ſuite de la permißion que vous m'auez donnée ſous võtre Seau de mettre ma Sophoniſbe au iour, que i’oſe vous demander encore, & que vous m'accorderez, s’il vous plaiſt, celle de vous la dediers puis qu’il eſt vray que ie ne ſçaurois mieux la mettre en lumiere, qu'en luy communiquant quelque rayen de la voſtre, que tout le monde regarde, comme vne des plus pures & des plus eſclatantes de noſtre temps.	Pour moi, MONSEIGNEUR, c'est en suite de la permission que vous m'avez donnée sous vontre Seau de mettre ma Sophonisbe au jour, que j'ose vous demander encore, et que vous m'accorderez, s'il vous plaît, celle de vous la dédiers puis qu'il est vrai que ieans saurais mieux la mettre en lumière, qu'en lui communiquant quelque rayen de la vôtre, que tout le monde regarde, comme une des plus pures et des plus éclatantes de notre temps.
