E fut en ce beau lieu, où toute la Cour ſe rendit le cinO quiéme de May;	E fut en ce beau lieu, où toute la Cour se rendit le cinO quième de May;
que le Roy traita plus de ſix cens perſonnes juſques au quatorziéme;	que le Roi traita plus de six cens personnes jusques au quatorzième;
outre une infinité de gens neceſſaires à la danſe & à la Comedie, & d’Artiſans de toutes ſortes venus de Paris:	outre une infinité de gens nécessaires à la danse et à la Comédie, et d'Artisans de toutes sortes venus de Paris:
ſi-bien que cela paroiſſoit une petite armée.	si-bien que cela paraissait une petite armée.
Le Ciel meſme ſembla favoriſer les deſſeins de Sa Majeſté, puis qu’en une ſaiſon preſque toûjours pluvieuſe, on en fut quitte pour un peu de vent, qui ſembla n’avoir augmenté, qu’afin de faire voir que la prévoyance & la puiſſance du Roy, étoient à l’épreuve des plus grandes incommoditez.	Le Ciel même sembla favoriser les desseins de Sa Majesté, puis qu'en une saison presque toujours pluvieuse, on en fut quitte pour un peu de vent, qui sembla n'avoir augmenté, qu'afin de faire voir que la prévoyance et la puissance du Roi, étaient à l'épreuve des plus grandes incommodités.
De hautes toilles, des baſtimens de bois faits preſque en un inſtant, & un nombre prodigieux de flambeaux de cire blanche, pour ſuppléer à plus de quatre mille bougies chaque journée, réſiſterent à ce vent, qui par tout ailleurs euſt rendu ces divertiſſements comme impoſſibles à achever.	De hautes toilles, des bâtiments de bois faits presque en un instant, et un nombre prodigieux de flambeaux de cire blanche, pour suppléer à plus de quatre mille bougies chaque journée, résistèrent à ce vent, qui par tout ailleurs eût rendu ces divertissements comme impossibles à achever.
Monſieur de Vigarani, Gentilhomme Modenois, fort ſçavant en toutes ces choſes, inventa & propoſa celles-cy;	Monsieur de Vigarani, Gentilhomme Modenais, fort sçavant en toutes ces choses, inventa et proposa celles-cy;
& le Roy commanda au Duc de Saint Aignan, qui ſe trouva lors en fonction de premier Gentilhomme de ſa Chambre, & qui avoit déja donné pluſieurs Sujets de Ballet fort agréables, de faire un deſſein où elles fuſſent toutes compriſes avec liaiſon & avec ordre:	et le Roi commanda au Duc de Saint Aignan, qui se trouva lors en fonction de premier Gentilhomme de sa Chambre, et qui avait déjà donné plusieurs Sujets de Ballet fort agréables, de faire un dessein où elles fussent toutes comprises avec liaison et avec ordre:
de-ſorte qu’elles ne pouvoient manquer de bien réüſſir.	desorte qu'elles ne pouvaient manquer de bien réussir.
Il prit pour Sujet le Palais d’Alcine, qui donna lieu au Titre des Plaiſirs de l’Iſle enchantée;	Il prit pour Sujet le Palais d'Alcine, qui donna lieu au Titre des Plaisirs de l'Île enchantée;
puis que, ſelon l'Arioſte, le brave Roger & pluſieurs autres bons Chevaliers y furent retenus par les doubles charmes de la beauté, quoi-qu’empruntée, & du ſçavoir de cette Magicienne, & en furent delivrez, aprés beaucoup de temps conſommé dans les délices, par la bague qui détruiſoit les enchantemens.	puis que, selon l'Arioste, le brave Roger et plusieurs autres bons Chevaliers y furent retenus par les doubles charmes de la beauté, quoiqu'empruntée, et du savoir de cette Magicienne, et en furent délivres, après beaucoup de temps consommé dans les délices, par la bague qui détruisait les enchantements.
C’eſtoit celle d’Angelique, que Meliſſe, ſous la forme du vieux Atlas, mit enfin au doigt de Roger.	C'était celle d'Angélique, que Mélisse, sous la forme du vieux Atlas, mit enfin au doigt de Roger.
On fit donc en peu de jours orner un Rond, où quatre grandes allées aboutiſſent entre de hautes paliſſades;	On fit donc en peu de jours orner un Rond, où quatre grandes allées aboutissent entre de hautes palissades;
de quatre rortiques, de trente-emq preus delevation, & de vingtdeux en quarré d’ouverture;	de quatre rortiques, de trente-emq préus délévation, et de vingtdeux en quarré d'ouverture;
de pluſieurs feſtons enrichis d’or, & de diverſes peintures, avec les Armes de Sa Majeſté.	de plusieurs festons enrichis d'or, et de diverses peintures, avec les Armes de Sa Majesté.
Toute la Cour s’y eſtant placée le ſeptiéme, il entra dans la place ſur les ſix heures du ſoir un Heraut d’Armes, repreſenté par M.	Toute la Cour s'y étant placée le septième, il entra dans la place sur les six heures du soir un Héraut d'Armes, représenté par M.
des Bardins, veſtu d’un habit à l’antique, couleur de feu en broderie d’argent, & fort bien monté.	des Bardins, vêtu d'un habit à l'antique, couleur de feu en broderie d'argent, et fort bien monté.
Il eſtoit ſuivi de trois Pages.	Il était suivi de trois Pages.
Celuy du Roy, M.	Celui du Roi, M.
d’Artagnan, marchoit à la teſte des deux autres, fort richement habillé de couleur de feu, livrée de Sa Majeſté, portant ſa Lance & ſon Eſcu, dans lequel brilloit un Soleil de pierreries, avec ces mots:	d'Artagnan, marchait à la tête des deux autres, fort richement habillé de couleur de feu, livrée de Sa Majesté, portant sa Lance et son Écu, dans lequel brillait un Soleil de pierreries, avec ces mots:
Nec ceſſo, nec erro.	Néc cesso, ne erro.
Faiſant alluſion à l’attachement de Sa Majeſté aux affaires de ſon Eſtat, & la maniére avec laquelle il agit.	Faisant allusion à l'attachement de Sa Majesté aux affaires de son État, et la manièvre avec laquelle il agit.
Ce qui eſtoit encore repreſenté par ces quatre vers du Préſident de Perigny, auteur de la meſme Deviſe.	Ce qui était encore représenté par ces quatre vers du Président de Perigny, auteur de la même Devise.
NE n'eſt pas ſans raiſon que la Terre & les Cieux, COnt tant d’étonnement pour un Objet ſi rare;	NE n'est pas sans raison que la Terre et les Cieux, COnt tant d'étonnement pour un Objet si rare;
Qui dans ſon cours penible, autant que glorieux, famais ne ſe repoſe, & jamais ne s’égare.	Qui dans son cours pénible, autant que glorieux, jamais ne se repose, et jamais ne s'égare.
Les deux autres Pages eſtoient aux Ducs de S.	Les deux autres Pages étaient aux Ducs de S.
Aignan & de Noailles.	Aignan et de Noailles.
Le premier, Marechal de Camp;	Le premier, Marechal de Camp;
& l’autre, Juge des Courſes.	et l'autre, Juge des Courses.
Celuy du Duc de S.	Celui du Duc de S.
Aignan portort rhieu de la Deviſe, & eſtoit habillé de ſa livrée de toile d’argent enrichie d’or, avec les plumes incarnates & noires, & les rubans de meſme.	Aignan portort rhieu de la Devise, et était habillé de sa livrée de toile d'argent enrichie d'or, avec les plumes incarnates et noires, et les rubans de même.
Sa Deviſe eſtoit telle.	Sa Devise était telle.
Un Tymbre d’Horloge, avec ces mots:	Un Tymbre d'Horloge, avec ces mots:
De mis golpes mi ruido.	De mis golpes mi ruido.
Le Page du Duc de Noailles eſtoit veſtu de couleur de feu, argent & noir;	Le Page du Duc de Noailles était vêtu de couleur de feu, argent et noir;
& le reſte de la livrée ſemblable.	et le reste de la livrée semblable.
La Devile qu’il portoit dans ſon Eſcu, eſtoit un Aigle avec ces mots:	La Vile qu'il portait dans son Écu, était un Aigle avec ces mots:
Fidelis & audax.	Fidelis et audax.
Quatre Trompettes & deux Tymbaliers marchoient aprés ces Pages, habillez de ſatin couleur de feu, & argent;	Quatre Trompettes et deux Tibaliers marchaient après ces Pages, habillez de satin couleur de feu, et argent;
leurs plumes de la meſme livrée, & les caparaçons de leurs chevaux couverts d'unle pareme broderie, avec des Soleils d’or fort éclatans aux banderolles des Trompettes, & les couvertures des Tymballes.	leurs plumes de la même livrée, et les caparaçons de leurs chevaux couverts d'unle pareme broderie, avec des Soleils d'or fort éclatants aux banderolles des Trompettes, et les couvertures des Tymballes.
Le Duc de S.	Le Duc de S.
Aignan Maréchal de Camp marchoit aprés eux, armé à la Greque, d’une cuiraſſe de toile d’argent couverte de petites écailles d’or, auſſi-bien que ſon bas de ſaye, E ion Caſque eſtoit orné d’un Dragon, & d’un grand nombre de plumes blanches, mêlées d’incarnat & de noir.	Aignan Maréchal de Camp marchait après eux, armé à la Grèque, d'une cuirasse de toile d'argent couverte de petites écailles d'or, aussi-bien que son bas de saye, E ion Casque était orné d'un Dragon, et d'un grand nombre de plumes blanches, mêlées d'incarnat et de noir.
Il montoit un cheval blanc, bardé de meſme, & repreſentoit Guidon le Sauvage.	Il montait un cheval blanc, bardé de même, et représentait Guidon le Sauvage.
1 Pour le DUC DE SAINT AIGNAN, Repreſentant GUIDON LE SAUVAGE.	1 Pour le DUC DE SAINT AIGNAN, Representant GUIDON LE SAUVAGE.
Es combats que j'ay faits en l'Iſle dangereuſe, LQuand de tant de Cuerriers je demeuray vainqueur, Suivis d'une épreuve amoureuſe, Ont ſignalé ma force außi-bien que mon cœur.	Es combats que j'ai faits en l'Île dangereuse, LQuand de tant de Cuerriers je demeurai vainqueur, Suivis d'une épreuve amoureuse, Ont signalé ma force aussi-bien que mon cœur.
La vigueur qui fait mon eſtime, Soit qu’elle embraſſe un parti legitime, Ou qu’elle vienne à s’échapper;	La vigueur qui fait mon estime, Soit qu'elle embrasse un parti légitime, Ou qu'elle vienne à s'échapper;
Fait dire, pour ma gloire, aux deux bouts de la Terre, Qu'on n’en voit point en toute guerre, Tu plus ſouvent, ni mieux frapper.	Fait dire, pour ma gloire, aux deux bouts de la Terre, Qu'on n'en voit point en toute guerre, Tu plus souvent, ni mieux frapper.
POUR LE MESME.	POUR LE MÊME.
EUL contre dix Guerriers, ſeul contre dix Pucelles, SC’eſt avoir ſur les bras deux étranges querelles:	EUL contre dix Guerriers, seul contre dix Pucelles, SC'est avoir sur les bras deux étranges querelles:
Qui ſort à ſon honneur de ce double combat Doit eſtre, ce me ſemble, un terrible Soldat.	Qui sort à son honneur de ce double combat Doit être, ce me semble, un terrible Soldat.
Huit Trompettes & deux Tymballiers, veſtus comme les premiers, marchoient aprés le Maréchal de Camp.	Huit Trompettes et deux Tymballiers, vêtus comme les premiers, marchaient après le Maréchal de Camp.
LE ROY, repreſentant Roger, les ſuivoit, montant un des plus beaux chevaux du monde, dont le harnois, couleur de feu, éclatoit d’or, d’argent & de pierreries.	LE ROY, représentant Roger, les suivait, montant un des plus beaux chevaux du monde, dont le harnois, couleur de feu, éclatait d'or, d'argent et de pierreries.
Sa Majeſté eſtoit armée à la façon des Grecs, comme tous ceux de ſa Quadrille, & portoit une cuiraſſe de lame d’argent, couverte d’une riche broderie d’or & de diamans.	Sa Majesté était armée à la façon des Grecs, comme tous ceux de sa Quadrille, et portait une cuirasse de lame d'argent, couverte d'une riche broderie d'or et de diamants.
Son port & toute ſon action eſtoient dignes de ſon rang:	Son port et toute son action étaient dignes de son rang:
ſon Caſque tout couvert de plumes couleur de feu, avoit une grace incomparable:	son Casque tout couvert de plumes couleur de feu, avait une grâce incomparable:
& jamais un air plus libre, ni plus guerrier, n’a mis un mortel au deſſus des autres hommes.	et jamais un air plus libre, ni plus guerrier, n'a mis un mortel au dessus des autres hommes.
Pour LE ROY, Repreſentant ROGER.	Pour LE ROY, Représentant ROGER.
ET.	ET.
UELLE taille, quel port a ce fier Conquérant?	OÙLLE taille, quel port a ce fier Conquérant?
QSa perſonne ébloüit quiconque l'examine;	QSa personne éblouit quiconque l'examine;
Et quoi-que par ſon poſte il ſoit déja ſi grand, Quelque choſe de plus éclate dans ſa mine.	Et quoi-que par son poste il soit déjà si grand, Quelque chose de plus éclate dans sa mine.
Son front de ſes Deſtins eſt l’auguſte garant:	Son front de ses Destins est l'auguste garant:
Par-delà ſes Ayeux ſa vertu l’achemine.	Par-delà ses Aïeux sa vertu l'achemine.
Il fait qu’on les oublie;	Il fait qu'on les oublie;
& de l’air qu’il s’y prend, Bien loin derriére luy laiſſe ſon origine.	et de l'air qu'il s'y prend, Bien loin derrièvre lui laisse son origine.
De ce cœur génereux c’eſt l'ordinaire employ, D’agir plus volontiers pour autruy que pour ſoy:	De ce cœur génereux c'est l'ordinaire emploi, D'agir plus volontiers pour autrui que pour soi:
Là principalement ſa force eſt occupée.	Là principalement sa force est occupée.
Il efface l'éclat des Héros Anciens;	Il efface l'éclat des Héros Anciens;
N'a que l'honneur en veuë, & ne tire l'épée Que pour des intereſts qui ne ſont pas les ſiens.	N'a que l'honneur en vue, et ne tire l'épée Que pour des intérêts qui ne sont pas les siens.
Le Due de rioames, jage du Camp lous le hom d’Oger le Danois, marchoit aprés le Roy, portant la couleur de feu & le noir ſous une riche broderie d’argent;	Le Due de rio, jage du Camp lous le hom d'Oger le Danois, marchait après le Roi, portant la couleur de feu et le noir sous une riche broderie d'argent;
& ſes plumes, auſſi-bien que tout le reſte de ſon équipage, eſtoient de cette meſme livrée.	et ses plumes, aussi-bien que tout le reste de son équipage, étaient de cette même livrée.
Pour le DUC DE NOAILLES,	Pour le DUC DE NOAILLES,
Repreſentant OCER LE DANOIS, Juge du Camp.	Représentant OCER LE DANOIS, Juge du Camp.
E Paladin s’applique à cette ſeule affaire, O De ſervir dignement le plus puiſſant des Rois.	E Paladin s'applique à cette seule affaire, Ô De servir dignement le plus puissant des Rois.
Comme pour bien juger, il faut ſçavoir bien faire;	Comme pour bien juger, il faut sçavoir bien faire;
Je doute que perſonne appelle de ſa voix.	Je doute que personne appelle de sa voix.
Le Duc de Guiſe & le Comte d’Armagnac marchoient enſemble aprés luy.	Le Duc de Guise et le Comte d'Armagnac marchaient ensemble après avoir.
Le premier, portant le nom d’Aquilant le Noir, avoit un habit de cette couleur en broderie d’or & de geais.	Le premier, portant le nom d'Aquillant le Noir, avait un habit de cette couleur en broderie d'or et de geais.
Ses plumes, ſon cheval, & ſa lance aſſortiſſoient à ſa livrée.	Ses plumes, son cheval, et sa lance assortissaient à sa livrée.
Et l’autre, repreſentant Griffon le Blanc, portoit ſur un habit de toile d’argent pluneurs rubis, & montoit un cheval blanc bardé de la meſme couleur.	Et l'autre, représentant Griffon le Blanc, portait sur un habit de toile d'argent pluneurs rubis, et montait un cheval blanc bardé de la même couleur.
Pour le DUC DE GUISE, Repreſentant AQUILANT LE NOIR.	Pour le DUC DE GUISE, Representant AQUILANT LE NOIR.
A Nuit a ſes beautez de meſme que le jour:	À Nuit a ses beautés de même que le jour:
LLe Noir eſt ma couleur, je l'ay toûjours aimée:	LLe Noir est ma couleur, je l'ai toujours aimée:
Et ſi l’obſcurité convient à mon Amour, Elle ne s'étend pas juſqu’à ma Renommée	Et si l'obscurité convient à mon Amour, Elle ne s'étend pas jusqu'à ma Renommée
Pour le COMTE D'ARMAGNAC, Repreſentant GRIFFON LE BLANC.	Pour le COMTE D'ARMAGNAC, Representant GRIFFON LE BLANC.
JOYEZ quelle candeur en moy le Ciel a mis;	JOYEZ quelle candeur en moi le Ciel a mis;
V Außi nulle Beauté ne s’en verra trompée:	V Aussi nulle Beauté ne s'en verra trompée:
Et quand il ſera temps d’aller aux ennemis, C’eſt où je me feray tout blanc de mon épée.	Et quand il sera temps d'aller aux ennemis, C'est où je me ferai tout blanc de mon épée.
Les Ducs de Foix & de Coaſſin, qui paroiſſoient en ſuite, eſtoient veſtus, l’un d’incarnat avec or & argent, & l’autre de vert, blanc & argent;	Les Ducs de Foix et de Coassin, qui paraissaient en suite, étaient vêtus, l'un d'incarnat avec or et argent, et l'autre de vert, blanc et argent;
toute leur livrée & leurs chevaux eſtant dignes du reſte de leur équipage.	toute leur livrée et leurs chevaux étant dignes du reste de leur équipage.
Pour le DUC DE FOIX, Repreſentant RENAUD.	Pour le DUC DE FOIX, Représentant RENAUD.
L porte un nom celebre;	L porte un nom célèbre;
il est jeune, il est ſage.	il est jeune, il est sage.
IA vous dire le vray, c’est pour aller bien haut;	JA vous dire le vrai, c'est pour aller bien haut;
Et c’est un grand bonheur, que d’avoir, à ſon âge, La chaleur neceſſaire, & le flegme qu’il faut.	Et c'est un grand bonheur, que d'avoir, à son âge, La chaleur nécessaire, et le flegme qu'il faut.
Pour le DUC DE COASLIN, Repreſentant DUDON.	Pour le DUC DE COASLIN, Représentant DUDON.
ROP avant dans la Gloire on ne peut s’engager:	ROP avant dans la Gloire on ne peut s'engager:
I J'auray vaincu ſept Rois, & par mon grand courage Les verray tous ſoûmis au pouvoir de ROGER, Que je ne ſeray pas content de mon Ouvrage.	I J'aurai vaincu sept Rois, et par mon grand courage Les verrai tous soumis au pouvoir de ROGER, Que je ne serai pas content de mon Ouvrage.
Aprés eux marchoient le Comte du Lude & le Prince de Marſillac;	Après eux marchaient le Compte du Lude et le Prince de Marsillac;
Marſillac;	Marsillac;
le premier veſtu d’incarnat & blanc;	le premier vêtu d'incarnat et blanc;
& l’autre de jaune, blanc & noir;	et l'autre de jaune, blanc et noir;
enrichis de brouerie d'argent, leur livrée de meſme, & fort bien montez.	enrichis de brouerie d'argent, leur livrée de même, et fort bien montez.
Pour le COMTE DU LUDE, Repreſentant ASTOLPHE.	Pour le COMTE DU LUDE, Représentant ASTOLPHE.
E tous les Paladins qui ſont dans l'Univers, D Aucun n'a pour l'Amour l’ame plus échaufie, Entreprenant toûjours mille projets divers, Et toûjours enchanté par quelque jeune Fée.	E tous les Paladins qui sont dans l'Univers, D Aucun n'a pour l'Amour l'âme plus échaufie, Entreprenant toujours mille projets divers, Et toujours enchanté par quelque jeune Fée.
Pour le PRINCE DE MARSILLAC, Repreſentant BRANDIMART.	Pour le PRINCE DE MARSILAC, Représentant BRANDIMART.
ES vœux ſeront contents, mes ſouhaits accomplis, MEt ma bonne fortune à ſon comble arrivée, Quand vous ſçaurez mon Zele, aimable FLEUR-DE-LIS, Au milieu de mon cœur profondément gravée.	ES vœux seront contents, mes souhaits accomplis, MEt ma bonne fortune à son comble arrivée, Quand vous saurez mon Zèle, aimable FLEUR-DE-LIS, Au milieu de mon cœur profondément gravée.
Les Marquis de Villequier & de Soyecourt marchoient eit fuite.	Les Marquis de Villequier et de Soyecourt marchaient éit fuite.
Lun portoit le bleu & argent;	Lun portait le bleu et argent;
& l'autre, le bleu, blanc, & noir, avec or & argent:	et l'autre, le bleu, blanc, et noir, avec or et argent:
leurs plumes, & les harnois de leurs chevaux eſtoient de la meſme couleur, & d’une pareille richeſſe.	leurs plumes, et les harnois de leurs chevaux étaient de la même couleur, et d'une pareille richesse.
Pour le MARQUIS DE VILLEQUIER, Repreſentant RICHARDET.	Pour le MARQUIS DE VILLEQUIER, Représentant RICHARDET.
DERSONNE comme moy n'eſt ſorti galamment F D'une intrigue où ſans doute il falloit quelque adreſſe;	DERSONNE comme moi n'est sorti galamment F 'une intrigue où sans doute il fallait quelque adresse;
Perſonne, à mon avis, plus agréablement N'eſt demeuré fidelle en trompant ſa Maiſtreſſe.	Personne, à mon avis, plus agréablement N'est demeuré fidèle en trompant sa Maîtresse.
Les Marquis d’Humiéres & de la Valliére les ſuivoient;	Les Marquis d'Humières et de la Valliére les suivoient;
ce premier portant la couleur de chair & argent;	ce premier portant la couleur de chair et argent;
& l’autre, le gris-de-lin, blanc & argent:	et l'autre, le gris-de-lin, blanc et argent:
toute leur livrée eſtant la plus riche, & la mieux aſſortie du monde.	toute leur livrée étant la plus riche, et la mieux assortie du monde.
Pour le MARQUIS DE SOYECOURT, Repreſentant OLIVIER.	Pour le MARQUIS DE SOYECOURT, Représentant OLIVIER.
TOICY l’honneur du Siécle, auprés de qui nous ſommes, VEt meſme les Géants, de mediocres Hommes, Et ce franc Chevâtier a tout cenam tout preſe, Toûjours pour quelque Jouſte a la lance en arreſt.	TOICY l'honneur du Siècle, auprès de qui nous sommes, VEt yenne les Géants, de médiocres Hommes, Et ce franc Chevâtier a tout cenam tout prese, Toujours pour quelque Joute à la lance en arrêt.
Pour le MARQUIS D'HUMIERES, Repreſentant ARIODANT.	Pour le MARQUIS D'HUMIERES, Représentant ARIODANT.
E tremble dans l’accés de l’amoureuſe fiêvre;	E tremble dans l'accès de l'amoureuse sidère;
Ailleurs ſans vanité je ne tremblai jamais:	Ailleurs sans vanité je ne tremblai jamais:
Et ce charmant vvjet, v'aaorabit deneme, Eſt l'unique vainqueur à qui je me ſoûmets.	Et ce charmant vujet, v'aorabit deneme, Est l'unique vainqueur à qui je me soumets.
Pour le MARQUIS DE LA VALLIERE, Repreſentant ZERBIN.	Pour le MARQUIS DE LA LLIERE, Représentant ZERBIN.
UELQUES beaux ſentimens que la gloire nous donne, QQuand on eſt amoureux au ſouverain degré, Mourir entre les bras d’une belle Perſonne, Eſt de toutes les morts la plus douce à mon gré.	OÙELQUES beaux sentiments que la gloire nous donne, QQuand on est amoureux au souverain degré, Mourir entre les bras d'une belle Personne, Est de toutes les morts la plus douce à mon gré.
Monſieur le DUC marchoit ſeul, portant pour ſa livrée la couleur de feu, blanc & argent.	Monsieur le DUC marchait seul, portant pour sa livrée la couleur de feu, blanc et argent.
Un grand nombre de Diamans eſtoient attachez ſur la magnifique broderie, dont ſa cuiraſſe & ſon bas de ſaye eſtoient couverts;	Un grand nombre de Diamants étaient attachés sur la magnifique broderie, dont sa cuirasse et son bas de saye étaient couverts;
ſon caſque & le harnois de ſon cheval en eſtant auſſi enrichis.	son casque et le harnais de son cheval en étant aussi enrichis.
