M.	M.
DC.	DC.
LXVIII.	LXVIII.
Auec Priuilege du Roy.	Avec Privilège du Roi.
la teſte de cét Quurage.	la tête de cet Quurage.
Et de me quel autre nom pourrois-je eſ-mé blouir les yeux de mes Lecteurs, de que de celuy dont mes Specta-vo teurs ont eſté ſi heureuſement ch eſblouïs?	Et de me quel autre nom pourrais-je esmé blouir les yeux de mes Lecteurs, de que de celui dont mes Specta-vo teurs ont été si heureusement ch éblouis?
On ſçauoit que ne VOSTRE ALTESSE ROTALE auoit daigné prendre ſoin de la conduite de ma Tragedie.	On savait que ne VÔTRE ALTESSE ROTALE avait daigné prendre soin de la conduite de ma Tragédie.
On ſçauoit que vous m'auiez preſté quelques-vnes de vos lumieres, pour y adjoüter de nouueaux ornemens.	On sçauoit que vous m'aviez prêté quelques-vnes de vos lumières, pour y ajouter de nouveaux ornements.
On ſçauoit enfin que vous l’auiez honnorée de quelques larmes, dés la premiere lecture que je vous en fis.	On sçauoit enfin que vous l'aviez honorée de quelques larmes, dès la première lecture que je vous en fis.
Pardonnez-moy, MADAME, ſi joſe me vanter de tel beurtua commencement de ſa deſtinée.	Pardonnez-moi, MADAME, si josé me vanter de tel beurtua commencement de sa destinée.
Il me conſole bien glorieuſement de la dureté de ceux qui ne voudroient pas s’en laiſſer toucher.	Il me console bien glorieusement de la dureté de ceux qui ne voudraient pas s'en laisser toucher.
Ie leur permets de condamner l’Andromaque tant qu’ils voudront, pourueù qu’il me ſoit permis d’apeller de toutes les ſubtilitez de leur eſprit, au Cœur de V.	Je leur permets de condamner l'Andromaque tant qu'ils voudront, pourueù qu'il me soit permis d'appeler de toutes les subtilités de leur esprit, au Cœur de V.
A.	A.
R.	R.
Mais, MADAME, ce n’eſt pas ſeulement du cœur que vous jugez de la bonté d’vn Ouurage, c’eſt auec vne intelligence, qu’aucune fauſſe unui nejpuuron tromper.	Mais, MADAME, ce n'est pas seulement du cœur que vous jugez de la bonté d'un Ouvrage, c'est avec une intelligence, qu'aucune fausse unui néjpuron tromper.
Pouuous-nous mettre ſur la Scene vne Hiſtoire que vous ne poſſediez außi bien que Nous?	Pouuous-nous mettre sur la Scène une Histoire que vous ne possédiez aussi bien que Nous?
Pouuons-nous faire joüer vne intrigue, dont vous ne penetriez tous les reſſorts?	Pouvons-nous faire jouer une intrigue, dont vous ne pénétriez tous les ressorts?
Et pouuons-nous conceuoir des ſentimens ſi nobles & ſi delicats, qui ne ſoient infiniment au deſſous de la nobleſſe & de la delicateſſe de vos pensées?	Et pouvons-nous concevoir des sentiments si nobles et si délicats, qui ne soient infiniment au dessous de la noblesse et de la délicatesse de vos pensées?
On ſçait, MADAME, & V.	On sais, MADAME, et V.
A.	A.
R.	R.
