A SON ALTESSE SERENISSIME MONSEIGNEUR LE DVC D’ENGVIEN MING ONSEIGNEVR, Voicy l’Ombre de Mo liere;	À SON ALTESSE SERENISIME MONSEIGNEUR LE DUC D'ENGUIEN MING ONSEIGNEUR, Voici l'Ombre de Mo liere;
c’eſt une Comédie dont le bonheur ſera parfait, V.	c'est une Comédie dont le bonheur sera parfait, V.
A.	A.
S, l’honore du moindre coup d’œil.	S, l'honore du moindre coup d'œil.
Sans l’autorité que me donne un long uſage, je ne hazarderois pas de mettre voſtre Illuſtre Nom à la Teſte d’un Livre, lors qu'il va ſi glorieuſement éclater à la Teſte des Armées.	Sans l'autorité que me donne un long usage, je ne hasarderais pas de mettre vôtre Illustre Nom à la Tête d'un Livre, lors qu'il va si glorieusement éclater à la Tête des Armées.
Alexandre mettott Homere ſous ſon chevet;	Alexandre mettôtât Homère sous son chevet;
Scipion & Lélie honorerent Térence de leur eſtime:	Scipion et Lélie honorèrent Térence de leur estime:
mais ſans le ſecours de ces Exemples, il ſuffit de celuy de V.	mais sans le secours de ces Exemples, il suffit de celui de V.
A.	A.
S.	S.
pour juſtifier que les Armes & les Lettres n’ont rien d’incompatible, & que le Cabinet & le Camp peuvent eſtre Amis.	pour justifier que les Armes et les Lettres n'ont rien d'incompatible, et que le Cabinet et le Camp peuvent être Amis.
Souffrez donc, MONSEIGNEVR, que les Oeuvres de Moliere tiennent quelque rang dans.	Souffrez donc, MONSEIGNEUR, que les Oeuvres de Molière tiennent quelque rang dans.
voſtre Biblioteque, & que ma Comédie ſoit une eſpece de Table pouries ſiennes.	votre Biblioteque, et que ma Comédie soit une espèce de Table pouries siennes.
DEV.	DEV.
A.	A.
S.	S.
MONSEIGNEVR,	MONSEIGNEUR,
Le tres-humble & tres- obeïſſant Serviteur, BRECOURT.	Le très-humble et très- obéissant Serviteur, BRECOURT.
EXTRAIT DV PRIVILEGE da dcye.	EXTRAIT DU PRIVILÈGE da dite.
Ar Grace & Privilege du Roy, donné Ta Verſailles le douziéme Avril 1674.	Ar Grâce et Privilège du Roi, donné Ta Versailles le douzième Avril 1674.
Signé, Par le Roy en ſon Conſeil, LE NORMANT:	Signé, Par le Roi en son Conseil, LE NORMANT:
Et ſcellé du grand Sceau de cire jaune.	Et scelé du grand Sceau de cire jaune.
Il eſt permis a CLAuDE BARBIN, Marchand Libraire à Paris, d’imprimer, faire imprimer, vendre & debiter une Piece de Theatre, intitulée L’OMBRE DE MOLIETE, Comedie en Proſe:	Il est permis a CLAuDE BARBIN, Marchand Libraire à Paris, d'imprimer, faire imprimer, vendre et débiter une Pièce de Théâtre, intitulée L'OMBRE DE MOLIETE, Comédie en Prose:
