Tout le monde honore voſtre merite, & luy rend des hommages;	Tout le monde honore votre mérite, et lui rend des hommages;
& chacun ſelon la portée de ſon eſprit vient vous donner des marques de la veneration que l’on a pour vous, c’eſt ce qui me fait éleuer à la penſée de vous offrir cette petite Piece, - - eT	et chacun selon la portée de son esprit vient vous donner des marques de la vénération que l'on a pour vous, c'est ce qui me fait élever à la pensée de vous offrir cette petite Pièce, - - eT
A MONSIEVR LE COMTE RT ONSIEVR	À MONSIEUR LE COMTE RT ONSIEUR
afin d’eſtre du nombre de ceux qui vous eſtiment le plus:	afin d'être du nombre de ceux qui vous estiment le plus:
il eſt vray que c’eſtaſſez mal vous prouuer mon affection, que de la ſignaler par vne bagatelle ,& qu’il falloit pour le Gentilhomme de France le plus vertuëux, & le plus amoureux des belles lettres, vne Piece plus ſerieuſe;	il est vrai que c'étassez mal vous prover mon affection, que de la signaler par une bagatelle et qu'il fallait pour le Gentilhomme de France le plus vertuéeux, et le plus amoureux des belles lettres, une Pièce plus sérieuse;
mais, MONSIEVR, i’ay remarqué que toutes les plus belles choſes ne ſont que des bagatelles auprés de la beauté de voſtre eſprit;	mais, MONSIEUR, j'ai remarqué que toutes les plus belles choses ne sont que des bagatelles auprès de la beauté de votre esprit;
Cette verité connuë a fait naiſtre l’effect de mon entrepriſe, & puiſque l’on ne vous peut rien donner d’aſſez releué, ny d’aſſeZ digne de vos belles connoiſſances, i’ay crû que ie pourrois vous offrir cette Comedie ſeulement, pour vous marquer le deſir que i’ay EECT de vous ſeruir, cét Ouurage ne doit rien aux ſujets eſtrangers, ſa creation n’eſt deüë qu’à ſon Autheur, & ne tient rien de l’Eſpagnol ny de l’Italien;	Cette vérité connue a fait naître l'effet de mon entreprise, et puisque l'on ne vous peut rien donner d'assez relevé, ni d'assez digne de vos belles connaissances, j'ai cru que je pourrais vous offrir cette Comédie seulement, pour vous marquer le désir que j'ai EECT de vous servir, cet Ouvrage ne doit rien aux sujets étrangers, sa création n'est deüë qu'à son Auteur, et ne tient rien de l'Espagnolgez de l'Italien;
ie ſçay, MONSIEVR, que vous ferez plus d’eſtat d’vne choſe nouuelle que d’vne vieille, & qu’vn eſprit vous plaira dauantage dans ſa ſeule production, que dans celle de quantité d’autres;	Ce sais, MONSIEUR, que vous ferez plus d'état d'une chose nouvelle que d'une vieille, et qu'un esprit vous plaira davantage dans sa seule production, que dans celle de quantité d'autres;
Enfin, MONSIEVR, l’Amant de ſa femme trouue chez luy tout ce qui luy faut;	Enfin, MONSIEUR, l'Amant de sa femme trouve chez lui tout ce qui était seule;
il fait de nouuelles proteſtations à ſa chere Amante de n’aimer qu’elle, & n’auroit iamais partagé ſon inclination ſans vous;	il fait de nouvelles protestations à sa chère Amante de n'aimer qu'elle, et n'aurait jamais partagé son inclination sans vous;
il ne doit rien à perſonne, & ſeroit touſiours dans l’indépendence, ſans la neceſſité qu’il a de vous deuoir ſa reputation ,& m'acquerir l’honneur de voſtre eſt me & la qualité	il ne doit rien à personne, et serait toujours dans l'indépendence, sans la nécessité qu'il a de vous devoir sa réputation et m'acquérir l'honneur de votre est me et la qualité
MONSIEVR	MONSIEUR
De voſtre tres-hamble, & tres-obeïſſant ſeruiteur, DORIMOND.	De votre très-hamble, et très-obeïssant serviteur, DORIMOND.
A MADAME LA COMTESSE L B VRY	À MADAME LA COMTESSE LE B RY
Vſe auec quelques amours, IV TViens m’aſſiſter de ton ſecours, Viens peindre la plus belle choſe Que iamais lumieres ait eu, Prend le vif éclat de la roze, Deſpeint l’eſprit, peint la vertu, Pour faire ce que ie propoſe, Et voir ton Ouurage finy, Peints la Comteſſe de Bury, Tout cela ce rencontre en elle;	Vse avec quelques amours, IV TUiens m'assister de ton secours, Viens peindre la plus belle chose Que jamais lumières ait eu, Prend le vif éclat de la roze, Despeint l'esprit, peint la vertu, Pour faire ce que je propose, Et voir ton Ouvrage fini, Peints la Comtesse de Bury, Tout cela ce rencontre en elle;
Ainſi ma Piece ſans appas, Ayant tous ceux qu’à cette belle, Charmera tout le monde, & n'en marquera pas.	Ainsi ma Pièce sans appas, Ayant tous ceux qu'à cette belle, Charmera tout le monde, et n'en marquera pas.
ELANURE.	ÉLANURE.
ACTEVRS.	ACTEURS.
CLIMENE, femme de Leandre.	CLIMENE, femme de Léandre.
CALISTE.	CALISTE.
Ieune Coquette.	Jeune Coquette.
