I PARIS, Chez CLAVDE COLEET, au Palais, en la gallerie des Priſonniers à l’Eſtoille d’or.	I PARIS, Chez CLAUDE COLET, au Palais, en la gallérie des Prisonniers à l'Étoille d'or.
–	
M DC.	M MCC.
XXV.	XXV.
Auec Priuilege du Roy.	Avec Privilège du Roi.
Tranſport du Priuilege.	Transport du Privilège.
L eſt permis à Claude Collet & GuilI laume Loyſon, Marchands Libraires à Paris, d’imprimer ou faire imprimer le Theatre François, ſuiuant le tranſport à eux faict le cinquieſme Feurier mil ſix cents vingt-cinq	L est permis à Claude Collet et GuilI laume Loisson, Marchands Libraires à Paris, d'imprimer ou faire imprimer le Théâtre Français, suivant le transport à eux fait le cinquième Feurier mil six cents vingt-cinq
9 AL VEN LLEVIE ONSIEVR, Mon inclination, qui me por te à m’aquiter de ce que le dois à vos merites, & à vos vertus, ne me permet pas d’atendrevne ocaſion plus fauorable, que celle qui ſe preſente, de vous ofrir ce Theatre François, qui ſe a 1 peut dire le Theatre du monde, duquel cette vie repreſente vn abregé:	9 AL VEN LLEVIE ONSIEUR, Mon inclination, qui me por te à m'aquiter de ce que le dois à vos mérites, et à vos vertus, ne me permet pas d'atendrevé occasion plus favorable, que celle qui se présente, de vous offrir ce Théâtre Français, qui se a 1 peut dire le Théâtre du monde, duquel cette vie représente un abrégé:
Il contient quelques Iragiques ſujets, où la Vertu ayant le vice pour concurrẽt, triomphe de cét auerſaire, qui acroiſt tous les iours ſes palmes, à ſa honte, & à ſa confuſion.	Il contient quelques Iragiques sujets, où la Vertu ayant le vice pour concurrence, triomphe de cet aversaire, qui acroît tous les jours ses palmes, à sa honte, et à sa confusion.
Ie ne vous parleray point icy de l’origine de la Tragedie, non plus que de ſa dignité, puis que l’antiquité l’autoriſe de tems immemorial, & que jointe à la Comedie, elle s’y obtint le premier lieu des plus vertueux paſſetems.	Je ne vous parlerai point ici de l'origine de la Tragédie, non plus que de sa dignité, puis que l'antiquité l'autorise de temps immémorial, et que jointe à la Comédie, elle s'y obtint le premier lieu des plus vertueux passets.
Les hiſtoires ne ſont remplies d’autres exemples:	Les histoires ne sont remplies d'autres exemples:
Ces venerables veſtiges de Theatres, & Amphitheatres, où la grandeur Romaine a plus ſuruécu qu’ẽ ſes armes, s’admirent encore en beaucoup de lieux, tant de l’Italie, que de notre France, témoins de ſa magnificence, & pompeuſe Majeſté.	Ces vénérables vestiges de Théatres, et Amphithéatres, où la grandeur Romaine a plus survécu qu'en ses armes, s'admirent encore en beaucoup de lieux, tant de l'Italie, que de notre France, témoins de sa magnificence, et pompeuse Majesté.
Puis donc que des Grecs aux Latins, elle eſt paruenuë iuſques à nous, & a eſté autorisée des plus doctes, & folides eſprits de ce ſiecle, qui y ont exercé leurs genies:	Puis donc que des Grecs aux Latins, elle est parvenue jusques à nous, et a été autorisée des plus doctes, et solides esprits de ce siècle, qui y ont exercé leurs génies:
Permettez, Monſieur, qu’elle voye le iour deſſous voſtre autorité, & que ce Theatre s’ouure aux Frãçois, ſous vos fauorables auſpices;	Permettez, Monsieur, qu'elle voie le jour dessous votre autorité, et que ce Théâtre s'ouvre aux Frãçois, sous vos favorables auspices;
Si ie puis obtenir cela de vous, & que la preuue de ma bonne volonté, bien que foible, vous ſoit agreable, mes contentemens reront ariuez à leur periode, & me doneray la vanté de croi	Si personne puis obtenir cela de vous, et que la preuve de ma bonne volonté, bien que faible, vous soit agréable, mes contentements reront arivez à leur période, et me donerai la vanté de crois
EXTRAIT DV PRIVILEGE D ID IDidu Roy.	EXTRAIT DU PRIVILÈGE D D IDu Roi.
MH)	MH)
