M.	M.
DC.	DC.
LXIII.	LXIII.
AVEC PRIVILEGE DV ROY.	AVEC PRIVILÈGE DU ROY.
A MONSIEVR MONSIEVR LE BARON E GENTILLY, MAISTRE D'HOSTEL.	À MONSIEUR MONSIEUR LE BARON E GENTILLY, MAÎTRE D'HÔTEL.
Ordinaire du Roy.	Ordinaire du Roi.
ONSIEVR, I execute vn deſſein aſſez temeraire, en vous dédiant ã ij ce petit Ouurage Comique;	ONSIEUR, I exécute un dessein assez téméraire, en vous dédiant endre ici ce petit Ouvrage Comique;
le peu qu’il vaut m'auroit dérobé cet honneur, ſi cette forte inclination que i ay toujours eue pour vostre Famille, n'auoit diſſipé le ſcrupule qui pouuoit m'empeſcher de vous rendre ce premier hommage.	le peu qu'il vaut m'aurait dérobé cet honneur, si cette forte inclination que j' ai toujours eue pour votre Famille, n'avait dissipé le scrupule qui pouvait m'empêcher de vous rendre ce premier hommage.
S’il n'eſt tout à fait digne de Uous, ce n'eſt pas ſeulement ma faute, c’eſt la voſtre, MONSIEVR;	S'il n'est tout à fait digne de Uous, ce n'est pas seulement ma faute, c'est la vôtre, MONSIEUR;
mais ce ne l’eſt que parce que vous auez trop de merite.	mais ce ne l'est que parce que vous avez trop de mérite.
Tout le monde s'étonne que deuant la fin du troiſiéme luſtre de voſtre vie, vous ayez atteint à des qualitez, qui ne ſe font ordinairement remarquer qu'en des perſonnes auancées en âge:	Tout le monde s'étonne que devant la fin du troisième lustre de votre vie, vous ayez atteint à des qualités, qui ne se font ordinairement remarquer qu'en des personnes avancées en âge:
Mais tout le monde ne vous regarde pas comme il faut, puis qu’il est vray, MONSIEVR, qu'eſtre Fils d’vn Pere noble & vertueux, & d’vne Mere dont le rare merite s’eſt fait conſiderer de la premiere Reyne du Monde, est vn auantage qui ne pouuoit pas moins que d'entraiſner auec ſoy ceux de la Nature;	Mais tout le monde ne vous regarde pas comme il faut, puis qu'il est vrai, MONSIEUR, qu'être Fils d'un Père noble et vertueux, et d'une Mère dont le rare mérite s'est fait considérer de la première Reine du Monde, est un avantage qui ne pouvait pas moins que d'entraîner avec soi ceux de la Nature;
Jls vous ont forme pour vous rendre capable de tous les exercices, & vous ont remply de ces ſubtiles lumieres qui conduiſent aux belles connoiſſances.	Ils vous ont forme pour vous rendre capable de tous les exercices, et vous ont rempli de ces subtiles lumières qui conduisent aux belles connaissances.
Les actions de voſtre enfance, ont fait voir en Vous vne adreſſe extraordinaire que vous auez ſi bien fortifiée par l’habitude, qu'elle ne laiſſe pas douter de ſa durée;	Les actions de votre enfance, ont fait voir en Vous une adresse extraordinaire que vous avez si bien fortifiée par l'habitude, qu'elle ne laisse pas douter de sa durée;
& les premiers mouuemens de voſtre Esprit ont marqué de ſi bonnes inclinations, que cela doit conuaincre de la nobleſſe du Sang dont vous eſtes ſorty.	et les premiers mouvements de votre Esprit ont marqué de si bonnes inclinations, que cela doit convaincre de la noblesse du Sang dont vous êtes sorti.
