Chez PARIS OVSSAINCTS BV DRAY, ruë S.	Chez PARIS OUSSAINCTS BU DRAY, rue S.
Iacques aux Eſpics-meurs.	Jacques aux Espics-meurs.
M.	M.
DC.	DC.
XXXI RIPILEGE D RQ r.	XXXI RIPILÉGE D ÊQ r.
258	258
ONSEIGNEVR, Quelque puiſſante impreßion qui poſſede l'eſprit de te Prince amoureux dont vous auez deſiré la veuë, il fait vne action d’vn iugement ſi ſain, en l’hommage qu’il vient rendre à voſtre Grandeur, que vous aurés de la peine à croire qu’il ſoit Hypocondriaque;	ONSEIGNEUR, Quelque puissante impression qui possède l'esprit de te Prince amoureux dont vous avez désiré la vue, il fait une action d'à jugement si sain, en l'hommage qu'il vient rendre à votre Grandeur, que vous aurez de la peine à croire qu'il soit Hypocondriaque;
Les belles	Les belles
A MONSEIGNEVR LE COMTE DE SOISSONS.	À MONSEIGNEUR LE COMTE DE SOISSONS.
qualités que vous tenés du Ciel, ſont ſi generalement reconnuës par tout le monde, que ce Prince, qui doute meſme de ſa vie, ne doute pas de voſtre Vertu;	qualité que vous tenez du Ciel, sont si généralement reconnues par tout le monde, que ce Prince, qui doute même de sa vie, ne doute pas de votre Vertu;
& quelques appas qu’il trouue en la mort, il ſouhaittele bien de viure dans voſtre Hoſtel.	et quelques appas qu'il trouve en la mort, il souhaitele bien de vivre dans votre Hôtel.
Ie croy, que parmy ſes reſueries il vous dira de bonnes cheſes, & s’il vous eſt importun, i’eſpere que vous excuſerez l’affection d’vn de vos plus humbles ſujets, qui vous lé preſente, & qui n'a point iuſques icy trouué d’autre moyen de vou teſmoigner ſon inclination particuliere au ſeruice de voſtre Grandeur, & l’extréme deſir qu’il a d’eſtre eſtimé de vous,	Je crois, que parmi ses rêveries il vous dira de bonnes chez, et s'il vous est importun, j'espère que vous excuserez l'affection d'être de vos plus humbles sujets, qui vous lé présente, et qui n'a point jusques ici trouvé d'autre moyen de vou témoigner son inclination particulière au service de votre Grandeur, et l'extrême désir qu’ vous a d'être estimé de vous,
MONSEIGNEVR,	MONSEIGNEUR,
Voſtre tres-humble, tres-obeïſſant, & rres-fidelle ſeruiteur & ſujet ROV.	Votre très-humble, très-obeïssant, et rés-fidelle serviteur et sujet ROU.
ARGVMENT.	ARGUMENT.
LORIDAN jeune Seigneur de Grece, ayant receu commandement de σο ſon pere d’aller à la Cour, prend congé de Perſide ſa Maiſtreſſe;	LORIDAN jeune Seigneur de Grèce, ayant reçu commandement de son père d'aller à la Cour, prend congé de Perside sa Maîtresse;
en cét adieu ils ſe font mille proteſtations mutuelles de s’aymer inuiolablement.	en cet adieu ils se font mille protestations mutuelles de s'aimer inviolablement.
Ce ieune Seigneur allant à Corinthe, Ville capitalle de Grece, où eſtoit la Cour, rencontre ſur les chemins deux Gentils-hommes qui veulent enleuer vne Damoiſelle;	Ce jeune Seigneur allant à Corinthe, Ville capitalle de Grèce, où était la Cour, rencontre sur les chemins deux Gentilshommes qui veulent enlever une Damoiselle;
il eſt touché par les plaintes, & les pleurs de cette fille, met l’eſpée à la main, & tuë ces deux rauiſſeurs.	il est touché par les plaintes, et les pleurs de cette fille, met espée à la main, et tuë ces deux ravisseurs.
Cleonice (c’eſt le nom de cette Damoiſelle) ſe iette aux pieds de Cloridan, & taſche de ſatisfaire à l’obligation qu’elle luy a par d’aſſez dignes remerciemens:	Cléonice (c'est le nom de cette Damoiselle) se jette aux pieds de Cloridan, et tâche de satisfaire à l'obligation qu'elle a a par d'assez dignes remerciements:
mais la beauté de ce Seigneur la ſurprend tellement, qu’elle ne peut faire autre choſe, que le coniurer de la conduire chez ſon pere, & d’y ſeiourner quelque temps, afin qu'elle euſt moyen de mieux connoiſtre celuy dont elle venoit de receuoir vn ſi bon office.	mais la beauté de ce Seigneur la surprend tellement, qu'elle ne peut faire autre chose, que le conjurer de la conduire chez son père, et d'y seiourner quelque temps, afin qu'elle eût moyen de mieux connaître celui dont elle venait de recevoir un si bon office.
La courtoiſie de Cloridan le porte à luy obeït, il la conduit en ſon Chaſteau, ſaluë le pere de ceſte fille, & promet à leurs prieres de s’y arreſter quelques iours.	La courtoisie de Cloridan le porte à lui obéit, il la conduit en son Château, salue le père de cette fille, et promet à leurs prières de s'y arrêter quelques jours.
Durant ce temps Cleonice eſt paſſionnée d’amour pour Cloridan, mais il ne peut oublier Perſide pour aymer celle-cy, qui tente tous les moyens de gaigner ſon affection.	Durant ce temps Cléonice est passionnée d'amour pour Cloridan, mais il ne peut oublier Perside pour aimer celle-cy, qui tente tous les moyens de gagner son affection.
Vn iour qu’elle eſt ſeule dans le bois proche du Chaſteau, & que là elle ſe plaint de la froideur de Cloridan, Phidamant Page de Perſide, qui alloit à la Cour, porter des lettres à ce Seigneur de la part de ſa Maiſtreſſe, entend Cleonice accuſer Cloridan de cruauté;	Un jour qu'elle est seule dans le bois proche du Château, et que là elle se plaint de la froideur de Cloridan, Phidamant Page de Perside, qui allait à la Cour, porter des lettres à ce Seigneur de la part de sa Maîtresse, entend Cléonice accuser Cloridan de cruauté;
il s’arreſte & s’enquiert du ſujet qu’elle auoit d’en parler en ſi mauuais termes:	il s'arrête et s'enquiert du sujet qu'elle avait d'en parler en si mauvais termes:
Cleonice apprend qu’il eſt page de Perſide, & qu’il cherche Cloridan, elle le cortompt par preſens, l’aſſeure que ce Seigneur eſt demeuté en ſon Chaſteau, obtient la lettre qu’il porte, & en change le ſens en ſorte qu'elle deuoit faire croire a Cloridan que Perſide eſtoit morte incontinent apres l’auoir écrite;	Cléonice apprend qu'il est page de Perside, et qu'il cherche Cloridan, elle le cortompt par presens, l'assure que ce Seigneur est demuté en son Château, obtient la lettre qu'il porte, et en change le sens en sorte qu'elle devait faire croire à Cloridan que Perside était morte incontinent après l'avoir écrite;
