A PARIS, 10 Chez ANTHOINE DE SOMMAVILLE & ANDRE SOVBRON Aſſociez, au Palais, dans la petite Salle.	À PARIS, 10 Chez ANTHOINE DE SOMAVILLE et ANDRÉ SOUBRON Associez, au Palais, dans la petite Salle.
M.	M.
DC.	DC.
XXXI.	XXXI.
AVEC PRIVILEGE DV ROY.	AVEC PRIVILÈGE DU ROY.
.	.
.	.
.	.
L.	L.
A --.	A --A
puiſſance meſme à qui vous obeïſſez m’oblige de ne plus penſer à la poſterité que pour parler à vôtre auantage, ma bouche ne ſçauroit parler que des grandeurs de vôtre Nom, Et quoy qu’on puiſſe dire de mes vanitez, il faut que tous mes fruits ainſi que la grenade ſoient deſſous la Couronne, & que ie treuue enfin l’occaſionde me faire auouer par les effets,	puissance même à qui vous obéissez m'oblige de ne plus penser à la postérité que pour parler à votre avantage, ma bouche ne saurait parler que des grandeurs de votre Nom, Et quoi qu'on puisse dire de mes vanités, il faut que tous mes fruits ainsi que la grenade soient dessous la Couronne, et que je trouve enfin l'occasionde me faire avouer par les effets,
MADAME,	MADAME,
De vôtre Majeſté,	De votre Majesté,
Le tres-humble, tres-obeiſſant & tres-fidelle ſujet & ſeruiteur,	Le très-humble, très-obéissant et très-fidelle sujet et serviteur,
AVVRAY.	AURAY.
Ar lettre Patentes & Priuilege de ſa Majeſté.	Ar lettre Patentes et Privilège de sa Majesté.
J donné à Paris le trentieſme iour deMay 164.	J donné à Paris le trentième jour deMai 164.
Seellé du grand ſeau de cire iaulne:	Seellé du grand seau de cire jaulne:
il eſt permis à ANTOINE DE SOMMAVILLE, Marchand Libraire à Paris, d’imprimer, faire imprimer, vendre & debiter vn liure intitulé, La Dorinde, Compoſé par le ſieur AVVRAY, & ce pendant le temps de ſix ans entiers & conſecutifs, à compter du iour que ledit liure ſera acheué d’imprimer pour la premiere fois, pendant lequel temps ſa Majeſté fait expreſſes inhibitions & deffences à tous Libraires, Imprimeurs & autres perſonnes de ce Royaume d’imprimer, faire imprimer, contrefaire ny alterer ledit liure, vendre & debiter aucuns exemplaires d’iceluy, d’autre impreſſion, que de ceux imprimez par ledit SOMMAVILLE, à peine de confiſcation des exemplaires contrefaits, & de trois mille liures d’amende, deſpens, dommages & intereſts, & que mettant au commencement où à la fin de chacun exemplairedudit liure, vn extraict deſdites lettres, elles ſoient tonitſes pour deuement ſignifiées, & qu’à la collation, foy ſoit adiouſtée comme à l’original deſdites lettres ſus-dattées, ainſi qu’il eſt declaré plus au long par icelles.	il est permis à ANTOINE DE SOMMAVILLE, Marchand Libraire à Paris, d'imprimer, faire imprimer, vendre et débiter liure intitulé, La Dorinde, Composé par le sieur AURAY, et ce pendant le temps de six ans entiers et consécutifs, à compter du jour que ledit livre sera achevé d'imprimer pour la première fois, pendant lequel temps sa Majesté fait expresses inhibitions et défenses à tous Libraires, Imprimeurs et a personnes de ce Royaume ires, faire Imprime, contrefaire ni altérer ledit ur, vendre et et au exemplaires iceluy, autre impression, que de ceux imprimez par leditSOMMAVILLE, peine de confiscation de exemplaires ce, et de trois mille liures me, dépens' dommages et intérêts, et que mettant à commencement la fin de chacun exemplairedudit liure, v extraict desdites lettres, elles soient tonitses pour deuement signifiées, et la collation, foi soit à comme original desdites lettres sus-dattées, ainsi il est declaré plus au long par icelles.
Puiſque les portes de vôtre palais s’ouurent comme celles du iour à tout le monde, & que vôtre abord n’eſt pas plus dificile que celuy des vertus;	Puisque les portes de votre palais s'ouvrent comme celles du jour à tout le monde, et que votre abord n'est pas plus diicile que celui des vertus;
Il faut que ma DORINDE ſuiuant le deſtin de MADONTE ſe donne encore à vôtre Majeſté.	Il faut que ma DORINDE suivant le destin de MADONTE se donne encore à votre Majesté.
Cette fille ialouſe des felicitez de ſa ſeur ne la peut voir à vôtre ſuite ſans deſirer ſa gloire, & ſe fait croire qu’eſtant legitime comme elle, ſes y eux auront la meſme force que les ſiens aù milieu des lumieres qui vous enuiron	Cette fille jalouse des félicités de sa sûront la peut voir à votre suite sans désirer sa gloire, et se fait croire qu'étant légitime comme elle, ses y eux auront la même force que les siens aù milieu des lumières qui vous environ
LA A REINE ADAME, DIIJINE.	LA A REINE ADAME, DIINE.
nent.	nent.
Quant à moy, i’ay treuué cette paſſion ſi iuſte que pour les mettre en pareil auantage, i’ay paſſé ſur tous les obſtacles qui ſe ſont opoſez à mon deſſein.	Quant à moi, j'ai trouvé cette passion si juste que pour les mettre en pareil avantage, j'ai passé sur tous les obstacles qui se sont oposez à mon dessein.
Il eſt vray, MADAME, qu’à l’exemple des Anciens qui feſoient les Images de leurs Dieux d’vn bois incorruptible, il ne faudroit preſenter à vôtre Majeſté que des ouurages immortels;	Il est vrai, MADAME, qu'à l'exemple des Anciens qui fesaient les Images de leurs Dieux d'un bois incorruptible, il ne faudrait présenter à votre Majesté que des ouvrages immortels;
& lors que l’on vous donne des loüanges, on a de trop baſſes penſées ſi l’on a de moindres objets que celuy de l’Eternité.	et lors que l'on vous donne des langes, on a de trop basses pensées si l'on a de moindres objets que celui de l'Éternité.
Tous les hommes n’ont pas apris l’art de toucher le feu ſans ſe brûler, il faut de grands ſecrets pour manier la pourpre, & l’onfait vn miſtere de trauailler apres vne couleur quidoit ſeruir à l’ornement des Rois:	Tous les hommes n'ont pas appris l'art de toucher le feu sans se brûler, il faut de grands secrets pour manier la pourpre, et l'onfait un mystère de travailler après une couleur quidait servir à l'ornement des Rois:
