M.	M.
DC.	DC.
LXXII.	LXXII.
AVEC PRIVILEGE DV ROY.	AVEC PRIVILÈGE DU ROY.
ETTE Piece ayant eſté repreſentée pendant trois mois, un ſuccés ſi avantageux doit juſtifier tout ce que les Critiques pouroient y avoir trouvé à redire:	ETTE Pièce ayant été représentée pendant trois mois, un succès si avantageux doit justifier tout ce que les Critiques pourraient y avoir trouvé à redire:
Il n’y a point d’Ouvrage ſi parfait, qui ne ſoit condamné par de certains Eſprits contrarians, & qui font profeſſion de n’eſtre jamais du ientiment des autres;	Il n'y a point d'Ouvrage si parfait, qui ne soit condamné par de certains Esprits contrariants, et qui font profession de n'être jamais du jentiment des autres;
mais Ai LECIE quand leurs cenſures ſont étou fées par la foule des acclama tions, on doit peu s’en mettre et peine, & ils ſe font plus de tor qu à la reputation de ceur qu’ils attaquent.	mais Ai LECIE quand leurs censures sont étou fées par la foule des acclama tions, on doit peu s'en mettre et peine, et ils se font plus de tor qu à la réputation de ceur qu'ils attaquent.
Ces Meſſieur croyent faire paroiſtre leur eſpr en condamnant toüjours les en droits qui ſont generalemen approuvez.	Ces Messieur croient faire paraître leur éprouvés en condamnant toujours les en droits qui sont généralemen approuvés.
Leur critique tou tefois n’a pûs attacher aux orne mens de cette Piece, ils on trouvé qu’ils entroient tous dan le ſujet, ce qui ſe rencontre rarement.	Leur critique tou tefois n'a pu attacher aux orne mens de cette Pièce, ils on trouvé qu'ils entraient tous dan le sujet, ce qui se rencontre rarement.
Comme mon principal deſſein a eſté que le Spectacle entrât ſans y paroiſtre forcé, je croy avoir reüſſy, puis que j’a atteint le but que je m’eſtois propoſé.	Comme mon principal dessein a été que le Spectacle entrât sans y paraître forcé, je crois avoir reuss, puis que j'a atteint le but que je m'étais proposé.
Je ne dis rien du Caractere de Theſée, il a plû à toutes les Femmes, & elles ont avoüé que la pluſpart des Amans luy reſſembloient.	Je ne dis rien du Caractère de Thesée, il a plu à toutes les Femmes, et elles ont avoué que la plupart des Amants on ressemblaient.
Ar Grace & Privilege du RoI Donné à S.	Ar Grâce et Privilège du RoI Donné à S.
Germain en Laye 15.	Germain en Laye 15.
Fevrier 1672.	Février 1672.
Signé, Par le Ro en ſon Conſeil VILLET.	Signé, Par le Ro en son Conseil VILLET.
Il eſt perm au Sieur D.	Il est perm au Sieur D.
de faire imprimer, vendr & debiter une Piece de Theatre, inti tulée Le Mariage de Bachus & d’A riane, repreſentée ſur le Theatre d Marais;	de faire imprimer, vendr et débiter une Pièce de Théâtre, inti tulée Le Mariage de Bachus et d'A riane, représentée sur le Théâtre d Marais;
