MORILLE Et toy, Roſette, n'en fais-tu as de Meie s	MORILLE Et toi, Rosette, n'en fais-tu as de Méie si
ROSETTE.	ROSETTE.
De tout mon cœur.	De tout mon cœur.
LISIDOR.	LISIDOR.
Mais par quelle avanture óſtes-vous icy.	Mais par quelle aventure óstes-vous .
ULIE.	ULIE.
Vous l'aprendrez une autre fois, ſortons, & ne donnons point ſujet à Monſieur Hilaire de ſe plaindre davantage.	Vous l'apprendrez une autre fois, sortons, et ne donnons point sujet à Monsieur Hilaire de se plaindre davantage.
MORILLE.	MORILLE.
Je vous ſuy s car il ne fait pas bon icy pour moy	Je vous suis savez car il ne fait pas bon ici pour moi
FIN	FIN
Permis d’imprimier.	Permis d'imprimier.
Fait ce 22.	Fait ce 22.
Ieilles 1684.	Jeilles 1684.
Sigué, DE LA RETNIE.	Sigué, DE LA RETNIE.
A PARIS 2 Chez la Veufve de LOUIS GUNTIER, ſur le Quay des Auguſtins, à la décente du Pont Neuf, à l’Image S.	À PARIS 2 Chez la Veuve de LOUIS GUNTIER, sur le Quay des Augustins, à la décente du Pont Neuf, à l'Image S.
Loüis.	Louis.
M.	M.
DC.	DC.
XCI.	XCI.
AVEC PRIVILECE DV ROY.	AVEC PRIVILECE DU ROY.
42	42
PREFACE.	PRÉFACE.
OUTES les perſonnes d’eſprit & de O bon gouſt qui ent vû repreſenter cette 2 Comedie, en ont dit tant de bien aue j'ai lieu de croire qu’elle n'eſt pas ſans merite.	OUTES les personnes d'esprit et de Ô bon goût qui ent u représenter cette 2 Comédie, en ont dit tant de bien ave j'ai lieu de croire qu'elle n'est pas sans mérite.
favouë neantmoins que parmi l’eſtime qu’ils en ont faite, ils n’ont pas laiſſé de remarquer tres-judicieuſement, que le ſujet en eſt trop ſimple, & trop peu rempli d’incidens;	favoue néanmoins que parmi l'estime qu'ils en ont faite, ils n'ont pas laissé de remarquer trèsjudicieusement, que le sujet en est trop simple, et trop peu rempli d'incidents;
mais il eſt vrai auſſi qu’ils en ont trouvé la conduite aſſez vaiſonnable, les caraceres bien ſoutenus, les portraits vifs & reſſemblans, les ſituations agreables, les vers naturels, & la Piece generalement bien écrite.	mais il est vrai aussi qu'ils en ont trouvé la conduite assez vaisonnable, les caracères bien soutenus, les portraits vifs et ressemblants, les situations agréables, les vers naturels, et la Pièce généralement bien écrite.
Aprés un jugement ſi avantageux, je ne devrois guere me mettre en peine de répendre à de certains eſprits critiques, qui pour s’ériger dans le monde en grands connoiſſeurs, s’attachent ſouvent ſans raiſen, à reprendre les Ouvrages les plus eſtimez.	Après un jugement si avantageux, je ne devrais guère me mettre en peine de répendre à de certains esprits critiques, qui pour s'ériger dans le monde en grands connaisseurs, s'attachent souvent sans raisen, à reprendre les Ouvrages les plus estimez.
Ils ont, dit-on, répandu leur venin ſur quelques endroits de ma Piece;	Ils ont, dit-on, répandu leur venin sur quelques endroits de ma Pièce;
mais je m’inquiéte fort peu de leurs cenſures, parce que ordinairement elIes ne ſont autoriſées que par des envieux, ou des ignorans.	mais je m'inquiète fort peu de leurs censures, parce que ordinairement élIes ne sont autorisées que par des envieux, ou des ignorants.
On dit que ces Cenſeurs ſe ſont récriez ſur le déguiſement du Valet qui paſſe pour ſon Maitre, & qu’ils n’ont pas manqué de publier que ce n’étoit qu’une imitation de quelques autres Pieces qu'on voit journellemint ſur le Thiãtre.	On dit que ces Censeurs se sont récriés sur le déguisement du Valet qui passe pour son Majaitre, et qu'ils n'ont pas manqué de publier que ce n'était qu'une imitation de quelques autres Pièces qu'on voit journellemint sur le Thiôtre.
