A PARIS, Chez THOMAS GUILAIN, ſur le Quai des Auguſtins, à la deſcente du Pont-Neuf, à l’image S.	À PARIS, Chez THOMAS GUILAIN, sur le Quai des Augustins, à la descente du Pont-Neuf, à l'image S.
Louïs.	Louis.
M.	M.
DC.	DC.
XCIII.	XCIII.
Avec Privilege du Roi.	Avec Privilège du Roi.
PREFACE.	PRÉFACE.
lAmmedIRI OICI une Comedie dont le ſort a été aſſez bizarre:	lAmmédIRI ICI une Comédie dont le sort a été assez bizarre:
elle fut ſifflee à la premiere repreſentation;	elle fut sifflée à la première représentation;
à la ſeconde les ſifflets ſe teurent;	à la seconde les sifflets se teurent;
on commença a la goûter;	on commença à la goûter;
le ſuccés alla en augmentant;	le succès alla en augmentant;
aujour d’hui la Cour & Paris la voyent avec plaiſir;	aujour d'hui la Cour et Paris la voient avec plaisir;
lors même qu’une Piece nouvelle avorte ſur le Theâtre, le Parterre demande ce même Grondeur qu’il rebuta autre fois, & il ne ſe trouve plus perſonne qui s’oſe vanrer de l’avoir ſiffle.	lors même qu'une Pièce nouvelle avorte sur le Théâtre, le Parterre demande ce même Grondeur qu'il rebuta autre fois, et il ne se trouve plus personne qui s'ose vanrer de l'avoir siffle.
Si l’on demande, comment il ſe peut faire qu’une Comedie ſoit d’abord ſi mal accueillie du Public, & enſuite ſi bien recue, je repondarideux choſes qui me paroiſſent raiſonnables.	Si l'on demande, comment il se peut faire qu'une Comédie soit d'abord si mal accueillie du Public, et ensuite si bien reçue, je répondarideux choses qui me paraissent raisonnables.
La premiere, qu’il eſt ries diffiene de bien juger d’une Piece de Theâtre le premier jour qu’on la donne au Public:	La première, qu'il est ries diffiene de bien juger d'une Pièce de Théâtre le premier jour qu'on la donne au Public:
tout le monde en ſçait les raiſons;	tout le monde en sait les raisons;
les Acteurs ne ſont pas bicn aſſurez dans leurs rôles:	les Acteurs ne sont pas bicn assurés dans leurs rôles:
leur memoire eſt chancelante, & travaille encore;	leur mémoire est chancelante, et travaille encore;
l’incertitude meme où ils ſont du ſuccés de ce qu’ils joüent, les tient un peu genez, & toutes ces choſes enſemble font, qu’ils n’oſent ſe donner carriere dans les jeux des Scenes, & s’abandonner aux geſtes & aux actions qui conviennent a leurs caracteres, en quoi conſiſtent principalement les graces des Pieces comiques.	l'incertitude -même où ils sont du succès de ce qu'ils joüent, les tient un peu gênez, et toutes ces choses ensemble font, qu'ils n'osent se donner carrière dans les jeux des Scènes, et s'abandonner aux gestes et aux actions qui conviennent à leurs caractères, en quoi consistent principalement les grâces des Pieces comiques.
La ſeconde, que le Public eſt compoſé de bien des têtes.	La seconde, que le Public est composé de bien des têtes.
& parconſequent de gens bien differens.	et parconsequent de gens bien différents.
Je ne ſçaurois croire que ceux qui ont, je ne dirai pas du goüt, mais ſeulement de l’honnêtete, s’amuſent à ſifſler:	Je ne saurais croire que ceux qui ont, je ne dirai pas du gît, mais seulement de l'honnêtete, s'amusent à sifsler:
cela eſt au deſſous d’eux.	cela est au dessous d'eux.
Ils ſortent quand une Piece ne les divertit pas, & n'y retournent plus;	Ils sortent quand une Pièce ne les divertit pas, et n'y retournent plus;
ils l’écoutent, quand elle les divertit, & ils l’à vont revoir;	ils l'écoutent, quand elle les divertit, et ils l'à vont revoir;
ainſi, ſoit qu’ils convent, leur jugement ſe paſſe ſans bruit, & ſans éclat.	ainsi, soit qu'ils convent, leur jugement se passe sans bruit, et sans éclat.
Il n’en eſt pas de même de certaines gens, qui ne vont aux Spectacles que pour donner eux mêmes la (omedie aux autres:	Il n'en est pas de même de certaines gens, qui ne vont aux Spectacles que pour donner eux mêmes la (omédie aux autres:
la piupart ſeroient peutêtre aſſez capables de juger ſi une Piece eſt bonne, ou ſi elle ne l’eſt point;	la pivpart seraient peutêtre assez capables de juger si une Pièce est bonne, ou si elle ne l'est point;
mais comme ce n’eſt pas pour cela qu’ils y vont, ils ne ſe mettent gueres en peine de l’examiner, ni d’écouter les Acteurs.	mais comme ce n'est pas pour cela qu'ils y vont, ils ne se mettent guère en peine de l'examiner, ni d'écouter les Acteurs.
Les autres vont aux premieres repreſentarions pour y trouver quelque choſe qui leur plaiſe, ceuxlà pour y troüver quelque choſe qui ne leui plaiſe pas;	Les autres vont aux premières représentarions pour y trouver quelque chose qui leur plaise, ceuxlà pour y troüver quelque chose qui ne lui plaise pas;
dans cette penſéc ils obſe vent ſculement hs epeeta teurs, &, lorſqu’ils s’apperçoivent que l’attention vient tant ſoit peu à ſe relâcher, ils ſaiſiſſent ce moment qu’ils attendoient avec impatience, & ſe font alors un plaiſir d’interiompre les autres.	dans cette penséc ils obse vent sculement hs epeeta teurs, et, lorsqu'ils s'aperçoivent que l'attention vient tant soit peu à se relâcher, ils saisissent ce moment qu'ils attendaient avec impatience, et se font alors un plaisir d'interiompre les autres.
Quelquefois on leur impoſe ſilence quand ia Piece eſt bonne, & quelquefois auſſi on la leur abandonne entierement, quand elle ne l’eſt pas.	Quelquefois on leur impose silence quand ja Pièce est bonne, et quelquefois aussi on la leur abandonne entièrement, quand elle ne l'est pas.
De-la il n’eſt perſonne qui ne voye que les differens jugemens que le Public a fait du Grondeur, viennent de ces differens Juges, qui le compoſent, dont les uns la.	De bien il n'est personne qui ne voie que les différents jugements que le Public a fait du Grondeur, viennent de ces différents Juges, qui le composent, dont les uns la.
condamnerent a la premiere vue avec un peu trop de précipitation, & les autres attendirent pour ſe déterminer que cette Piece leur eût ete repreſentée avec toute lavivacité de l’action, & ramenerent enfin tout le monde dans leur ſentiment.	condamnèrent à la première veuve avec un peu trop de précipitation, et les autres attendirent pour se déterminer que cette Pièce leur eût été représentée avec toute lavivacité de l'action, et ramèrent enfin tout le monde dans leur sentiment.
Cependant il ſeroit à ſouhaiter que ce qui eſt arrive à cette Comedie rendît les gens un peu plus retenus à con4 damner les Pieces de Theâtre a leur premiere repreſentation;	Cependant il serait à souhaiter que ce qui est arrive à cette Comédie rendît les gens un peu plus retenus à con4 damner les Pièces de Théâtre à leur première représentation;
car enfin il eſt bien certain, qu’il n’a pas tenu à ceux qui condamnerent celle-ci, qu'elle ne tombât entierement, & ils ſçavent bien que s’ils en avoient été crus, le Publie ſeroit aujourd’hui privé d’un divertiſſement qui a le bonheur de lus plaire.	car enfin il est bien certain, qu'il n'a pas tenu à ceux qui condamnèrent celle-cy, qu'elle ne tombât entièrement, et ils savent bien que s'ils en avaient été crus, le Publie serait aujourd'hui privé d'un divertissement qui a le bonheur de lus plaire.
Il n’eſt pas a propos de rien dire ici pour ſa défenſe, quand le Public a approuvé un Ouyrage, ce n'eſt plus l’affaire de l’Auteur:	Il n'est pas à propos de rien dire ici pour sa défense, quand le Public a approuvé un Ouirage, ce n'est plus l'affaire de l'Auteur:
ſans cela on feroit remarquer que cette Comedie eſt dans toutes les regles de l’Art;	sans cela on ferait remarquer que cette Comédie est dans toutes les règles de l'Art;
qu’on y reprend un défaut, pour inſtruire;	qu'on y reprend un défaut, pour instruire;
qu'on en montre le ridicule, pour divertir:	qu'on en montre le ridicule, pour divertir:
que le caractere principal eſt nouveau;	que le caractère principal est nouveau;
qu’il forme le nœud de l’action thcâtrale, & qu’il la dénouë;	qu'il forme le nœud de l'action thcâtrale, et qu'il la dénoue;
que l’expoſition du ſujet eſt faite en action, & d’une maniere toute nouvelle;	que l'exposition du sujet est faite en action, et d'une manière toute nouvelle;
que les mœurs en ſont honnêtes, & qu’il n’y a rien d’indécent dans le dialogue;	que les mœurs en sont honnêtes, et qu'il n'y a rien d'indécent dans le dialogue;
mais ce ſont aujourd’hui les raiſons de ceux qui l’ont approuvée.	mais ce sont aujourd'hui les raisons de ceux qui l'ont approuvée.
Au reſte on ne ſe ſeroit pas aviſé de la faire imprimer, ſi beaucoup de gens ne la demandoient tous les jours avec empreſſement.	Au reste on ne se serait pas avisé de la faire imprimer, si beaucoup de gens ne la demandaient tous les jours avec empressement.
Cependant on doit avertir le Lecteur, que ceux qui ne l’ont jamais vuë repreſenter ne doivent pas s’attendre d’être autant divertis en la liſant, que ceux quil’ont vuë, parce que ceux-cine ſçauroient la lire ſans rappeller dans leur eſprit l’idée de l’action qui les frappera toujours plus vivement, que la ſimple lecture ne touchera les autres.	Cependant on doit avertir le Lecteur, que ceux qui ne l'ont jamais vue représenter ne doivent pas s'attendre d'être autant divertis en la lisant, que ceux qu'ont vue, parce que ceux-ciné contentaient la lire sans rappeler dans leur esprit l'idée de l'action qui les frappera toujours plus vivement, que la simple lecture ne touchera les autres.
AR grace & Privilege du Roy, donné à PaT ris le trentiéme de Janvier 1693.	AR grâce et Privilège du Roi, donné à PaT ris le trentième de Janvier 1693.
Signé, Par le Roy en ſon Conſeil, GAMART.	Signé, Par le Roi en son Conseil, GAMART.
Il eſt perpermnis à THCMAS GUILAIN de faire imprimer, vendre & debiter unc piece de Theâtre intitulée le Grondeur Comedie;	Il est perpermnis à THEMAS GUILAIN de faire imprimer, vendre et débiter un pièce de Théâtre intitulée le Grondeur Comédie;
pendant le temps de ſix années, à compter du jour qu’elle ſera achevée d’imprimer pour la premiere fois, pendant lequel temps tres - expreſſes inhibitions & deffenſes ſont faites à toutes perſonnes de quelque qualité & condition qu’elles ſoient, de faite imprimer, vendre ni debiter ladite Comedie d’autre:	pendant le temps de six années, à compter du jour qu'elle sera achevée d'imprimer pour la première fois, pendant lequel temps très la expresses inhibitions et défenses sont faites à toutes personnes de quelque qualité et condition qu'elles soient, de faite imprimer, vendre ni débiter ladite Comédie d'autre:
Edition que de celle de l’expoſant ou de ceux qui auront droit de lui, à peine de cinq cens livres d’amende, de confiſcation des Exemplaires contrefaits, & de tous dépens, dommages & intérêts;	Édition que de celle de l'exposant ou de ceux qui auront droit de lui, à peine de cinq cens livres d'amende, de confiscation des Exemplaires contrefaits, et de tous dépens, dommages et intérêts;
& autres petuier portees plus as roug puemialooiſtres de Privilege.	et autres petuier portées plus as roug puemialooistres de Privilège.
Regiſtre ſur le livre de la Commur a des Libraires & Imprimeurs de Paris le 4.	Registre sur le livre de la Commur a des Libraires et Imprimeurs de Paris le 4.
d' vril 1693	d' vril 1693
Signé, P.	Signé, P.
AUBOUIN Syndic.	AUBOUIN Syndic.
Achevé d’imprime:	Achevé d'imprime:
pour la premiere fois, le t.	pour la première fois, le t.
bril 1695.	bril 1695.
ACTEURS DU PROLOGUE.	ACTEURS DU PROLOGUE.
PRORSOOE	PRORSOOE
SCENE PREMIERE.	SCÈNE PREMIÈRE.
DAMON, LICIDAS.	DAMON, LICIDAS.
DAMON.	DAMON.
OUS vous deffendez mal, avoüez-R entre-nous.	OUS vous défendez mal, avouez-R entre-nous.
Seaminam EICTDAJ.	Seaminam EICTDA.
J’ay quitté le métier.	J'ai quitté le métier.
DAMON.	DAMON.
La défaite eſt mauvaiſe;	La défaite est mauvaise;
le ſçay que le Grondeur eſt encere de vous.	le sais que le Grondeur est encère de vous.
LICIDAS.	LICIDAS.
De moy, Monſieur, à Dieu ne plaiſe,	De moi, Monsieur, à Dieu ne plaise,
SCENE II.	SCÈNE II.
ENAS IE,D'AMONJEICIDAS.	ENAS IE,D'AMONEICIDAS.
ERASTE.	ERASTE.
*T Oûjours aux nouveautez on vous voit le preR mici, N’avez-vous rien appris de celle qu’on nous donne?	*T Oui aux nouveautés on vous voit le preR mici, N'avez-vous rien appris de celle qu'on nous donne?
Ei llo nas.	Ei llo nas.
J’ay vû des gens qui ſortoient du Cormier, Et qui diſoient entr’eux qu’elle étoit aſſez bonne.	J'ai vu des gens qui sortaient du Cormier, Et qui disaient entr'eux qu'elle était assez bonne.
LICIDAS.	LICIDAS.
Partiſans de l’Auteur qu’il venoit d’engager par un repas	Partisans de l'Auteur qu'il venait d'engager par un repas
DAMON.	DAMON.
Rayez cela de vos tablettes, Monſſeur l’Auſcul vous-meme, ent-te que les Poëtes Donnent jamais à manger?	Rayez cela de vos tablettes, Monsieur l'Auscul vous-même, ent-te que les Poètes Donnent jamais à manger?
Sur cet article ſeul on les voit toujours ſages.	Sur cet article seul on les voit toujours sages.
ERASTE.	ERASTE.
Mais le deſir de faire approuver ſes Ouvrages.	Mais le désir de faire approuver ses Ouvrages.
DAMON.	DAMON.
Ce n’en eſt guere le chemin, Il ne faut point chercher des flatteurs daus le vin, La Comedie en fait l’experience;	Ce n'en est guère le chemin, Il ne faut point chercher des flatteurs daus le vin, La Comédie en fait l'expérience;
Et l’on n’a pas connu ſes interéts, En la plaçant entre deux Cabarets.	Et l'on n'a pas connu ses intérêts, En la plaçant entre deux Cabarets.
Il revient du Cormiery u lort dorumnance, Fort peu d’aprobateurs & beaucoup de ſiflets.	Il revient du Cormier Y lort dorumnance, Fort peu d'approbateurs et beaucoup de siflets.
LICIDAS.	LICIDAS.
C’eſt-là que les ligues formées, Ayant élû pour chef quelque ſifleur bannal.	C'est-là que les ligues formées, Ayant élu pour chef quelque sifleur bannal.
N’attendent que le ſignal Des chandelles allumées, Pour donner au Theâtre un aſſaut general	N'attendent que le signal Des chandelles allumées, Pour donner au Théâtre un assaut général
ERASTE.	ERASTE.
Lar, Mhomeur Eieidas parlons ſans paſſion, Souvent toute autre choſe excite la tempéte.	Lar, Mhomeur Eieidas parlons sans passion, Souvent toute autre chose excite la tempête.
LICIDAS.	LICIDAS.
Les Dimanches ſur tout.	Les Dimanches sur tout.
ERASTE.	ERASTE.
Ha!	Ha!
pour les jours de Feſte, Je n’en ſerois pas caution.	pour les jours de Fête, Je n'en serais pas caution.
Mais ordinairement contez que cette guerre, Nait d’un legitime couroux Dans ce formidable parterre, D’où partent les plus rudes coups.	Mais ordinairement comptez que cette guerre, Nait d'un légitime courroux Dans ce formidable parterre, D'où partent les plus rudes coups.
On trouve toute la juſteſſe, Tout le bon ſens, tout le bon goût, Tout l’eſprit, toute la fineſſe, Et toute la délicateſſe Qu'on demande aujoura huy pour bien juger de tout;	On trouve toute la justesse, Tout le bon sens, tout le bon goût, Tout l'esprit, toute la finesse, Et toute la délicatesse Qu'on demande aujoura hui pour bien juger de tout;
Enfin preſque toujours, la raiſon, la juſtice, Au mutmure public ont la meilleure part.	Enfin presque toujours, la raison, la justice, Au muture public ont la meilleure part.
LICIDAS.	LICIDAS.
Et quelquefois auſſi l’envie eſt le caprice.	Et quelquefois aussi l'envie est le caprice.
Echoüer par chagrin, téuſſir par hazard, Ent le deſtin cominun aujourd’huy des ſpectacles, On en verra bien peu deſormais reſiſter A ce cruel deſtin, à moins de grands miracles.	Echoüer par chagrin, téussir par hasard, Ent le destin cominun aujourd'hui des spectacles, On en verra bien peu désormais résister À ce cruel destin, à moins de grands miracles.
On n’’y va plus pour écouter, Les jeunes gens y vont traiter de leurs affaires, Faire aſſaut de tabac, tioquer des Tabatieres, S’informer du bon vin.	On n'y va plus pour écouter, Les jeunes gens y vont traiter de leurs affaires, Faire assaut de tabac, tioquer des Tabatières, S'informer du bon vin.
Fy ſe laiſſer toucher A i A des plaiſirs ſi ſecs, ſent trop la vieille mode;	Fi se laisser toucher À j' A des plaisirs si secs, sent trop la vieille mode;
Par habitude encor le monde y va chercher, Hors le ſpectacle ſeul tout ce qui l’accomode.	Par habitude encor le monde y va chercher, Hors le spectacle seul tout ce qui l'accomode.
Celuy-cy qui luy donne à ſouper chez l’amy:	Celui-cy qui lui porte à souper chez l'ami:
