ARNOLPHE, Autrement Monſieur de la Souche.	ARNOLPHÉ, Autrement Monsieur de la Souche.
AGNES, Jeune Fille innocente elevée par Arnolphe.	AGNES, Jeune Fille innocente élevée par Arnolphe.
HORACE, Amant d’Agnés.	HORACE, Amant d'Agnès.
ALAIN, Payſan, valet d’Arnolphe.	ALAIN, Paysan, valet d'Arnolphe.
GEORGETTE, Payſanne, ſervante d’Atnolphe.	GEORGETTE, Paysanne, servante d'Anolphe.
CHRISALDE, Amy d’Arnolphe.	CHRISALDE, Ami d'Arnolphe.
NRIQUE, Beau frere de Chriſalde.	NRIQUE, Beau frère de Chrysalde.
ORONTE, Pere d’Horace, & grand Amy d’Arnolphe.	ORONTE, Père d'Horace, et grand Ami d'Arnolphe.
La Scene eſt dans une place de Ville.	La Scène est dans une place de Ville.
LES PERSONNAGES.	LES PERSONNAGES.
IEN des gens ont frondé d’abord cette Comedie:	JEN des gens ont frondé d'abord cette Comédie:
mais les rieurs ont eſté pour elle, & tout le mal qu’ou en a pû dire, n’a pû faire qu’elle n’ait eu un ſuccez, dont je me contente.	mais les rieurs ont été pour elle, et tout le mal qu'ou en a pu dire, n'a pu faire qu'elle n'ait eu un succès, dont je me contente.
Je ſçay qu’on attend de moy, dans cette impreſſion, quelque Preface, qui reſponde aux Cenſeurs, & rende raiſon de mon Ouvrage;	Je sais qu'on attend de moi, dans cette impression, quelque Préface, qui réponde aux Censeurs, et rende raison de mon Ouvrage;
& ſans doute que je ſuis aſſez redevable à toutes les perſonnes, que luy ont donné leur approbation, pour me croire obligé de deffendre leur jugement contre celuy des autres:	et sans doute que je suis assez redevable à toutes les personnes, que tu ont donné leur approbation, pour me croire obligé de défendre leur jugement contre celui des autres:
mais il ſe trouve qu’une grande partie des choſes, que j’aurois à dire ſur ce ſujet, eſt déja dans une Diſſertation, que j’ay faite en Dialogue, & dont je ne ſçay encore ce que je feray.	mais il se trouve qu'une grande partie des choses, que j'aurais à dire sur ce sujet, est déjà dans une Dissertation, que j'ai faite en Dialogue, et dont je ne sais encore ce que je ferai.
L’idée de ce Dialogue, ou ſi l’on veut, de cette petite Comedie, me vint aprés les deux ou trois premieres repreſentations de ma Piece;	L'idée de ce Dialogue, ou si l'on veut, de cette petite Comédie, me vint après les deux ou trois premières représentations de ma Pièce;
