M.	M.
DC.	DC.
LXIII.	LXIII.
Auec Priuilege du Roy.	Avec Privilège du Roi.
4 MADAME.	4 MADAME.
ADAME, ALTESSE ROYALE, ſur le titre de L’ECOLE DES FEMMES, & l’offre qu’il vous en feroit.	ADAME, ALTESSE ROYALE, sur le titre de L'ECOLE DES FEMMES, et l'offre qu'il vous en ferait.
Mais pour moy, MADAME, ie vous auoüe mon foible.	Mais pour moi, MADAME, je vous auoüe mon faible.
Ie ne ſçay point cét art de trouuer des rapports entre des choſes ſi peu proportionnées;	Je ne sais point cet art de trouver des rapports entre des choses si peu proportionnées;
& quelques belles lumieres, que mes Confreres les Autheurs me donnent tous les iours ſur de pareils ſujets, ie ne voy point ce que VOSTRE ALTESSE ROYALE pourroit auoir à démeſler auec la Comedie que ie luy preſente.	et quelques belles lumières, que mes Confrères les Auteurs me donnent tous les jours sur de pareils sujets, notre ne vois point ce que VOTRE ALTESSE ROYALE pourrait avoir à démêler avec la Comédie que de lui presente.
On n’eſt pas en peine, ſans doute, comment il faut faire pour vous loüer.	On n'est pas en peine, sans doute, comment il faut faire pour vous louer.
La matiere, MADAME, ne ſaute que trop aux yeux, & de quelque coſté qu'on vous regarde, on rencontre Gloire ſur Gloire, & qualitez ſur qualitez.	La matière, MADAME, ne saute que trop aux yeux, et de quelque côté qu'on vous regarde, on rencontre Gloire sur Gloire, et qualités sur qualités.
Vous en auez, MADAME, du coſté du rang, & de la naiſſance, qui vous font reſpecter de toute la terre.	Vous en avez, MADAME, du côté du rang, et de la naissance, qui vous font respecter de toute la terre.
Vous en auez du coſté des Graces, & de l’Eſprit, & du Corps, qui vous font admirer de toutes les perſonnes, qui vous voyent.	Vous en avez du côté des Grâces, et de l'Esprit, et du Corps, qui vous font admirer de toutes les personnes, qui vous voient.
Vous en auez du coſté de l’ame, qui, ſi l’on oſe parler ainſi, vous font aymer de tous ceux qui ont l’honneur d’approcher de vous:	Vous en avez du côté de l'âme, qui, si l'on ose parler ainsi, vous font aimer de tous ceux qui ont l'honneur d'approcher de vous:
Ie veux dire cette douceur pleine de Charmes, dont vous daignez temperer la fierté des grands titres que vous portez;	Je veux dire cette douceur pleine de Charmes, dont vous daignez tempérer la fierté des grands titres que vous portez;
cette bonté toute obligeante;	cette bonté toute obligeante;
cette affabilité genereuſe, que vous faites paroiſtre pour tout le monde* Et ce ſont particulierement ces dernieres pour qui ie ſuis, & dont ie ſens fort bien que ie ne me pourray taire quelque iour.	cette affabilité généreuse, que vous faites paraître pour tout le monde* Et ce sont particulièrement ces dernières pour qui ie suis, et dont ici sens fort bien que personne ne me pourrai taire quelque jour.
Mais encore vne fois, MADAME, ie ne ſçay point le biais de faire entrer icy des veritez éclatantes, & ce ſont choſes, à mon aduis, & d’vne trop vaſte eſtendüe;	Mais encore une fois, MADAME, on ne sais point le biais de faire entrer ici des vérités éclatantes, et ce sont choses, à mon avis, et d'une trop vaste étendue;
